엔젤투자자 혹은 액셀러레이터 투자 경험여부,창업 당시 창업자 실무경험 년수(년),창업 직전 근무지,부서별_인력구성(생산),부서별_인력구성(RnD),총자산회전율,순이익률,이자보상배율,주력제품 국내 시장점유율(퍼센트),주력제품 해외 시장점유율(퍼센트),학력별 인력구성비(대졸),창업 당시 목표시장,해외수출 및 진출과정 애로사항,벤처캐피털(투자조합포함) 투자 경험여부
0,6.0,5,50.0,25.0,2.192,-920.408,-1718.919,1.0,0.0,43.0,1.0,1.0,1
0,5.0,6,14.286,71.429,154.15,6.154,1325.0,5.0,0.01,83.0,3.0,3.0,0
0,13.0,1,55.556,22.222,1603.741,1.628,12166.667,30.0,0.0,38.0,3.0,1.0,0
0,15.0,5,65.306,10.204,244.81,4.151,346.019,1.0,0.1,18.0,3.0,4.0,0
0,5.0,5,39.13,28.571,126.088,7.338,1291.952,30.0,7.0,39.0,3.0,4.0,0
0,18.0,5,66.667,22.222,80.899,17.857,175.0,3.0,0.01,20.0,2.0,5.0,0
0,0.0,6,62.5,25.0,103.248,8.052,398.026,5.0,0.0,50.0,3.0,3.0,0
0,17.0,6,26.667,46.667,20.46,-142.664,-506.318,15.0,0.0,58.0,3.0,1.0,0
0,13.0,6,25.641,10.256,83.861,11.359,1584.106,10.0,0.0,35.0,3.0,1.0,0
0,13.0,6,32.143,10.714,92.504,7.332,898.824,10.0,0.0,40.0,3.0,2.0,0
1,10.0,5,45.833,25.0,169.682,1.557,242.157,4.0,0.0,55.0,1.0,3.0,0
0,10.0,6,37.5,50.0,25.342,4.317,116.667,10.0,3.0,50.0,1.0,4.0,0
0,10.0,5,39.286,46.429,209.667,-2.091,51.788,5.0,0.01,70.0,3.0,3.0,0
0,13.0,6,20.513,12.821,80.54,6.862,1344.068,10.0,0.0,77.0,3.0,2.0,0
0,10.0,5,44.444,22.222,89.864,-13.973,-1353.846,4.0,0.01,30.0,2.0,5.0,1
0,15.0,5,63.265,10.204,239.366,3.018,345.131,1.0,0.1,20.0,3.0,2.0,0
0,17.0,6,42.308,23.077,45.135,9.837,101.124,15.0,5.0,55.0,3.0,4.0,0
0,0.0,5,56.15,21.39,48.775,14.485,12372.549,30.0,0.1,42.0,1.0,4.0,0
0,13.0,1,33.333,44.444,83.81,-52.841,-3966.667,30.0,0.0,28.0,3.0,6.0,0
0,12.0,5,36.774,17.419,41.727,-0.512,190.414,5.0,0.01,56.774,3.0,3.0,0
0,5.0,5,57.522,19.027,62.034,17.924,3215.16,10.0,1.0,40.0,3.0,4.0,1
0,0.0,5,60.914,11.675,51.193,14.914,11495.946,30.0,0.1,40.0,1.0,4.0,0
0,10.0,5,30.435,21.739,148.887,2.64,514.458,3.4,0.0,57.0,1.0,3.0,0
0,5.0,5,55.405,22.523,72.763,17.789,4615.291,10.0,1.0,42.0,3.0,4.0,1
0,9.0,6,40.639,8.219,105.202,3.535,362.24,2.5,5.0,57.0,3.0,4.0,0
0,26.0,6,33.333,33.333,64.648,4.902,4057.143,15.0,0.0,44.0,1.0,1.0,0
0,2.0,6,71.053,7.895,71.52,1.686,191.57,1.0,0.01,34.0,1.0,4.0,0
0,10.0,6,60.0,13.846,51.29,-22.98,27.38,50.0,1.0,25.0,3.0,1.0,0
0,20.0,3,50.0,25.0,215.828,7.669,147600.0,1.0,0.0,75.0,3.0,3.0,0
0,17.0,6,38.462,38.462,28.33,-7.959,-11.781,15.0,5.0,55.0,3.0,3.0,0
0,5.0,4,50.0,16.667,57.756,12.0,147600.0,1.0,0.0,34.0,3.0,4.0,0
0,23.0,6,0.0,50.0,200.59,10.324,3216.667,0.01,0.0,50.0,1.0,2.0,0
0,10.0,6,58.654,17.308,45.567,5.639,194.908,50.0,1.0,25.0,3.0,1.0,0
0,8.0,3,73.469,10.204,39.67,-11.116,-109.235,2.5,0.5,27.0,1.0,2.0,0
0,10.0,6,64.286,10.714,232.117,2.043,363.134,0.01,0.0,20.0,3.0,3.0,0
0,15.0,6,16.667,33.333,54.902,-64.286,-5733.333,0.1,0.0,25.0,3.0,2.0,0
0,15.0,5,64.0,5.333,193.887,4.308,432.09,1.0,0.1,30.0,3.0,3.0,0
1,10.0,6,45.775,11.972,65.82,22.823,816.055,35.0,1.0,26.0,3.0,7.0,0
0,21.0,6,32.727,10.909,66.992,1.205,165.766,2.5,0.5,42.0,1.0,3.0,0
0,0.0,2,47.619,23.81,74.567,-114.076,-366.346,1.0,0.1,44.0,3.0,3.0,0
0,5.0,5,33.333,32.0,140.356,7.872,1149.277,30.0,7.0,39.0,3.0,3.0,1
1,26.0,6,37.5,37.5,61.55,2.85,-1371.429,15.0,0.0,44.0,1.0,1.0,0
0,26.0,6,44.444,33.333,71.82,14.624,1033.333,15.0,0.0,44.0,1.0,1.0,0
0,2.0,5,71.053,7.895,76.342,9.774,584.928,5.0,0.02,24.0,3.0,1.0,0
0,20.0,6,85.714,6.122,34.562,1.195,121.882,30.0,0.0,80.0,3.0,8.0,0
0,10.0,5,57.143,4.082,87.08,0.554,94.641,7.0,0.0,34.694,1.0,7.0,0
0,10.0,6,40.0,20.0,290.278,-26.555,-463.636,0.01,0.0,60.0,3.0,8.0,0
1,30.0,1,0.0,71.429,125.632,-59.463,-8342.857,55.0,0.0,14.0,1.0,7.0,0
0,20.0,6,37.5,25.0,14.428,-40.448,-3816.667,0.1,0.0,62.5,1.0,2.0,0
0,10.0,6,12.245,10.204,104.845,2.377,702.454,30.0,20.0,86.0,3.0,7.0,1
0,5.0,5,37.143,38.571,5.382,-96.479,-6480.328,20.0,5.0,44.0,2.0,3.0,1
1,20.0,6,33.333,0.0,0.013,-1739.26,-21141.667,1.0,0.0,24.0,3.0,1.0,0
0,11.0,5,43.243,16.216,140.924,-23.087,-1461.818,1.0,1.0,56.757,3.0,4.0,1
0,5.0,5,49.505,23.762,46.494,-47.264,-13264.545,20.0,5.0,55.446,3.0,7.0,0
0,15.0,5,16.667,50.0,24.139,4.315,-3577.778,1.0,0.01,16.667,3.0,7.0,0
0,0.0,7,52.885,11.538,37.514,-55.505,-36650.0,5.0,1.0,16.346,3.0,3.0,0
0,10.0,5,55.172,10.345,109.752,7.177,2817.105,10.0,0.01,20.69,3.0,4.0,0
0,17.0,6,33.333,33.333,30.605,17.857,3569.167,5.0,1.0,30.556,3.0,7.0,0
0,5.0,5,17.857,66.667,2.953,-983.787,-36650.0,10.0,0.01,54.762,3.0,7.0,0
0,22.0,6,47.222,19.444,31.455,-15.622,-472.619,2.0,0.0,69.0,3.0,7.0,1
0,30.0,7,43.939,15.152,109.752,7.177,2816.667,50.0,1.0,78.788,3.0,3.0,1
0,22.0,6,26.667,6.667,122.56,-10.737,-547.682,10.0,0.0,46.667,1.0,4.0,0
0,30.0,6,44.286,17.143,64.324,-38.478,-789.039,0.1,0.0,28.571,3.0,5.0,0
0,20.0,6,11.111,66.667,18.675,-488.459,-222.427,2.0,0.01,44.444,3.0,5.0,1
0,15.0,7,54.444,10.0,61.02,9.013,492.91,2.0,0.01,21.111,3.0,4.0,0
0,10.0,1,34.887,26.045,46.573,11.37,931.227,12.0,0.5,21.543,3.0,7.0,0
0,17.0,5,43.919,18.919,123.385,0.714,327.178,3.0,0.1,69.595,3.0,2.0,0
0,17.0,4,41.558,24.675,61.02,9.013,492.91,20.0,0.2,83.117,3.0,3.0,1
0,0.0,6,54.054,13.514,19.488,-51.186,-3277.551,0.5,0.01,26.0,3.0,3.0,0
0,10.0,6,58.333,8.333,109.057,-135.763,-4037.5,10.0,0.0,63.0,3.0,5.0,0
0,20.0,6,30.769,46.154,11.222,-127.586,-36650.0,2.0,0.0,40.0,3.0,1.0,0
0,17.0,6,5.405,67.568,16.928,-41.988,-3287.234,5.0,1.0,66.0,3.0,3.0,0
0,17.0,5,47.475,22.222,34.149,22.425,147600.0,11.0,0.0,32.0,3.0,1.0,0
0,10.0,5,22.222,44.444,112.581,0.213,-15.094,1.0,0.0,44.444,3.0,8.0,0
0,17.0,5,46.392,24.742,36.353,27.586,58541.667,11.0,0.0,32.0,3.0,3.0,0
0,10.0,6,22.222,55.556,195.411,-62.67,-3137.5,0.01,0.0,57.0,3.0,2.0,0
0,16.0,6,51.282,16.667,65.682,0.112,141.914,50.0,5.0,50.0,3.0,5.0,1
0,17.0,5,54.43,15.823,39.994,19.346,7644.286,10.0,0.1,31.0,3.0,7.0,0
0,10.0,6,37.5,12.5,69.037,-9.302,-733.333,10.0,0.0,63.0,3.0,4.0,0
0,15.0,6,0.0,47.619,18.675,-488.459,-222.427,0.1,0.1,9.524,3.0,2.0,0
0,20.0,5,51.786,25.0,12.989,-97.085,-3065.591,10.0,1.0,30.0,3.0,2.0,0
0,5.0,5,33.333,44.444,53.63,6.664,232.632,15.0,0.0,65.0,3.0,3.0,0
0,20.0,6,63.542,0.0,57.19,3.344,150.039,5.0,0.01,35.0,3.0,4.0,0
0,20.0,5,34.921,52.381,5.407,-101.916,-5165.217,10.0,1.0,30.0,3.0,2.0,0
0,0.0,6,57.5,12.5,12.008,-513.157,-10376.667,0.5,0.01,45.0,3.0,3.0,0
0,25.0,1,47.205,11.801,71.289,-13.351,-145.787,1.0,0.0,20.0,1.0,4.0,0
0,5.0,5,0.0,61.194,6.06,-137.698,-36650.0,10.0,0.01,65.0,3.0,1.0,1
0,25.0,6,65.0,10.0,49.418,-20.889,-130.565,1.0,0.0,20.0,1.0,3.0,0
0,0.0,10,37.5,37.5,11.338,31.418,278.261,2.0,0.0,100.0,3.0,7.0,0
0,25.0,1,44.375,15.625,49.338,2.836,57.585,1.0,0.0,20.0,1.0,3.0,0
0,10.0,1,58.654,5.192,38.508,47.654,7942.982,12.0,0.5,24.0,3.0,2.0,0
0,20.0,5,22.222,44.444,11.682,-392.0,-6444.444,1.0,0.01,55.556,3.0,3.0,0
0,8.0,6,54.545,8.392,123.385,0.714,327.178,10.0,3.0,18.182,3.0,4.0,0
0,16.0,4,0.0,88.235,0.424,-1739.26,-36650.0,0.01,0.0,52.941,3.0,3.0,0
0,8.0,5,52.632,15.789,69.01,5.253,188.333,2.0,0.0,60.526,3.0,3.0,0
0,25.0,5,38.462,30.769,5.604,-382.853,-2592.473,2.0,0.0,73.077,3.0,3.0,0
0,15.0,6,38.182,14.545,51.342,13.383,1944.554,60.0,0.0,50.0,1.0,2.0,0
0,0.0,6,0.0,71.429,6.25,-318.947,-882.353,0.01,0.0,28.571,3.0,3.0,0
0,15.0,1,22.222,44.444,18.26,4.0,-4466.667,1.0,0.1,33.333,3.0,4.0,0
0,5.0,3,58.333,8.333,25.889,57.783,3138.71,10.0,5.0,42.0,3.0,7.0,0
0,11.0,6,28.571,28.571,19.557,42.986,1968.421,0.2,0.01,28.571,3.0,8.0,0
0,5.0,3,54.286,14.286,41.165,0.135,72.47,20.0,0.0,65.714,1.0,1.0,1
0,5.0,6,41.667,33.333,74.546,23.831,2105.882,20.0,0.0,25.0,3.0,2.0,0
0,10.0,1,51.579,28.947,7.656,-103.998,-1719.151,0.01,0.05,22.632,3.0,4.0,0
0,18.0,6,46.429,28.571,68.515,26.312,147600.0,10.0,1.0,53.571,3.0,4.0,0
1,20.0,3,0.0,75.0,6.254,-317.895,-882.353,5.0,0.0,37.5,3.0,3.0,0
0,21.0,4,61.905,16.667,56.395,37.272,28816.667,70.0,30.0,52.381,3.0,3.0,0
0,4.0,4,43.333,20.0,41.165,0.135,72.47,0.2,0.0,66.667,3.0,3.0,0
0,15.0,4,14.679,27.523,9.352,-36.983,-433.96,0.1,0.0,36.697,3.0,2.0,0
0,0.0,10,27.778,55.556,29.668,16.125,251.163,27.83,0.0,27.778,1.0,2.0,0
0,8.0,5,52.273,13.636,20.425,-105.863,-345.219,2.0,0.01,37.5,1.0,5.0,0
0,20.0,5,57.812,18.75,17.249,-194.938,-136.865,5.0,0.01,0.0,3.0,6.0,0
0,10.0,4,35.484,38.71,57.172,34.24,6531.818,30.0,10.0,55.0,1.0,5.0,1
0,21.0,1,30.0,43.75,0.473,-1739.26,-9456.552,8.0,0.0,50.0,3.0,7.0,1
0,20.0,5,33.333,13.333,81.173,1.327,177.273,30.0,1.0,73.0,1.0,4.0,0
0,8.0,7,30.769,30.769,83.23,10.345,887.5,2.0,0.0,23.0,1.0,2.0,0
0,5.0,4,47.619,14.286,37.795,-21.879,-740.698,2.0,0.0,66.0,1.0,2.0,1
0,10.0,1,11.594,53.623,12.451,-81.528,-588.781,10.0,1.0,47.0,3.0,7.0,1
0,3.0,6,20.0,40.0,18.366,6.784,-35.714,60.0,15.0,40.0,2.0,4.0,0
0,10.0,1,17.308,40.385,3.132,-481.828,-36650.0,40.0,0.0,30.0,3.0,5.0,0
0,12.0,1,29.707,46.862,21.505,-30.295,-180.988,43.0,0.0,19.665,3.0,3.0,0
0,20.0,4,64.062,9.375,60.553,20.682,2396.098,2.0,0.0,47.656,1.0,2.0,0
0,1.0,5,62.295,9.836,38.561,9.671,147600.0,10.0,0.1,90.164,3.0,3.0,0
0,17.0,6,57.895,15.789,86.073,5.158,281.416,3.0,0.0,57.895,3.0,6.0,0
0,26.0,5,40.244,24.39,15.004,-240.322,-1487.681,2.0,0.1,57.317,3.0,6.0,1
0,8.0,5,35.385,44.615,18.785,-13.941,-2692.593,3.0,0.0,78.462,3.0,6.0,0
0,10.0,1,50.0,50.0,101.538,10.909,900.0,6.0,0.0,33.333,3.0,3.0,0
0,11.0,7,33.333,44.444,12.621,2.928,1750.0,0.2,0.01,51.0,3.0,2.0,0
0,7.0,6,21.429,64.286,58.603,11.064,484.848,20.0,0.0,15.0,1.0,2.0,0
0,5.0,6,72.222,16.667,22.961,-99.008,-2951.515,0.01,0.01,80.0,1.0,3.0,0
0,4.0,3,69.014,8.451,37.572,-15.26,-132.891,0.2,0.0,34.0,3.0,3.0,0
1,13.0,4,13.043,17.391,116.373,-10.65,-8280.0,90.0,0.0,33.0,3.0,7.0,0
0,15.0,9,16.667,66.667,30.048,-233.6,-1795.652,0.2,0.0,49.0,3.0,5.0,0
0,0.0,10,6.78,55.932,1.439,-1739.26,-36650.0,0.3,0.0,64.0,3.0,2.0,0
0,5.0,6,38.889,11.111,24.743,-25.631,-794.286,20.0,5.0,80.0,1.0,3.0,0
0,0.0,10,11.628,53.488,0.444,-1739.26,-18457.143,0.3,0.0,70.0,3.0,1.0,0
0,7.0,6,31.818,50.0,77.107,10.578,508.108,20.0,0.0,18.0,1.0,3.0,0
1,27.0,5,19.697,39.394,0.0,-1739.26,-9937.5,0.01,0.0,35.5,3.0,1.0,0
0,25.0,5,42.857,38.095,23.645,-212.912,-2751.724,2.0,0.0,42.0,3.0,3.0,1
0,10.0,3,46.212,23.485,29.595,28.478,1429.266,0.01,0.05,46.0,3.0,4.0,0
0,3.0,4,58.904,9.589,47.82,-18.154,-264.491,0.01,0.0,48.0,1.0,7.0,1
0,10.0,1,64.0,16.0,37.271,11.925,8021.429,10.0,0.0,40.0,3.0,4.0,0
0,4.0,3,56.716,8.955,40.158,-59.294,-370.023,0.2,0.0,35.0,3.0,3.0,1
0,6.0,6,55.66,14.151,88.797,-39.049,-1009.542,11.0,0.0,34.0,1.0,5.0,0
0,10.0,3,21.348,55.056,33.292,31.763,1137.213,0.01,0.5,43.0,3.0,4.0,0
0,0.0,1,0.0,66.667,0.734,-1739.26,-25000.0,0.0,0.0,22.0,3.0,7.0,0
0,10.0,6,60.0,10.0,61.115,10.099,736.021,5.0,0.01,20.0,3.0,7.0,0
0,20.0,6,71.014,4.831,57.072,23.534,2989.095,1.0,0.0,51.691,3.0,1.0,0
0,0.0,5,55.152,19.394,41.045,16.325,1641.573,1.0,0.0,50.0,3.0,7.0,0
0,12.0,6,39.85,10.526,94.193,4.266,147600.0,10.0,0.2,64.662,1.0,3.0,1
0,15.0,6,42.412,13.23,77.769,9.376,-50.985,20.0,1.0,60.0,3.0,5.0,1
0,0.0,1,14.286,28.571,0.0,-1739.26,-11600.0,0.0,0.0,14.0,3.0,3.0,1
0,15.0,7,42.857,14.286,35.806,12.838,343.636,0.1,0.1,14.286,3.0,4.0,0
0,15.0,7,64.159,10.619,33.867,21.089,1130.227,5.0,0.01,14.602,3.0,3.0,1
0,23.0,6,14.286,20.0,113.785,7.52,882.031,1.0,0.0,65.347,3.0,2.0,1
0,16.0,5,73.596,11.236,40.091,32.452,29725.0,30.0,0.0,47.753,1.0,2.0,0
0,20.0,6,56.923,13.077,124.596,4.323,578.277,0.5,0.0,25.385,3.0,4.0,0
0,16.0,6,46.032,18.519,53.503,1.231,201.89,4.0,0.01,63.492,3.0,2.0,1
0,5.0,5,40.0,13.469,30.494,5.204,28933.333,3.0,0.01,31.429,3.0,7.0,0
0,10.0,5,63.768,14.493,103.214,2.34,263.333,1.0,0.0,73.913,1.0,6.0,0
0,10.0,7,72.5,17.5,35.652,-2.667,3018.154,30.0,50.0,76.5,2.0,1.0,1
0,12.0,7,30.769,30.769,226.486,3.276,1037.037,3.0,0.01,23.077,3.0,8.0,0
0,22.0,6,47.556,20.0,106.737,6.915,530.263,10.0,0.1,74.667,1.0,5.0,0
0,21.0,5,59.227,2.146,33.867,21.089,1130.179,20.0,2.0,86.266,3.0,5.0,0
0,12.0,6,55.072,11.594,107.635,0.943,113.487,0.1,0.0,24.638,3.0,8.0,0
0,15.0,6,12.5,32.5,136.572,17.858,2078.618,35.0,10.0,80.0,1.0,5.0,0
0,8.0,5,62.903,9.355,37.537,11.541,2218.619,3.0,0.01,82.258,3.0,5.0,0
0,24.0,10,31.915,27.66,145.029,1.001,188.614,10.0,10.0,72.34,3.0,7.0,0
0,20.0,4,63.462,13.462,21.996,-24.3,-244.183,1.0,0.1,62.308,3.0,5.0,0
0,18.0,6,53.571,8.333,79.165,2.13,277.598,5.0,0.0,36.0,3.0,3.0,0
0,10.0,6,55.429,8.571,56.054,0.453,281.721,1.0,0.01,22.286,3.0,7.0,1
0,16.0,6,62.78,2.691,86.023,9.311,771.498,5.0,0.0,20.0,1.0,1.0,0
0,16.0,6,50.226,4.525,84.719,6.079,990.921,5.0,0.0,21.0,1.0,1.0,0
0,3.0,6,48.936,21.277,82.469,-36.07,-427.34,1.0,0.0,25.0,1.0,1.0,0
0,10.0,6,67.143,7.143,76.983,-6.851,-197.119,3.0,0.1,20.0,3.0,4.0,0
0,7.0,5,68.75,10.938,35.453,-93.7,-211.308,10.0,0.0,66.0,1.0,1.0,0
0,10.0,6,65.278,6.944,70.621,-11.642,-47.486,3.0,0.1,36.0,3.0,4.0,0
0,0.0,6,6.25,4.688,120.286,10.32,1133.918,0.5,0.0,35.0,1.0,3.0,0
0,7.0,5,35.714,5.952,56.298,-19.987,-105.587,3.0,0.0,42.0,1.0,1.0,1
0,7.0,5,72.308,6.154,45.447,-66.704,-288.696,10.0,0.0,45.0,1.0,1.0,0
0,10.0,6,40.0,24.286,61.722,0.673,66.204,3.0,0.1,22.0,3.0,4.0,1
0,25.0,5,58.75,18.75,16.751,13.165,18240.0,3.0,0.1,53.75,3.0,6.0,0
0,16.0,6,61.468,2.752,109.46,-9.846,255.02,5.0,0.0,20.0,1.0,1.0,0
0,5.0,5,49.153,16.949,29.708,5.135,147600.0,3.0,0.0,35.0,3.0,2.0,0
0,20.0,5,53.093,17.526,71.338,0.558,105.652,5.0,0.1,35.0,3.0,3.0,0
0,16.0,6,20.0,32.941,62.713,2.028,162.371,5.0,0.0,35.0,3.0,3.0,0
0,3.0,6,51.02,20.408,142.286,3.009,221.462,1.0,0.0,25.0,1.0,1.0,0
0,5.0,5,67.5,11.5,37.909,6.825,147600.0,3.0,0.0,35.0,3.0,2.0,0
1,12.0,1,20.574,25.359,28.757,-3.122,-638.338,43.0,0.0,50.0,3.0,7.0,1
0,20.0,5,48.0,19.429,79.382,0.535,114.151,5.0,0.1,35.0,3.0,3.0,0
0,8.0,6,42.857,6.122,108.216,7.453,1980.519,10.0,0.01,40.0,3.0,4.0,0
0,15.0,5,33.636,58.182,60.812,21.447,1869.384,50.0,1.0,64.0,3.0,7.0,0
0,0.0,7,60.976,3.659,69.524,-94.601,-318.132,30.0,0.0,56.098,3.0,7.0,1
0,23.0,6,26.316,4.605,109.707,1.795,613.229,5.0,0.0,45.0,1.0,5.0,0
0,15.0,6,52.083,12.5,157.882,5.365,753.488,2.0,0.0,22.917,3.0,7.0,0
0,16.0,6,59.783,16.304,101.33,4.434,342.611,7.0,0.0,22.826,3.0,3.0,0
0,5.0,5,54.878,15.854,69.527,-94.601,-318.132,3.0,0.01,14.634,1.0,3.0,0
0,20.0,6,23.171,46.341,71.92,-45.347,-173.38,38.0,0.0,71.0,1.0,3.0,0
0,0.0,5,33.333,22.222,39.4,24.953,21832.258,11.15,10.0,77.778,3.0,7.0,0
0,21.0,5,30.496,21.277,64.576,6.826,423.82,15.0,0.1,78.723,3.0,5.0,0
0,24.0,6,6.944,6.25,124.598,4.323,578.277,4.0,0.0,77.083,3.0,6.0,0
0,10.0,6,60.082,15.226,21.546,-24.3,-244.183,3.0,0.1,16.049,3.0,7.0,0
0,20.0,10,45.455,27.273,14.471,-144.093,-1872.277,1.0,0.0,54.545,3.0,3.0,0
0,30.0,6,30.0,30.0,198.182,-2.294,-36650.0,5.0,0.0,30.0,1.0,8.0,0
0,20.0,6,56.954,7.947,104.973,3.53,530.263,0.5,0.0,22.517,3.0,7.0,0
0,15.0,6,48.188,25.725,37.537,11.541,2218.619,0.5,0.01,19.928,3.0,7.0,0
0,25.0,1,44.118,26.471,7.121,-1005.143,-6414.545,5.0,0.0,29.412,3.0,3.0,0
0,22.0,6,16.667,16.667,53.703,4.381,211.429,1.0,0.0,70.0,1.0,4.0,0
0,10.0,6,21.053,57.895,63.004,2.082,52.885,2.0,0.0,19.0,3.0,2.0,0
0,11.0,10,50.0,0.0,34.943,2.304,138.318,100.0,0.0,50.0,1.0,8.0,0
0,15.0,6,9.091,18.182,62.076,4.236,221.472,1.0,0.0,70.0,1.0,4.0,0
0,15.0,5,32.258,6.452,88.968,28.292,147600.0,0.1,1.0,38.71,3.0,7.0,0
0,10.0,6,37.5,25.0,67.322,4.686,303.846,1.0,0.01,37.5,3.0,8.0,0
0,16.0,10,63.462,13.462,106.716,2.427,137.313,30.0,1.0,58.0,1.0,2.0,0
0,10.0,10,14.925,37.313,70.658,0.311,113.462,5.0,0.1,46.269,3.0,2.0,1
0,5.0,6,50.0,10.0,70.926,1.508,158.228,1.0,0.0,30.0,3.0,8.0,0
0,1.0,6,58.788,7.879,27.442,-17.829,-36.641,15.0,1.0,39.0,1.0,5.0,0
0,14.0,5,61.951,14.146,61.838,17.808,3945.714,80.0,30.0,28.0,3.0,7.0,1
0,1.0,6,59.884,9.302,29.093,0.967,53.957,15.0,1.0,39.0,1.0,2.0,0
0,1.0,6,50.575,8.621,27.379,1.497,44.626,15.0,1.0,34.0,1.0,2.0,0
0,14.0,5,32.039,31.068,56.284,18.968,3958.919,8.0,0.3,68.0,3.0,7.0,0
0,16.0,6,40.789,9.868,30.947,-42.917,53.745,3.0,0.01,51.974,3.0,2.0,0
0,30.0,5,38.71,19.355,108.744,3.064,362.366,10.0,0.1,67.742,3.0,2.0,0
0,16.0,6,53.226,16.129,145.856,17.184,39347.059,5.0,0.0,17.742,3.0,7.0,0
0,15.0,5,40.0,26.667,34.073,5.635,2070.992,6.0,5.0,41.667,3.0,3.0,0
0,20.0,5,48.387,19.355,108.73,3.064,362.366,1.0,0.1,16.129,3.0,8.0,0
0,1.0,1,33.548,16.129,30.947,-42.917,53.745,15.0,1.0,40.645,1.0,4.0,0
0,7.0,5,57.647,12.941,102.658,1.369,160.494,20.0,1.0,20.0,3.0,7.0,0
0,20.0,6,52.97,11.881,51.697,1.986,497.733,5.0,0.1,35.0,3.0,3.0,0
0,6.0,6,21.622,13.514,76.935,3.347,152.496,5.0,0.01,70.6,1.0,3.0,0
0,10.0,4,55.556,22.222,96.765,6.877,64.0,5.0,0.01,55.0,3.0,4.0,0
0,10.0,4,40.816,39.796,72.509,22.986,26075.0,5.0,1.0,28.0,2.0,7.0,1
0,15.0,6,51.111,13.333,188.813,10.226,2976.744,20.0,0.0,20.0,3.0,3.0,0
0,6.0,5,50.602,28.313,89.661,-17.454,-307.753,5.0,0.1,26.506,3.0,3.0,0
0,15.0,6,14.286,28.571,132.994,2.618,380.723,5.0,0.0,42.857,3.0,8.0,0
0,6.0,5,46.296,19.841,29.678,-56.159,-1523.799,10.0,0.5,47.619,1.0,4.0,0
0,17.0,7,62.806,10.69,64.812,19.721,1031.14,5.0,0.4,82.851,3.0,5.0,0
0,21.0,6,55.102,13.061,52.282,9.335,426.59,5.0,1.0,20.408,3.0,7.0,0
0,5.0,5,51.351,10.811,198.866,5.251,1037.5,5.0,0.01,27.027,3.0,8.0,0
0,15.0,5,62.579,8.176,45.597,23.407,2664.696,60.0,20.0,16.352,3.0,7.0,0
0,8.0,3,45.312,26.562,0.229,-1739.26,-6476.768,5.0,0.3,78.125,3.0,2.0,0
0,20.0,5,54.255,15.957,65.643,1.945,179.643,15.0,0.4,63.83,3.0,6.0,1
0,5.0,6,50.0,25.0,346.734,3.333,740.0,10.0,0.0,50.0,1.0,2.0,0
0,20.0,6,14.286,57.143,60.277,-41.639,-4166.667,3.0,0.0,42.857,3.0,7.0,0
0,20.0,6,46.154,15.385,132.994,2.618,380.723,0.1,0.0,76.923,1.0,5.0,0
0,30.0,6,77.419,9.677,66.98,5.036,140.541,50.0,0.0,16.129,1.0,1.0,0
0,12.0,5,31.111,14.444,113.803,2.276,246.386,10.0,1.0,36.0,3.0,2.0,0
0,10.0,6,66.667,13.333,157.147,4.008,-39.683,0.5,0.0,45.0,1.0,1.0,0
0,4.0,6,36.486,25.676,76.678,2.342,166.379,1.0,0.01,47.3,1.0,3.0,0
0,18.0,4,53.75,25.0,17.928,-254.158,-16293.75,5.0,0.1,25.0,3.0,1.0,1
0,16.0,9,44.444,20.635,7.333,-154.888,-1509.639,5.0,0.3,48.0,3.0,3.0,0
0,0.0,6,40.278,27.778,137.763,-3.605,-219.595,5.0,1.0,65.0,1.0,4.0,0
0,6.0,5,38.15,31.503,33.026,-68.987,-673.816,10.0,5.0,35.0,1.0,2.0,0
1,20.0,6,23.077,38.462,26.635,-447.442,-1625.806,5.0,0.1,60.0,3.0,4.0,1
0,7.0,5,56.667,12.222,119.286,1.857,352.113,20.0,1.0,20.0,3.0,2.0,0
0,6.0,5,64.407,18.644,98.039,3.13,281.034,5.0,0.1,23.0,3.0,2.0,0
0,15.0,6,38.333,28.333,44.269,24.591,456.061,10.0,5.0,60.0,3.0,3.0,0
0,0.0,6,43.503,15.819,138.931,5.374,1214.719,5.0,1.0,30.0,3.0,4.0,0
0,0.0,6,43.243,27.027,160.3,11.209,1776.015,5.0,1.0,39.0,1.0,4.0,0
0,6.0,5,44.101,28.371,37.604,-33.73,-442.379,10.0,0.5,40.0,1.0,2.0,0
0,6.0,5,38.255,24.832,77.966,0.743,36.929,5.0,0.01,31.0,3.0,3.0,0
0,0.0,6,52.941,2.941,57.561,3.615,151.064,2.0,0.0,40.0,3.0,2.0,0
0,20.0,6,52.736,11.94,48.828,1.548,793.241,5.0,0.1,35.0,3.0,3.0,0
0,0.0,6,40.909,18.182,60.722,-13.852,-421.106,1.0,0.01,45.0,3.0,2.0,0
0,9.0,1,26.316,52.632,3.188,-764.625,-36650.0,10.0,2.0,11.0,3.0,4.0,1
0,10.0,6,64.706,17.647,117.93,2.004,-76.471,30.0,3.0,22.0,3.0,1.0,0
0,10.0,6,60.87,4.348,51.601,10.005,396.939,1.0,0.1,54.348,3.0,5.0,0
0,15.0,6,70.0,11.429,55.673,14.404,3803.175,20.0,5.0,30.0,1.0,5.0,0
0,2.0,9,21.053,68.421,4.372,-465.419,-12537.5,0.01,0.0,37.0,3.0,4.0,1
