엔젤투자자 혹은 액셀러레이터 투자 경험여부,창업 당시 창업자 실무경험 년수(년),창업 직전 근무지,부서별_인력구성(생산),부서별_인력구성(RnD),총자산회전율,순이익률,이자보상배율,주력제품 국내 시장점유율(퍼센트),주력제품 해외 시장점유율(퍼센트),학력별 인력구성비(대졸),창업 당시 목표시장,해외수출 및 진출과정 애로사항,벤처캐피털(투자조합포함) 투자 경험여부
0,20.0,6,60.417,8.333,109.131,7.543,527.074,10.0,0.0,23.0,3.0,4.0,0
0,18.0,6,55.172,13.793,114.147,0.954,145.567,20.0,0.5,37.0,3.0,3.0,0
0,20.0,6,59.471,12.335,76.035,9.0,447.937,15.0,0.0,49.339,1.0,7.0,0
0,5.0,6,85.714,2.041,163.683,1.551,201.481,25.0,0.0,12.0,1.0,2.0,0
0,13.0,6,44.444,33.333,88.574,0.867,148.425,0.0,10.0,45.0,3.0,2.0,0
0,0.0,10,41.667,20.833,41.117,38.933,1715.353,1.0,0.0,100.0,1.0,3.0,0
0,22.0,6,30.476,0.952,178.322,1.633,257.418,3.0,0.0,50.0,3.0,2.0,0
0,25.0,5,69.395,7.829,191.248,1.762,257.493,1.0,0.01,17.0,3.0,2.0,0
0,5.0,5,85.632,4.023,159.96,-3.184,-17.895,0.01,0.0,20.0,3.0,4.0,0
0,15.0,6,75.385,10.769,67.124,0.418,124.783,20.0,0.1,16.923,3.0,3.0,0
0,10.0,6,75.51,4.082,75.194,4.455,256.436,2.0,0.0,40.0,3.0,3.0,0
0,15.0,7,65.789,14.737,82.814,5.083,437.291,60.0,30.0,58.947,3.0,6.0,0
0,5.0,7,34.483,17.241,124.393,13.123,14045.455,1.0,10.0,31.034,2.0,3.0,0
0,25.0,10,65.909,4.545,92.863,-4.68,365.517,30.0,0.0,11.364,1.0,1.0,0
0,14.0,5,45.395,26.974,86.608,10.623,4687.603,10.0,2.0,40.0,3.0,3.0,1
0,10.0,6,69.412,5.882,124.771,3.776,352.941,3.0,1.0,5.0,1.0,6.0,0
0,20.0,10,66.667,0.0,155.798,1.816,240.909,30.0,0.0,3.509,1.0,3.0,0
0,20.0,5,47.414,20.69,52.556,-10.745,-219.28,10.0,0.0,40.517,1.0,7.0,0
0,29.0,4,68.132,4.396,127.255,2.579,300.341,1.0,1.0,13.187,3.0,3.0,0
0,13.0,5,69.93,14.685,52.556,-10.745,-219.28,10.0,0.01,17.483,3.0,4.0,0
0,0.0,8,45.026,10.995,271.896,0.045,90.068,60.0,5.0,39.267,1.0,5.0,0
0,0.0,1,0.0,25.0,13.29,-47.866,-266.154,20.0,0.0,50.0,1.0,2.0,0
0,10.0,5,70.27,2.703,231.368,1.451,888.636,50.0,0.0,60.0,1.0,2.0,0
0,10.0,10,76.569,8.368,94.999,9.935,1430.618,5.0,0.01,20.0,3.0,3.0,0
0,10.0,5,26.667,66.667,47.685,5.595,742.857,5.0,0.01,73.0,3.0,3.0,0
0,14.0,6,80.556,0.0,171.748,0.608,39.535,2.0,0.0,11.0,1.0,1.0,0
0,10.0,6,45.763,6.78,182.276,1.423,268.947,5.0,0.0,40.0,1.0,1.0,0
0,27.0,7,54.286,7.143,41.072,-57.047,-289.345,0.5,0.02,41.0,3.0,2.0,0
0,7.0,5,24.444,13.333,58.446,-20.54,-161.56,10.0,0.0,40.0,1.0,3.0,0
0,15.0,6,77.143,2.857,68.593,-5.265,-73.067,10.0,0.0,33.0,1.0,2.0,0
0,3.0,6,64.615,1.538,75.495,2.177,215.217,0.01,0.0,30.0,3.0,2.0,0
0,16.0,9,65.306,8.163,581.36,0.876,345.985,20.0,10.0,23.0,3.0,5.0,0
0,14.0,6,87.5,0.0,122.149,0.809,203.472,5.0,0.0,36.0,3.0,3.0,0
0,5.0,6,55.556,33.333,130.879,-2.204,-38.146,5.0,0.1,50.0,3.0,2.0,0
0,20.0,6,37.634,8.602,139.846,2.818,321.281,25.0,0.0,25.0,3.0,1.0,0
0,28.0,5,25.0,8.333,168.038,2.534,633.553,15.0,0.5,31.0,3.0,3.0,0
0,17.0,6,70.588,4.706,242.687,0.785,167.179,30.0,0.0,12.0,1.0,3.0,0
0,0.0,6,62.5,0.0,135.928,2.547,230.22,5.0,0.0,10.0,1.0,2.0,0
0,11.0,6,70.0,7.0,34.173,-6.67,1624.299,10.0,0.0,34.0,1.0,3.0,0
0,13.0,6,65.926,9.63,150.32,-1.71,-62.963,5.0,0.0,25.0,1.0,5.0,0
0,20.0,6,50.0,10.0,165.429,0.701,101.408,12.0,0.0,22.0,3.0,3.0,0
0,10.0,5,54.93,14.085,169.989,0.689,177.592,0.01,0.0,5.0,1.0,3.0,0
0,12.0,6,50.0,19.841,159.971,1.376,351.922,30.0,0.0,45.0,3.0,3.0,0
1,15.0,6,55.556,33.333,96.6,4.204,218.238,3.0,0.0,49.0,3.0,1.0,1
0,10.0,6,67.857,17.857,124.95,2.261,207.273,0.01,0.0,15.0,3.0,3.0,0
1,8.0,6,61.429,10.0,185.435,-1.461,17.241,2.0,0.0,60.0,1.0,1.0,0
0,4.0,5,5.948,30.112,114.751,9.194,1325.924,0.01,30.0,90.0,3.0,2.0,0
0,20.0,6,45.714,11.429,147.207,1.118,107.143,12.0,0.0,22.0,3.0,4.0,0
0,20.0,6,66.667,9.091,100.436,1.129,160.0,2.0,0.0,42.0,1.0,5.0,0
0,10.0,6,68.75,6.25,94.292,2.301,202.743,10.0,0.01,30.0,3.0,3.0,0
0,11.0,5,36.957,8.696,104.094,0.438,11.494,5.0,0.0,30.0,3.0,3.0,0
0,30.0,6,61.765,14.706,66.687,2.986,379.71,2.0,0.01,30.0,3.0,3.0,0
0,0.0,8,70.414,8.876,82.19,-0.819,68.121,10.0,0.01,33.7,3.0,1.0,1
0,5.0,6,66.667,11.111,148.889,0.42,166.884,0.1,0.0,40.0,3.0,5.0,0
0,12.0,6,75.0,6.944,110.634,-4.715,86.792,5.0,0.0,25.0,1.0,3.0,0
0,0.0,10,20.0,45.0,115.768,9.583,787.097,1.0,1.0,95.0,1.0,3.0,0
0,10.0,6,57.529,7.722,110.478,3.157,111.168,15.0,3.0,32.0,3.0,3.0,0
0,12.0,6,51.449,18.841,175.734,1.88,281.416,30.0,0.0,32.0,3.0,2.0,0
0,0.0,5,65.455,3.636,147.077,2.49,354.749,20.0,0.0,40.0,3.0,3.0,0
0,15.0,6,52.0,16.0,170.281,2.036,275.163,10.0,0.0,9.0,3.0,1.0,0
0,14.0,6,56.977,17.442,81.811,1.833,278.507,5.0,0.01,25.0,1.0,3.0,0
0,22.0,6,60.0,0.0,35.967,0.252,98.305,0.3,0.0,20.0,1.0,3.0,0
0,24.0,5,56.667,0.0,159.242,1.246,192.908,10.0,1.0,13.333,3.0,2.0,0
0,27.0,6,60.345,10.345,38.64,-24.516,-87.675,15.0,1.0,25.862,3.0,2.0,0
0,33.0,6,52.5,7.5,110.583,1.739,176.984,5.0,0.0,25.0,1.0,1.0,0
0,26.0,6,74.286,5.714,119.74,0.421,73.729,10.0,0.0,14.286,1.0,3.0,0
0,12.0,6,72.727,6.818,124.351,1.412,70.682,30.0,0.0,15.455,1.0,2.0,0
0,20.0,6,61.765,5.882,134.103,3.141,360.163,2.0,0.0,17.647,1.0,2.0,0
0,20.0,6,54.545,0.0,42.636,1.249,148.509,15.0,0.0,30.0,3.0,3.0,0
0,4.0,6,68.75,6.25,32.419,-17.156,-345.652,30.0,1.0,20.0,3.0,3.0,0
0,5.0,10,31.579,15.789,93.971,8.901,517.391,3.0,1.0,47.0,3.0,2.0,0
0,0.0,9,60.0,6.667,84.079,0.921,108.287,30.0,0.0,38.0,1.0,1.0,0
0,20.0,5,72.603,10.959,130.916,1.043,181.771,10.0,10.0,4.0,3.0,4.0,0
0,5.0,6,73.832,6.542,122.172,0.948,138.799,20.0,0.0,11.0,1.0,4.0,0
0,20.0,10,68.75,0.0,75.479,2.769,193.651,45.0,1.0,15.625,3.0,3.0,0
0,20.0,6,54.167,0.0,141.506,1.466,142.308,10.0,0.0,20.0,3.0,2.0,0
0,0.0,7,60.563,8.451,38.797,-33.991,-143.508,5.0,0.0,25.0,3.0,4.0,0
0,40.0,6,72.222,5.556,85.961,2.011,178.431,20.0,0.0,5.941,1.0,3.0,0
0,10.0,5,0.0,28.571,106.272,2.23,-36650.0,50.0,0.0,28.713,1.0,6.0,0
0,25.0,6,68.0,0.0,139.569,8.437,524.675,28.0,0.0,15.0,1.0,4.0,0
0,10.0,6,16.667,50.0,117.085,-11.347,-431.461,1.0,0.0,25.0,2.0,4.0,0
0,11.0,5,53.333,6.667,31.343,9.663,85.338,100.0,0.0,3.0,3.0,4.0,0
0,0.0,5,43.137,9.804,86.25,0.463,339.931,30.0,60.0,78.0,1.0,1.0,0
0,36.0,6,50.0,13.636,108.931,2.37,168.649,10.0,5.0,22.0,3.0,4.0,0
0,0.0,6,60.0,10.0,43.854,0.217,114.754,0.0,51.0,20.0,2.0,6.0,0
0,10.0,5,11.204,22.689,75.876,2.966,340.382,25.0,1.0,62.0,3.0,3.0,0
0,20.0,6,67.742,2.419,118.058,0.019,104.01,40.0,0.0,30.0,1.0,3.0,0
0,6.0,6,68.664,11.521,90.391,4.955,246.386,15.0,5.0,28.571,1.0,5.0,0
0,22.0,6,53.846,6.154,305.974,0.232,123.585,30.0,0.0,16.923,1.0,3.0,0
0,0.0,10,45.238,16.19,122.94,0.886,166.142,25.0,1.0,25.238,1.0,6.0,0
0,15.0,6,74.545,0.0,46.561,2.755,6.625,10.0,0.0,10.909,1.0,3.0,0
0,8.0,5,23.077,72.65,110.212,-5.384,-301.909,20.0,2.0,15.0,1.0,3.0,0
0,18.0,7,52.792,16.244,187.505,1.18,240.532,45.0,5.0,49.239,1.0,5.0,1
0,8.0,5,54.872,13.846,124.351,1.412,70.682,50.0,30.0,41.026,3.0,7.0,1
0,20.0,6,64.151,5.66,145.024,2.217,803.738,20.0,0.0,20.377,1.0,2.0,0
0,5.0,6,57.143,0.0,47.491,0.639,102.907,0.2,0.0,28.571,1.0,7.0,0
0,23.0,6,52.778,5.556,221.955,4.173,845.714,20.0,0.0,30.556,1.0,4.0,0
0,11.0,5,55.0,16.667,57.799,-8.643,-301.556,30.0,0.0,25.0,1.0,3.0,0
0,5.0,6,59.361,2.283,44.17,0.541,101.971,30.0,0.0,37.9,1.0,3.0,0
0,14.0,5,71.429,6.667,153.892,0.134,122.581,20.0,0.0,22.857,1.0,2.0,0
0,2.0,5,66.667,6.667,18.208,0.903,104.206,10.0,0.0,26.667,1.0,5.0,0
0,14.0,5,50.407,32.52,71.189,-3.055,-1629.032,10.0,2.0,32.52,3.0,5.0,0
0,11.0,6,67.143,7.143,144.778,0.212,124.88,10.0,0.1,21.429,3.0,3.0,0
0,39.0,5,0.0,17.647,103.414,1.832,161.641,17.77,5.0,94.118,3.0,4.0,0
0,0.0,7,58.14,0.0,46.561,2.755,6.625,10.0,0.0,34.884,1.0,1.0,0
0,0.0,5,50.0,0.0,153.892,0.134,122.581,20.0,0.0,45.0,1.0,4.0,0
0,10.0,7,50.0,0.0,155.72,1.513,431.683,26.6,5.0,36.364,1.0,5.0,0
0,0.0,6,77.778,8.889,94.629,2.719,249.701,30.0,0.0,13.333,1.0,3.0,0
0,21.0,6,42.857,14.286,70.463,1.295,67.368,1.0,0.0,52.381,3.0,3.0,0
0,7.0,5,57.377,8.197,152.872,10.622,910.698,10.0,0.01,24.59,1.0,2.0,0
0,14.0,6,50.0,13.636,144.778,0.212,124.88,40.0,2.0,50.0,3.0,7.0,0
0,3.0,6,82.5,5.0,66.889,1.613,224.343,1.0,0.0,20.0,3.0,3.0,0
0,25.0,6,68.182,0.0,133.579,1.748,331.98,30.0,0.0,9.091,1.0,5.0,0
0,11.0,7,33.333,0.0,95.387,-5.0,-620.0,0.1,0.1,22.222,1.0,5.0,0
0,10.0,6,52.5,10.0,90.393,4.956,246.386,20.0,1.0,17.5,3.0,2.0,0
0,10.0,6,70.0,1.818,99.303,1.516,158.494,0.0,10.0,22.727,3.0,4.0,0
0,13.0,5,56.098,25.61,42.971,-11.761,-260.284,10.0,0.01,40.0,3.0,8.0,0
0,15.0,4,56.944,6.944,161.423,1.578,199.526,6.0,0.03,10.0,1.0,4.0,0
0,13.0,6,63.768,5.797,182.751,1.501,213.0,30.0,0.0,31.0,1.0,1.0,0
0,23.0,6,79.07,0.0,156.893,2.341,296.178,20.0,0.0,11.0,1.0,3.0,0
0,13.0,5,55.263,15.789,42.808,-58.816,-1187.77,10.0,0.01,40.0,3.0,8.0,0
0,10.0,5,30.0,50.0,59.356,4.997,7100.0,5.0,0.01,70.0,3.0,3.0,0
0,0.0,10,22.222,27.778,127.642,9.023,817.391,1.0,0.0,100.0,1.0,3.0,0
0,23.0,6,78.571,0.0,179.7,3.516,489.437,20.0,0.0,11.0,1.0,4.0,0
0,20.0,6,68.182,13.636,693.535,1.471,1013.889,20.0,30.0,30.0,1.0,2.0,0
0,10.0,6,70.0,6.667,178.587,1.814,321.477,5.0,0.0,18.0,1.0,4.0,0
0,10.0,5,10.989,2.747,329.989,2.033,1326.667,70.0,0.0,70.0,1.0,2.0,0
0,15.0,6,62.0,8.0,166.943,1.98,105.607,20.0,0.0,20.0,1.0,2.0,0
0,12.0,6,64.0,6.667,95.164,2.149,206.771,5.0,0.0,29.0,1.0,4.0,0
0,10.0,6,62.963,11.111,108.827,2.473,182.09,0.01,0.0,17.0,3.0,3.0,0
0,2.0,8,65.424,3.39,112.846,0.411,165.146,10.0,0.1,31.2,3.0,5.0,0
0,3.0,6,87.755,0.0,90.208,4.148,424.731,0.01,0.0,6.0,3.0,1.0,0
0,14.0,6,75.862,6.897,210.186,4.667,546.414,3.0,0.0,91.0,3.0,4.0,0
0,20.0,6,77.273,2.273,97.622,2.263,183.465,7.0,0.0,25.0,1.0,1.0,0
0,28.0,5,61.905,7.143,152.966,2.365,364.246,25.0,0.5,28.0,3.0,4.0,0
0,0.0,5,79.592,0.0,251.117,0.206,171.277,20.0,0.0,12.0,3.0,4.0,0
0,13.0,6,65.957,5.319,177.602,3.534,1788.785,0.5,0.0,23.0,1.0,4.0,0
0,5.0,5,62.5,14.583,100.329,-7.648,-245.21,20.0,1.0,21.0,1.0,2.0,0
0,0.0,6,86.239,0.0,272.683,1.162,190.86,5.0,0.0,10.0,1.0,1.0,0
0,8.0,6,64.615,6.154,149.575,0.643,133.333,2.0,0.0,27.0,1.0,5.0,0
0,13.0,6,66.667,8.148,156.698,1.555,270.8,5.0,0.0,20.0,1.0,3.0,0
0,0.0,10,81.633,5.102,53.934,8.083,3900.0,10.0,0.0,10.0,1.0,3.0,0
0,9.0,6,42.857,35.714,122.748,20.058,661.538,0.2,0.0,60.0,1.0,1.0,0
0,10.0,6,71.014,2.899,120.27,0.893,118.005,10.0,0.0,10.0,3.0,7.0,0
0,4.0,6,68.966,17.241,81.023,-0.593,70.803,5.0,0.0,24.0,1.0,4.0,0
0,15.0,6,62.308,12.308,114.152,0.364,448.454,50.0,0.01,18.462,3.0,3.0,0
0,2.0,6,71.111,6.667,242.162,1.994,261.404,20.0,0.0,26.667,1.0,2.0,0
0,10.0,6,66.667,10.0,119.099,0.763,114.672,50.0,0.0,25.0,1.0,4.0,0
0,0.0,6,68.421,7.895,166.714,0.732,186.341,5.0,0.0,18.421,1.0,1.0,0
0,0.0,8,55.814,2.713,85.663,0.707,134.479,10.0,1.0,29.07,3.0,4.0,0
0,19.0,6,62.963,7.407,175.108,0.209,103.614,5.0,0.0,29.63,1.0,2.0,0
0,5.0,5,44.118,4.706,66.42,1.979,283.91,40.0,5.0,30.0,3.0,5.0,0
0,21.0,6,28.767,17.808,143.019,-18.458,-942.615,30.0,0.0,43.836,1.0,5.0,0
0,30.0,6,71.795,8.974,533.006,2.266,2862.069,30.0,0.01,17.949,1.0,3.0,0
0,22.0,5,82.162,5.676,72.506,4.598,541.628,24.0,10.0,10.0,1.0,2.0,0
0,15.0,6,61.224,4.082,101.908,2.23,-298.958,10.0,0.0,15.0,1.0,4.0,0
0,11.0,7,68.852,6.557,64.055,1.859,133.48,3.0,0.01,35.0,3.0,4.0,0
0,5.0,5,42.953,6.711,68.247,4.51,258.588,40.0,5.0,30.0,3.0,5.0,0
0,10.0,6,64.789,7.042,74.691,-5.838,-102.982,10.0,0.0,39.0,1.0,2.0,0
0,9.0,6,52.5,10.0,166.807,0.922,191.971,15.0,0.5,39.0,1.0,1.0,0
0,12.0,6,36.29,20.161,179.834,0.703,277.465,30.0,0.0,35.0,1.0,1.0,0
0,20.0,6,71.739,9.783,106.391,3.062,245.679,35.0,0.0,20.0,3.0,1.0,0
0,14.0,6,78.571,13.095,118.26,4.862,376.817,5.0,0.0,18.0,1.0,5.0,0
0,8.0,6,66.154,4.615,116.267,0.95,126.005,2.0,0.0,27.0,1.0,6.0,0
0,11.0,7,65.574,6.557,73.073,1.622,139.726,3.0,0.01,35.0,3.0,4.0,0
0,8.0,6,86.667,3.333,94.136,1.134,110.196,10.0,0.0,10.0,3.0,4.0,0
0,0.0,10,68.182,11.364,69.173,1.518,113.573,10.0,0.2,30.0,1.0,2.0,0
0,6.0,6,85.606,1.894,218.959,0.347,115.177,20.0,0.0,10.0,1.0,8.0,0
0,8.0,6,82.609,5.797,98.482,1.854,177.714,10.0,0.01,10.0,3.0,3.0,0
0,0.0,6,63.768,7.246,57.235,-19.577,-439.425,10.0,0.0,41.0,1.0,1.0,0
0,21.0,6,76.471,0.0,121.847,1.119,104.858,48.0,3.0,49.361,3.0,5.0,0
0,6.0,6,62.5,6.25,57.338,1.679,72.53,2.0,0.0,31.25,1.0,3.0,0
0,14.0,5,76.0,0.0,142.661,-4.424,-278.243,5.0,0.0,22.0,1.0,5.0,0
0,0.0,3,75.439,7.018,194.965,2.669,186.919,20.0,0.0,17.544,1.0,3.0,0
0,15.0,6,56.0,12.0,150.627,0.471,177.273,20.0,0.0,24.0,1.0,4.0,0
0,4.0,7,51.351,8.108,114.042,0.379,136.294,10.0,0.0,37.838,1.0,5.0,0
0,20.0,6,66.667,4.762,68.785,0.894,107.0,10.0,0.0,14.286,1.0,4.0,0
0,15.0,5,38.028,18.31,86.448,0.119,145.611,60.0,0.0,43.662,1.0,7.0,0
0,13.0,6,44.643,10.714,107.115,1.539,173.81,70.0,10.0,50.0,1.0,2.0,0
0,20.0,6,63.333,10.0,115.526,7.966,561.667,50.0,10.0,17.0,1.0,2.0,0
0,5.0,6,62.162,0.0,315.884,4.446,2733.333,65.0,0.0,59.0,3.0,8.0,0
0,20.0,6,50.769,7.692,93.467,5.533,862.667,30.0,0.0,17.0,3.0,2.0,0
0,10.0,6,66.129,6.452,376.995,0.397,165.152,10.0,0.0,17.0,3.0,3.0,0
0,5.0,6,11.111,33.333,134.593,0.384,131.184,5.0,0.1,40.0,3.0,4.0,0
0,14.0,6,66.667,0.0,91.494,2.359,240.659,5.0,0.0,30.0,3.0,5.0,0
0,15.0,6,50.0,8.333,163.177,2.43,204.737,20.0,0.0,10.0,3.0,2.0,0
0,14.0,6,57.143,0.0,173.433,1.669,213.75,5.0,0.0,30.0,3.0,5.0,0
0,13.0,6,71.429,8.163,140.842,6.424,655.224,10.0,0.1,30.0,3.0,3.0,0
0,14.0,6,66.292,11.236,111.225,7.625,727.907,5.0,0.0,18.0,1.0,4.0,0
0,27.0,7,70.968,9.677,40.014,-12.361,-118.613,0.5,0.02,29.0,3.0,4.0,0
0,5.0,6,71.304,2.609,53.095,1.136,134.256,30.0,0.0,20.0,1.0,2.0,0
0,12.0,5,38.889,27.778,76.759,4.165,310.399,5.0,20.0,40.0,3.0,5.0,0
0,15.0,6,53.846,7.692,154.201,3.366,209.645,20.0,0.0,10.0,3.0,2.0,0
0,2.0,8,64.789,3.521,133.018,1.015,145.261,10.0,0.1,31.2,3.0,8.0,0
0,12.0,6,68.354,3.797,98.959,-2.519,5.575,5.0,0.0,25.0,1.0,4.0,0
0,22.0,5,79.389,5.344,74.304,6.204,610.22,24.0,10.0,10.0,1.0,2.0,0
0,10.0,6,67.089,3.797,121.067,-3.035,-17.962,10.0,0.0,10.0,3.0,6.0,0
0,9.0,6,51.22,12.195,147.402,1.112,161.538,15.0,0.5,39.0,1.0,1.0,0
0,10.0,6,75.0,2.193,53.41,1.323,144.171,30.0,0.0,20.0,1.0,3.0,0
1,27.0,7,76.923,3.846,41.599,-8.524,-39.854,0.5,0.02,32.0,3.0,2.0,0
0,0.0,6,66.406,3.906,148.607,6.895,989.934,15.0,5.0,30.0,3.0,4.0,0
0,5.0,6,33.333,33.333,136.084,1.034,114.171,0.1,0.0,40.0,3.0,2.0,0
0,15.0,6,55.0,25.0,83.683,0.91,95.745,5.0,0.0,40.0,3.0,3.0,0
0,28.0,5,60.976,7.317,156.124,5.636,589.883,25.0,0.5,28.0,3.0,5.0,0
0,13.0,6,71.154,2.885,155.211,4.694,399.242,5.0,0.0,25.0,1.0,3.0,0
0,0.0,6,64.093,3.861,141.954,4.883,700.531,15.0,5.0,30.0,3.0,4.0,0
0,20.0,7,61.111,5.556,84.599,8.904,595.0,18.74,0.0,23.611,1.0,6.0,0
0,6.0,5,34.783,30.435,56.081,-13.813,-44.352,20.0,3.0,30.0,3.0,3.0,1
0,20.0,6,75.0,0.0,238.321,3.24,481.319,0.01,0.0,50.0,3.0,2.0,0
1,10.0,6,49.296,11.268,51.647,-1.678,51.294,12.0,8.0,84.0,3.0,1.0,0
0,6.0,6,60.0,20.0,111.943,0.912,160.0,1.0,0.0,80.0,1.0,2.0,0
0,5.0,5,70.0,5.0,100.44,13.633,6316.667,2.0,0.1,25.0,1.0,4.0,0
0,12.0,6,66.667,20.0,159.625,1.361,26.316,3.0,0.0,13.333,1.0,3.0,0
0,5.0,8,38.462,23.077,62.518,0.246,25.641,5.0,0.0,46.154,3.0,2.0,0
0,11.0,10,40.0,40.0,27.066,-42.316,-413.953,0.3,0.0,20.0,3.0,1.0,0
0,17.0,6,62.069,13.793,25.939,0.869,77.778,0.01,0.0,31.0,1.0,7.0,0
0,7.0,5,84.513,4.425,85.339,-13.433,-585.059,20.0,0.01,60.0,3.0,7.0,1
0,22.0,6,25.0,12.5,144.934,5.258,474.254,12.0,0.01,35.0,3.0,3.0,0
0,3.0,6,88.889,3.704,57.851,2.061,131.726,10.0,1.0,88.0,3.0,5.0,0
0,20.0,5,0.0,23.077,12.583,-39.897,-241.333,3.0,0.0,90.0,1.0,4.0,1
0,25.0,5,68.75,9.375,72.771,5.488,273.262,5.0,5.0,16.0,1.0,3.0,0
0,23.0,8,20.0,0.0,687.986,3.184,-873.333,2.0,0.0,100.0,1.0,1.0,0
0,12.0,6,33.333,33.333,16.129,-51.111,-300.0,5.0,0.0,100.0,3.0,3.0,0
0,5.0,6,50.0,15.0,84.46,5.892,-1083.025,8.0,0.0,35.0,1.0,7.0,1
0,5.0,5,22.222,22.222,160.186,10.955,1440.0,10.0,0.0,22.222,3.0,7.0,0
0,15.0,5,67.857,10.714,82.738,19.595,19643.37,10.0,0.2,13.929,3.0,5.0,0
0,5.0,5,57.5,7.5,100.314,13.829,1940.081,10.0,5.0,37.5,3.0,3.0,0
0,9.0,6,66.667,13.333,45.349,-23.527,-1165.854,5.0,0.6,53.333,3.0,3.0,0
0,2.0,5,30.0,10.0,58.992,-11.832,11.607,10.0,0.1,48.0,3.0,4.0,0
0,15.0,6,71.429,0.0,80.57,-5.108,120.238,10.0,0.0,14.286,1.0,3.0,0
0,0.0,6,44.444,22.222,51.675,6.846,97.959,20.0,0.0,22.222,1.0,1.0,0
0,7.0,5,28.986,8.696,44.341,0.809,107.034,8.0,0.0,47.826,1.0,7.0,0
0,5.0,5,56.757,0.0,74.503,1.893,175.962,10.0,0.0,40.541,1.0,4.0,0
0,20.0,5,53.846,12.308,82.892,-27.896,-1518.396,2.0,0.01,35.385,3.0,3.0,0
0,19.0,6,60.0,3.333,136.27,9.969,3709.091,0.05,0.0,20.0,1.0,2.0,0
0,15.0,5,78.723,5.319,130.145,17.692,2417.127,90.0,0.0,20.0,1.0,3.0,0
0,20.0,5,52.083,14.583,79.459,2.574,132.292,50.0,1.0,40.0,3.0,4.0,0
1,15.0,1,42.857,22.857,129.962,0.916,163.715,40.0,0.0,72.0,1.0,7.0,0
0,10.0,6,73.81,1.587,63.083,-3.353,26.5,5.0,0.0,20.0,3.0,5.0,0
0,15.0,6,68.75,10.417,86.65,16.603,1838.554,15.0,0.0,20.0,1.0,3.0,0
0,0.0,6,48.077,30.769,57.787,0.12,110.947,10.0,0.0,69.0,1.0,2.0,0
0,25.0,6,46.457,10.236,90.861,7.689,2608.173,54.0,22.9,44.0,3.0,2.0,0
0,12.0,6,51.351,0.0,55.167,2.332,153.232,3.0,1.0,85.0,1.0,3.0,0
0,25.0,6,50.289,7.514,59.103,6.208,281.967,54.0,21.0,40.0,3.0,4.0,0
0,2.0,10,51.765,0.0,121.438,-2.843,-41.394,6.0,0.01,27.0,2.0,3.0,0
0,15.0,1,0.0,9.615,101.516,2.507,254.911,40.0,0.0,72.0,1.0,7.0,0
0,17.0,6,32.143,17.857,51.21,4.809,231.2,0.01,0.0,46.0,1.0,4.0,0
0,17.0,6,39.286,14.286,92.133,0.05,115.789,0.01,0.0,46.0,1.0,4.0,0
0,8.0,6,62.941,5.294,51.816,-62.385,-1145.046,45.0,15.0,35.0,3.0,3.0,0
0,8.0,6,61.039,6.494,64.766,1.145,265.422,50.0,30.0,30.0,3.0,3.0,0
0,8.0,6,61.765,5.882,47.955,1.827,131.687,50.0,30.0,30.0,3.0,3.0,0
0,10.0,6,58.824,5.882,60.316,-37.331,204.069,15.0,0.0,17.647,1.0,3.0,0
0,23.0,6,0.0,20.0,139.462,-17.786,-1993.75,20.0,0.0,80.0,1.0,2.0,0
0,12.0,6,76.415,4.717,98.663,0.455,80.524,10.0,0.0,22.642,1.0,5.0,0
0,10.0,6,75.758,5.051,66.032,6.858,40.551,4.0,0.0,30.0,3.0,3.0,0
0,10.0,6,51.515,5.051,73.591,30.567,51.791,4.0,0.0,25.0,3.0,2.0,0
0,10.0,6,53.704,4.63,56.207,-27.211,-684.116,3.0,0.01,20.0,3.0,3.0,0
0,3.0,9,48.901,32.967,49.652,14.399,147600.0,0.01,0.01,35.0,3.0,2.0,0
0,3.0,9,39.535,27.907,48.591,14.2,147600.0,0.01,0.01,35.0,3.0,2.0,0
0,30.0,8,18.919,47.973,100.61,6.956,2401.493,10.0,0.1,58.0,3.0,3.0,1
0,0.0,6,14.286,42.857,54.778,-43.409,-2000.0,0.1,0.0,71.429,3.0,4.0,0
0,18.0,6,16.667,33.333,158.944,4.003,1350.0,21.34,0.0,0.0,1.0,2.0,0
0,30.0,8,18.421,48.026,118.79,6.915,2594.737,40.0,0.0,51.0,1.0,3.0,0
0,8.0,6,8.696,69.565,69.944,2.842,87.931,50.0,0.0,70.0,3.0,4.0,0
0,8.0,8,56.786,8.929,71.443,11.358,30366.667,30.0,0.1,39.286,3.0,1.0,0
0,20.0,6,18.182,48.485,87.174,11.128,3104.598,9.0,0.0,51.515,1.0,4.0,1
0,0.0,6,33.333,11.111,48.481,6.748,202.74,30.0,0.0,77.778,1.0,4.0,0
0,5.0,5,0.0,75.0,72.99,-35.683,-6660.0,0.01,0.0,75.0,3.0,5.0,0
0,18.0,6,30.0,40.0,14.452,-124.825,-4423.077,0.01,0.0,100.0,3.0,2.0,1
0,27.0,5,45.0,15.0,33.274,2.253,81.25,2.55,0.0,20.0,1.0,1.0,0
0,20.0,5,60.248,9.317,67.798,12.728,1313.152,20.0,0.01,70.186,1.0,2.0,0
0,5.0,6,67.939,9.16,109.913,6.144,476.842,1.0,0.0,22.0,1.0,5.0,0
0,22.0,6,75.0,10.0,36.15,-29.114,-812.652,5.0,1.0,12.0,3.0,4.0,0
