벤처확인 유형,엔젤투자자 혹은 액셀러레이터 투자 경험여부,창업 당시 창업자 최종학력,창업 직전 근무지,부서별_인력구성(생산),부서별_인력구성(RnD),총자산회전율,순이익률,ROE,주력제품 국내 시장점유율(퍼센트),학력별 인력구성비(대졸),창업 당시 목표시장,해외수출 및 진출과정 애로사항,벤처캐피털(투자조합포함) 투자 경험여부,연구개발관련전담부서보유여부
2,0,2,6,54.082,24.49,188.729,7.101,49.182,20.0,68.0,3.0,4.0,0,2.0
2,0,3,6,55.0,15.0,58.918,1.851,3.772,0.1,70.0,1.0,2.0,0,4.0
2,0,3,6,5.882,2.941,309.656,5.526,26.454,5.0,74.0,3.0,2.0,0,1.0
2,0,2,5,0.0,23.438,157.911,4.383,13.842,10.0,63.0,3.0,3.0,0,1.0
2,0,3,5,16.667,16.667,292.958,7.496,27.115,0.01,58.0,1.0,2.0,0,3.0
2,0,3,6,0.0,10.87,290.778,0.433,5.284,2.0,85.0,3.0,2.0,0,1.0
2,0,3,5,6.849,6.849,433.497,0.503,4.504,0.01,72.0,1.0,3.0,0,1.0
2,0,1,6,20.0,40.0,81.97,8.333,16.846,0.01,25.0,3.0,2.0,0,1.0
2,0,2,6,23.529,11.765,302.043,3.161,11.736,10.0,28.0,3.0,2.0,0,2.0
2,0,3,7,13.669,7.194,265.593,1.076,8.794,15.0,66.0,3.0,3.0,0,1.0
2,0,3,7,7.194,21.583,227.398,1.362,13.158,15.0,66.0,3.0,3.0,0,1.0
2,0,3,6,0.0,3.333,186.085,1.645,13.478,3.0,90.0,3.0,2.0,0,1.0
2,0,3,7,17.647,11.765,160.422,3.066,7.192,10.0,71.0,3.0,2.0,0,1.0
2,0,1,6,50.0,33.333,83.987,12.15,20.297,0.01,20.0,3.0,5.0,0,1.0
2,0,3,5,7.143,21.429,263.644,10.267,33.172,0.01,50.0,1.0,3.0,0,1.0
2,0,3,5,9.091,22.727,127.988,9.293,37.017,7.0,75.0,3.0,5.0,0,1.0
2,0,2,6,11.765,11.765,295.914,8.218,31.908,10.0,18.0,3.0,2.0,0,1.0
2,0,5,6,0.0,12.121,112.109,8.009,20.289,0.5,80.0,3.0,2.0,0,2.0
2,0,3,6,26.531,6.122,152.533,1.099,3.4,10.0,60.0,1.0,2.0,0,1.0
4,0,2,6,0.0,26.0,83.634,12.768,14.866,0.3,45.0,3.0,5.0,0,1.0
1,0,3,6,12.821,15.385,256.612,-41.184,69.845,0.5,5.0,3.0,1.0,0,3.0
2,0,3,7,0.0,5.263,331.461,3.457,25.729,30.0,63.0,1.0,8.0,0,1.0
2,0,3,3,4.167,58.333,230.723,7.999,42.93,0.1,58.0,1.0,5.0,0,1.0
2,0,3,6,5.479,6.849,362.66,-12.295,-83.469,0.01,72.0,1.0,3.0,0,2.0
2,0,5,6,6.897,12.069,129.734,-17.149,-56.755,0.5,80.0,3.0,1.0,0,1.0
2,0,3,6,56.25,18.75,171.429,9.112,34.355,0.1,35.0,1.0,6.0,0,1.0
2,0,4,5,24.138,20.69,117.009,3.329,12.957,5.0,80.0,3.0,1.0,0,3.0
2,0,2,6,7.143,2.857,1176.219,0.473,10.374,0.1,53.0,3.0,1.0,0,1.0
2,0,3,5,6.944,11.806,201.599,1.6,23.98,10.0,63.0,3.0,2.0,0,1.0
2,0,2,5,90.435,0.0,179.825,0.923,5.012,10.0,51.0,1.0,3.0,0,1.0
3,0,3,6,7.222,3.333,312.595,2.444,20.678,10.0,55.0,3.0,2.0,1,1.0
2,0,3,6,56.522,8.696,232.482,-8.423,-61.905,0.2,50.0,1.0,4.0,0,1.0
2,0,3,6,13.043,17.391,454.828,0.483,7.506,2.0,80.0,3.0,4.0,1,1.0
4,0,3,5,5.556,75.556,88.214,14.366,16.151,15.0,40.7,3.0,4.0,0,2.0
2,0,3,6,7.812,26.562,115.414,10.823,44.98,5.0,85.0,3.0,2.0,0,1.0
2,0,3,6,6.25,12.5,100.537,7.028,12.783,0.1,75.0,1.0,2.0,0,1.0
2,0,3,5,22.222,22.222,318.848,7.563,31.744,0.01,58.0,1.0,1.0,0,1.0
1,0,2,6,7.692,11.538,121.498,28.195,91.449,5.0,60.0,1.0,2.0,0,3.0
2,0,3,6,60.417,12.5,110.232,5.587,21.743,10.0,35.0,1.0,3.0,0,1.0
2,0,4,5,0.0,14.286,99.588,2.738,15.588,5.0,80.0,3.0,1.0,0,1.0
2,0,2,6,37.5,20.833,39.485,10.403,7.499,0.01,40.0,3.0,3.0,0,1.0
2,0,3,6,14.286,57.143,126.484,1.444,5.369,1.0,75.0,3.0,6.0,0,1.0
2,0,1,6,7.752,3.876,381.337,1.058,11.833,20.0,80.0,3.0,3.0,0,3.0
4,0,3,6,22.222,66.667,325.13,16.321,71.369,5.0,43.0,1.0,5.0,0,1.0
2,0,3,6,2.778,3.472,361.378,7.744,47.91,5.0,74.0,3.0,1.0,0,1.0
2,0,3,5,21.429,50.0,188.132,7.515,28.601,20.0,64.0,1.0,3.0,0,1.0
2,0,3,6,6.349,26.984,137.066,3.729,15.65,5.0,85.0,3.0,2.0,0,3.0
2,0,3,5,4.04,34.343,94.563,0.371,1.125,0.01,75.0,1.0,4.0,0,1.0
1,0,2,5,41.667,41.667,100.839,21.007,66.535,0.01,80.0,3.0,2.0,0,1.0
2,0,3,5,55.556,22.222,227.669,7.65,1112.5,0.2,40.0,1.0,5.0,0,1.0
1,0,2,6,25.0,18.75,191.916,15.757,168.333,5.0,60.0,1.0,2.0,0,1.0
2,0,3,6,60.0,13.333,136.238,5.132,10.898,1.0,68.0,1.0,3.0,0,2.0
2,0,3,6,45.455,18.182,207.504,8.561,40.797,3.0,45.0,1.0,1.0,0,4.0
2,0,3,5,77.66,2.128,209.993,6.274,19.179,3.0,65.0,1.0,2.0,0,1.0
2,0,2,5,37.5,25.0,226.755,2.512,20.188,5.0,60.0,3.0,3.0,0,1.0
2,0,5,6,6.25,10.938,117.333,4.683,14.249,0.5,80.0,3.0,1.0,0,1.0
2,0,3,6,50.0,33.333,62.349,5.806,7.627,0.1,50.0,1.0,5.0,0,1.0
2,0,4,6,0.0,10.0,133.345,0.802,2.523,0.2,78.0,3.0,2.0,0,1.0
2,0,3,6,0.0,21.739,94.367,3.253,6.628,5.0,68.0,3.0,5.0,0,1.0
1,0,1,6,17.949,12.821,70.23,3.458,3.611,0.02,70.0,3.0,1.0,0,1.0
3,0,3,6,8.475,11.864,182.805,1.488,5.771,0.03,81.0,3.0,2.0,0,1.0
1,0,3,3,0.0,8.333,139.34,0.998,1.694,1.0,22.0,1.0,1.0,0,1.0
1,0,4,6,66.667,16.667,169.149,9.906,61.765,0.5,40.0,1.0,3.0,0,1.0
2,0,3,6,7.143,0.0,109.206,3.017,11.027,0.01,83.0,3.0,3.0,0,1.0
2,0,2,1,49.758,8.213,122.951,-17.433,-32.439,5.0,72.0,3.0,2.0,0,1.0
2,0,3,6,55.738,6.557,202.65,6.835,30.403,0.1,34.0,1.0,4.0,0,1.0
2,0,5,6,6.897,17.241,140.304,2.933,19.558,3.0,69.0,3.0,1.0,0,1.0
2,0,3,7,1.739,51.739,311.066,0.588,5.481,30.0,53.0,1.0,7.0,0,1.0
2,0,3,9,4.494,3.371,194.725,4.972,16.93,20.0,29.0,1.0,4.0,0,1.0
2,0,2,6,6.897,6.897,155.609,2.831,11.082,10.0,76.0,3.0,4.0,0,1.0
2,0,2,6,28.571,42.857,267.323,12.666,409.524,0.01,70.0,1.0,3.0,0,1.0
2,0,3,6,13.793,31.034,70.582,-42.429,-178.549,10.0,50.0,3.0,5.0,0,1.0
3,0,3,6,0.0,20.0,84.381,0.415,0.433,3.0,82.0,3.0,1.0,1,2.0
3,0,1,5,0.0,35.714,15.26,15.929,3.223,2.0,60.0,1.0,3.0,0,4.0
2,0,5,6,0.0,10.417,95.895,-7.153,-14.188,2.0,80.0,1.0,1.0,0,1.0
4,0,2,6,6.25,37.5,101.039,13.084,14.359,0.02,60.0,1.0,2.0,0,1.0
2,0,3,5,4.255,2.128,215.472,9.128,32.132,3.0,76.0,1.0,2.0,0,1.0
2,0,5,6,16.0,0.0,156.218,4.192,10.635,0.01,28.0,1.0,4.0,0,1.0
2,0,3,10,0.0,16.667,391.652,6.612,37.255,2.0,100.0,1.0,1.0,0,1.0
4,0,1,1,14.286,11.429,91.294,7.61,7.958,2.0,60.0,3.0,3.0,0,2.0
4,0,2,6,15.385,61.538,102.486,5.513,5.988,0.01,55.0,1.0,3.0,0,1.0
2,0,2,7,22.558,1.163,404.445,1.79,14.694,20.0,65.0,1.0,4.0,0,2.0
2,0,3,6,4.255,4.255,133.212,4.351,15.083,5.0,71.0,1.0,1.0,0,3.0
2,0,3,7,50.0,37.5,110.096,10.218,17.781,5.0,52.0,3.0,3.0,0,1.0
2,0,3,6,45.455,27.273,241.901,1.804,15.901,10.0,40.0,3.0,5.0,0,2.0
2,0,3,6,27.273,13.636,248.318,2.873,15.729,0.1,70.0,1.0,4.0,0,1.0
2,1,2,5,55.556,18.519,97.503,6.69,13.425,30.0,28.0,1.0,4.0,1,1.0
1,0,3,6,4.348,43.478,75.855,2.227,7.432,1.0,41.0,1.0,3.0,0,1.0
2,0,2,5,4.762,9.524,252.471,0.888,5.151,9.0,78.0,3.0,2.0,0,1.0
2,0,5,6,6.897,17.241,238.826,2.708,18.163,3.0,69.0,3.0,2.0,0,1.0
1,0,3,6,6.154,86.154,265.998,2.144,16.718,1.0,30.0,3.0,2.0,0,1.0
1,0,2,6,50.0,0.0,149.239,1.616,7.771,10.0,99.0,3.0,2.0,0,3.0
2,0,3,5,8.333,16.667,379.867,0.745,7.981,1.0,43.0,3.0,2.0,0,1.0
2,0,3,5,0.0,6.667,225.649,1.873,10.461,10.0,50.0,1.0,7.0,0,1.0
2,0,1,6,16.279,6.977,395.626,1.855,17.476,20.0,80.0,3.0,3.0,0,1.0
2,0,3,4,20.0,15.0,231.029,6.62,26.374,0.2,40.0,3.0,3.0,0,1.0
2,0,2,7,33.333,66.667,56.604,10.952,13.772,5.0,100.0,3.0,3.0,0,1.0
2,0,3,9,0.0,5.195,178.815,6.901,18.951,20.0,60.0,1.0,5.0,0,1.0
2,0,5,9,62.5,31.25,115.768,0.577,6.122,5.0,60.0,3.0,3.0,0,2.0
2,0,3,4,12.5,18.75,258.075,8.5,46.907,0.1,52.0,3.0,4.0,0,1.0
2,0,3,6,69.565,10.87,221.082,0.265,1.55,1.0,30.0,1.0,1.0,0,1.0
1,0,2,5,71.429,14.286,29.265,-92.713,-89.804,0.01,80.0,3.0,1.0,0,1.0
2,0,3,6,65.909,11.364,194.882,2.906,17.706,1.0,33.0,1.0,5.0,0,1.0
2,0,2,5,37.5,25.0,144.351,2.393,14.859,5.0,60.0,3.0,3.0,0,1.0
2,0,3,6,0.0,8.333,137.511,1.683,9.25,5.0,85.0,3.0,2.0,0,1.0
2,0,5,6,8.696,9.565,132.448,1.016,3.252,0.02,78.0,3.0,3.0,0,1.0
2,0,3,6,11.111,33.333,57.967,15.708,22.222,0.1,50.0,1.0,4.0,0,1.0
2,0,3,7,2.837,21.277,241.931,1.355,12.744,15.0,66.0,3.0,2.0,0,3.0
2,0,3,6,6.78,10.169,184.225,2.447,22.692,5.0,85.0,3.0,5.0,0,1.0
2,0,3,6,5.063,13.924,204.999,3.469,21.755,5.0,84.0,3.0,3.0,0,4.0
4,0,2,6,0.0,6.122,339.232,4.79,45.342,3.0,55.0,3.0,2.0,0,4.0
2,0,2,5,44.444,33.333,127.391,2.359,14.966,5.0,60.0,3.0,4.0,0,1.0
1,0,3,6,10.0,65.0,380.314,-12.781,-63.991,5.0,56.0,1.0,2.0,0,1.0
2,0,3,5,33.333,50.0,75.52,5.81,18.095,1.0,68.0,1.0,4.0,0,1.0
2,0,3,6,52.632,26.316,107.298,1.562,5.231,0.1,25.0,1.0,4.0,0,1.0
2,0,3,6,6.897,12.069,178.776,-3.584,-16.081,0.03,81.0,3.0,2.0,0,1.0
2,0,2,7,3.03,1.515,501.609,5.591,45.823,20.0,65.0,3.0,2.0,0,1.0
1,0,3,6,8.197,11.475,160.287,0.386,2.772,2.0,85.0,3.0,3.0,0,1.0
2,0,1,6,50.0,25.0,68.382,8.127,17.432,0.01,25.0,3.0,1.0,0,4.0
2,0,3,5,33.333,33.333,45.244,-20.455,-52.174,1.0,40.0,1.0,5.0,0,1.0
2,0,2,6,37.037,18.519,130.091,2.142,7.752,0.01,75.0,3.0,2.0,0,3.0
2,0,4,6,4.651,10.465,113.938,0.523,1.157,0.02,60.0,3.0,2.0,0,3.0
2,0,5,6,5.634,11.268,245.014,0.763,2.554,3.0,84.0,3.0,3.0,0,2.0
4,0,1,1,6.25,21.875,90.429,7.597,7.999,2.0,57.0,3.0,1.0,0,1.0
2,0,2,7,1.423,39.858,527.361,2.473,29.575,20.0,65.0,3.0,2.0,0,1.0
2,0,3,6,8.889,13.333,308.466,1.133,11.099,2.0,81.0,3.0,5.0,0,1.0
2,0,3,6,22.222,33.333,81.916,2.148,10.815,10.0,50.0,3.0,5.0,0,1.0
2,0,2,2,74.419,2.326,186.751,3.788,18.237,3.0,60.0,3.0,4.0,0,1.0
2,0,3,6,22.222,22.222,117.941,2.357,4.641,5.0,87.0,1.0,2.0,0,1.0
2,0,2,5,7.273,12.727,227.97,2.087,13.275,0.05,75.0,3.0,3.0,0,4.0
2,0,5,9,50.0,31.25,237.736,2.172,22.609,5.0,60.0,3.0,3.0,0,1.0
2,0,3,6,14.493,7.246,236.826,1.688,10.553,40.0,85.0,3.0,2.0,0,1.0
2,0,3,6,2.703,0.0,1491.687,0.383,9.046,0.01,53.0,3.0,2.0,0,1.0
2,0,3,5,8.163,10.204,71.083,19.682,83.65,5.0,41.0,3.0,2.0,1,1.0
1,0,5,5,10.0,35.0,219.919,0.495,4.839,8.0,70.0,1.0,1.0,0,1.0
2,0,3,5,14.286,42.857,134.515,-4.806,-15.617,20.0,65.0,1.0,1.0,0,3.0
2,0,3,6,77.778,11.111,64.865,-36.111,104.0,1.0,70.0,1.0,4.0,0,1.0
2,0,3,5,15.0,5.0,144.543,1.121,6.837,1.0,92.0,3.0,2.0,0,1.0
2,0,3,6,53.061,20.408,104.161,7.182,28.32,1.0,34.0,1.0,5.0,0,1.0
4,0,4,6,0.0,29.787,60.624,18.774,12.05,10.0,75.0,3.0,1.0,0,1.0
2,0,2,5,8.13,16.26,172.643,5.031,17.535,0.1,69.0,3.0,3.0,0,1.0
2,0,3,6,36.364,27.273,92.479,-29.544,-60.135,5.0,80.0,1.0,3.0,0,1.0
1,0,5,6,7.407,5.556,140.264,0.412,1.92,0.01,80.0,3.0,3.0,0,1.0
4,0,5,6,0.0,21.818,324.916,4.531,17.19,3.0,76.0,3.0,1.0,0,1.0
2,0,3,5,6.25,10.938,237.284,0.767,13.573,10.0,88.0,3.0,1.0,0,1.0
2,0,3,6,44.444,33.333,322.559,4.525,24.176,5.0,80.0,3.0,4.0,0,1.0
4,0,3,5,3.333,78.889,58.216,-12.038,-8.442,70.0,40.7,3.0,4.0,0,1.0
2,0,3,6,0.0,1.449,326.937,0.132,1.698,10.0,56.0,3.0,1.0,0,1.0
2,0,3,7,12.5,18.75,151.821,15.557,37.085,10.0,85.0,3.0,7.0,0,1.0
2,0,3,5,8.333,11.667,207.328,0.761,10.006,10.0,88.0,3.0,1.0,0,1.0
2,0,2,6,10.204,81.633,169.938,3.161,26.386,20.0,68.0,3.0,4.0,0,1.0
2,0,3,6,23.81,14.286,324.602,6.027,42.143,0.01,70.0,1.0,4.0,0,1.0
2,0,3,6,2.649,21.854,328.593,2.791,26.886,10.0,62.0,3.0,5.0,0,4.0
2,0,2,5,10.811,8.108,190.574,-2.031,-9.045,9.0,89.0,3.0,2.0,0,1.0
2,0,3,6,11.765,0.0,184.558,4.723,27.278,0.01,49.0,1.0,3.0,0,4.0
2,0,5,6,0.0,10.526,105.485,0.739,1.601,3.0,83.8,1.0,2.0,0,3.0
2,0,3,8,7.143,14.286,56.091,4.728,5.021,2.0,69.0,3.0,5.0,0,2.0
2,0,3,6,0.0,3.846,276.824,0.659,8.174,10.0,60.0,1.0,4.0,0,1.0
2,0,3,7,14.286,42.857,71.157,15.733,21.811,5.0,52.0,3.0,2.0,0,1.0
2,0,3,5,62.5,16.667,443.019,14.31,-143.59,0.01,40.0,1.0,4.0,0,1.0
2,0,2,6,9.091,4.545,238.734,1.776,16.84,0.5,40.0,3.0,3.0,0,1.0
3,0,2,1,15.556,3.556,162.261,-20.787,-61.777,5.0,72.0,3.0,2.0,1,1.0
2,0,3,6,6.25,7.812,270.936,4.273,14.959,0.05,75.0,3.0,1.0,0,1.0
2,0,3,6,0.0,45.833,70.588,2.32,7.716,1.0,36.0,1.0,5.0,0,1.0
2,0,5,6,3.419,8.547,132.746,0.202,0.664,0.02,80.0,3.0,1.0,0,1.0
1,1,1,5,7.407,37.037,20.526,-207.759,-48.617,2.0,53.0,1.0,2.0,1,1.0
2,0,2,6,16.667,33.333,432.66,2.257,19.728,2.0,60.0,1.0,3.0,0,1.0
2,0,3,6,5.063,6.329,166.944,0.647,3.25,0.01,69.0,1.0,2.0,0,1.0
3,0,4,5,0.0,16.807,121.861,7.563,17.098,70.0,71.0,1.0,7.0,1,1.0
2,0,3,6,42.857,28.571,182.02,10.217,31.134,0.01,80.0,1.0,1.0,0,1.0
2,0,3,8,28.571,28.571,67.642,5.015,7.606,30.0,30.0,3.0,3.0,0,1.0
2,0,3,4,33.333,16.667,352.569,1.856,19.703,0.01,52.0,3.0,4.0,0,3.0
2,0,3,7,2.703,26.351,66.853,-5.057,-4.699,30.0,66.0,3.0,7.0,0,1.0
2,0,3,6,33.333,16.667,156.649,0.123,0.874,10.0,40.0,3.0,1.0,0,1.0
1,0,5,5,22.222,38.889,186.191,2.265,16.486,8.0,60.0,1.0,1.0,0,1.0
2,0,4,6,5.797,13.043,85.142,0.093,0.17,0.02,60.0,3.0,2.0,0,2.0
2,0,3,6,3.67,13.761,325.33,1.858,17.212,3.0,78.0,1.0,3.0,0,3.0
2,0,3,10,6.897,0.0,350.462,8.544,63.281,5.0,100.0,1.0,3.0,0,1.0
3,0,3,5,20.455,13.636,110.633,1.113,6.294,5.0,60.0,3.0,4.0,0,1.0
2,0,3,6,28.0,24.0,65.77,1.722,1.773,0.3,40.0,1.0,4.0,0,1.0
2,0,3,7,3.101,42.636,90.922,4.879,10.415,30.0,66.0,3.0,2.0,0,1.0
3,0,3,7,16.0,52.0,389.35,9.643,48.26,10.0,85.0,3.0,7.0,0,3.0
2,0,3,6,37.5,37.5,33.028,-191.667,-1787.5,1.0,60.0,1.0,2.0,0,1.0
2,0,3,5,3.306,5.785,579.674,1.035,38.722,0.01,60.0,3.0,1.0,0,1.0
2,0,5,9,42.857,35.714,87.688,2.315,17.318,5.0,60.0,3.0,1.0,0,1.0
2,0,2,6,0.0,55.556,37.615,-49.39,-184.091,9.0,77.778,3.0,3.0,0,1.0
2,1,1,6,0.0,42.857,317.485,4.357,19.154,4.0,71.429,3.0,5.0,0,1.0
2,0,3,7,0.0,11.429,152.523,4.265,68.085,21.0,45.714,3.0,3.0,0,3.0
2,0,3,6,55.0,6.0,357.314,3.606,19.808,0.1,61.0,1.0,2.0,0,1.0
2,0,1,5,0.0,10.63,419.473,7.282,57.239,70.0,42.126,1.0,5.0,0,1.0
2,0,2,6,0.0,8.333,171.9,12.802,32.658,15.0,37.5,1.0,1.0,0,1.0
2,0,3,6,0.0,71.429,40.429,3.073,2.922,3.0,28.571,1.0,4.0,0,1.0
2,0,3,6,0.0,0.0,248.812,8.885,47.982,5.0,66.667,1.0,1.0,0,1.0
2,0,2,5,0.0,10.0,243.923,3.374,12.607,2.0,66.667,3.0,6.0,0,4.0
2,0,5,7,0.0,75.61,162.326,11.28,20.51,80.0,73.171,1.0,1.0,0,1.0
2,0,2,3,68.293,21.951,49.497,2.126,2.92,12.0,90.244,3.0,3.0,0,3.0
2,0,2,5,58.065,6.452,152.029,4.107,12.616,60.0,93.548,1.0,3.0,0,1.0
2,0,3,6,0.0,17.5,85.165,-16.275,-40.539,7.0,82.5,3.0,3.0,0,2.0
2,0,3,7,0.0,16.406,278.495,1.091,9.318,10.0,32.812,1.0,6.0,0,1.0
2,0,3,6,38.462,38.462,286.697,6.027,32.659,3.0,61.538,1.0,3.0,0,1.0
2,0,3,6,75.0,5.469,269.549,5.126,18.935,0.1,53.125,1.0,4.0,0,1.0
2,0,3,6,80.0,5.556,219.039,0.779,3.55,10.0,15.556,3.0,1.0,0,1.0
1,0,3,5,76.19,16.667,76.125,2.266,4.31,0.01,54.762,1.0,1.0,0,3.0
2,0,3,6,0.0,33.333,98.278,6.178,9.371,5.0,50.0,1.0,3.0,0,1.0
2,0,1,6,33.333,50.0,77.996,4.901,14.8,5.0,66.667,3.0,3.0,0,1.0
2,0,2,6,0.0,52.632,165.666,2.712,46.809,10.0,78.947,1.0,3.0,0,1.0
2,0,3,6,0.0,100.0,136.62,11.684,44.156,1.52,80.0,3.0,3.0,0,1.0
2,0,2,10,10.0,40.0,148.529,0.065,0.265,3.0,55.0,3.0,1.0,0,2.0
4,0,3,6,0.0,66.667,207.895,-232.278,59.578,3.0,88.889,3.0,3.0,0,1.0
2,0,3,6,0.0,19.444,144.421,2.461,7.53,5.0,80.556,1.0,3.0,0,1.0
2,0,3,7,0.0,41.176,75.024,1.825,2.036,10.0,64.706,3.0,5.0,0,3.0
2,0,1,5,19.355,29.032,131.897,1.911,6.704,20.0,69.355,1.0,5.0,1,1.0
2,0,5,6,0.0,11.111,152.128,5.038,17.828,20.98,18.519,3.0,5.0,0,1.0
4,0,5,6,50.0,22.857,267.971,4.564,14.813,3.0,38.571,3.0,3.0,0,4.0
1,0,3,3,0.0,13.93,223.939,4.957,64.669,20.0,69.652,1.0,6.0,0,1.0
2,0,2,6,0.0,12.245,136.268,0.938,4.77,2.0,79.592,3.0,3.0,0,1.0
2,0,2,5,0.0,5.319,734.731,1.326,15.454,40.0,65.426,3.0,2.0,0,1.0
2,0,3,6,0.0,42.857,216.225,9.782,35.577,7.0,100.0,3.0,2.0,0,1.0
2,0,2,5,0.0,60.0,26.426,3.409,1.427,70.0,20.0,1.0,3.0,0,1.0
2,0,3,6,0.0,10.638,5.128,-52.97,-2.749,8.0,59.574,1.0,1.0,0,1.0
2,0,3,6,0.0,37.5,152.523,4.265,68.085,3.0,75.0,3.0,2.0,0,2.0
2,0,2,6,0.0,66.667,72.949,2.323,4.032,1.0,66.667,3.0,4.0,0,1.0
2,0,3,6,0.0,10.563,245.958,0.32,3.776,2.0,67.606,1.0,2.0,0,1.0
2,0,3,6,0.0,20.0,95.015,8.333,21.429,0.05,80.0,1.0,7.0,0,1.0
2,0,2,5,0.0,8.667,156.543,14.923,36.163,2.0,75.333,3.0,3.0,0,1.0
2,0,3,6,0.0,7.955,230.399,1.108,17.55,9.0,87.5,3.0,8.0,0,1.0
2,0,3,5,0.0,8.411,96.853,1.78,7.499,18.0,63.551,1.0,3.0,0,1.0
2,0,3,6,0.0,8.571,282.459,3.302,23.464,18.0,45.714,1.0,5.0,0,2.0
2,0,2,6,0.0,17.391,145.895,3.94,15.178,1.0,69.565,1.0,2.0,0,1.0
2,0,3,5,0.0,30.0,111.189,3.564,12.977,13.75,50.0,1.0,3.0,0,1.0
2,0,4,6,54.286,10.0,123.941,0.574,1.653,3.0,91.429,3.0,2.0,0,1.0
4,0,5,6,0.0,25.0,42.114,-27.491,-14.17,10.0,67.857,1.0,1.0,0,1.0
2,0,2,6,0.0,83.333,109.854,5.708,10.294,12.0,33.333,1.0,3.0,0,1.0
2,0,2,6,0.0,34.483,173.518,7.51,23.368,5.0,75.862,3.0,4.0,0,1.0
2,0,1,5,0.0,4.065,274.556,1.542,12.824,45.0,62.602,1.0,5.0,0,1.0
2,0,2,6,0.0,38.462,266.022,1.037,3.281,15.0,64.615,1.0,5.0,0,3.0
3,0,3,6,0.0,10.458,104.2,2.735,6.27,50.0,51.634,1.0,5.0,1,1.0
2,0,3,6,20.0,40.0,216.292,9.782,35.577,1.0,46.667,1.0,4.0,0,2.0
2,1,2,7,0.0,17.769,204.909,2.729,25.02,35.0,47.521,1.0,3.0,0,1.0
2,0,3,6,0.0,50.0,73.402,-17.697,-30.583,2.0,100.0,3.0,2.0,0,1.0
2,0,1,6,0.0,44.444,110.312,-9.065,-33.684,10.0,77.778,3.0,3.0,0,1.0
2,0,3,5,0.0,10.0,196.149,1.382,9.017,11.0,83.333,3.0,5.0,0,1.0
2,0,3,6,14.286,28.571,224.225,8.389,126.393,0.1,47.619,3.0,5.0,0,1.0
2,0,1,6,0.0,13.043,117.897,5.626,8.009,5.0,82.609,3.0,3.0,0,2.0
2,0,2,5,0.0,0.833,165.75,9.497,26.874,10.0,83.333,1.0,3.0,0,1.0
2,0,3,6,0.0,13.333,214.473,6.806,54.801,3.0,50.0,1.0,2.0,0,1.0
2,0,3,6,42.857,21.429,97.532,18.679,27.008,5.0,57.143,3.0,3.0,0,4.0
2,0,1,1,0.0,33.333,82.808,1.56,1.441,2.0,44.444,3.0,3.0,0,1.0
2,0,5,6,0.0,16.0,78.679,2.877,5.967,3.0,54.0,1.0,3.0,0,1.0
2,0,3,6,0.0,45.455,97.373,1.993,5.589,3.0,90.909,3.0,2.0,0,1.0
2,0,5,6,0.0,13.462,140.458,5.912,16.711,2.0,53.846,3.0,3.0,0,1.0
2,0,2,6,0.0,76.471,238.878,6.879,24.699,30.0,70.588,3.0,3.0,0,2.0
2,0,3,6,0.0,15.556,262.599,0.056,0.622,2.0,66.667,3.0,6.0,0,4.0
4,0,3,6,0.0,12.5,172.494,1.802,8.368,2.0,75.0,1.0,4.0,0,1.0
2,0,3,7,17.204,19.355,649.513,0.693,18.328,15.0,64.516,1.0,2.0,0,1.0
2,0,3,6,0.0,75.0,113.131,1.294,4.444,4.0,46.875,1.0,3.0,0,1.0
2,0,5,6,11.538,13.846,199.819,1.063,16.063,25.0,72.308,1.0,2.0,0,1.0
1,0,2,6,0.0,7.937,47.263,-72.804,-1482.117,2.0,71.429,3.0,3.0,0,1.0
2,0,3,6,0.0,42.857,104.408,1.667,5.338,3.0,71.429,1.0,1.0,0,1.0
2,0,3,6,0.0,4.918,151.244,2.927,13.748,0.01,22.131,1.0,3.0,0,2.0
2,0,3,6,0.0,0.0,70.284,2.281,3.066,0.1,66.667,1.0,4.0,0,1.0
2,0,2,5,0.0,12.755,134.272,3.282,12.184,35.0,69.898,3.0,7.0,1,1.0
2,0,3,6,0.0,8.0,389.481,1.464,7.014,0.5,64.0,3.0,3.0,0,1.0
2,0,4,6,0.0,42.857,158.689,1.902,7.956,5.0,85.714,3.0,2.0,0,1.0
2,0,3,5,0.0,7.407,194.317,3.409,22.326,1.0,74.815,1.0,7.0,0,1.0
2,0,3,5,0.0,44.545,278.495,1.091,9.318,10.0,77.273,1.0,2.0,0,1.0
2,0,5,10,0.0,40.0,203.032,-11.891,-58.611,5.0,50.0,3.0,3.0,0,1.0
2,0,3,6,0.0,80.952,238.378,-14.767,-252.096,9.0,85.714,1.0,2.0,0,1.0
2,0,4,6,0.0,9.524,203.963,3.502,10.675,1.0,23.81,1.0,2.0,0,1.0
2,0,4,6,0.0,29.412,102.683,10.054,14.332,5.0,64.706,1.0,3.0,0,1.0
1,0,3,6,0.0,22.222,186.487,4.382,23.193,1.0,68.889,1.0,5.0,0,1.0
2,0,3,6,0.0,10.667,144.113,1.857,8.442,6.0,88.0,3.0,2.0,0,1.0
1,0,3,6,0.0,72.222,95.426,26.61,51.005,3.0,66.667,1.0,5.0,0,1.0
4,0,4,5,0.0,16.931,84.137,-8.921,-9.643,5.0,71.429,3.0,3.0,0,1.0
