,아이디,구분법인개인,가중치,쿼터규모,벤처확인유형,회사주소시도,회사주소구군,한국표준산업분류코드차,1단계업종분류대분류,2단계업종분류중분류,3단계업종분류소분류,창업년도,기업성장단계,제조및비제조,스마트공장도입의향,상장여부및향후계획,현대표이사와창업자동일여부,창업자성별,창업당시창업자연령,창업당시창업자최종학력,창업당시창업자전공,창업직전근무지,창업방식,단독창업여부,창업자역할,창업당시목표시장,창업당시창업자실무경험년수년,창업자과거창업경험여부,2019년 정규직_남성,2019년 정규직_여성,2019년 정규직_합계,2019년 비정규직_남성,2019년 비정규직_여성,2019년 비정규직_합계,2019년 총 종사자_남성,2019년 총 종사자_여성,2019년 총 종사자_합계,직종별인력구성관리,직종별인력구성생산,직종별인력구성영업,직종별인력구성_(Rnd),직종별인력구성기타,직종별인력구성합계,직종별부족인원관리,직종별부족인원생산,직종별부족인원영업,직종별 부족인원_연구개발(RnD),직종별부족인원기타,직종별부족인원합계,학력별인력구성박사,학력별인력구성석사,학력별인력구성대졸,학력별인력구성전문대졸,학력별인력구성고졸이하,학력별인력구성합계,신규인력채용의사,현재 구인하기 어려운 직무(1순위),현재 구인하기 어려운 직무(1순위),현재 구인하기 어려운 직급(1순위),현재 구인하기 어려운 직급(1순위),지분구조퍼센트창업자,지분구조퍼센트임직원,지분구조퍼센트가족,지분구조퍼센트벤처캐피털및기관투자자,지분구조퍼센트엔젤및액셀러레이터,지분구조퍼센트개인투자자,2019년 자산(백만원),2019년 부채(백만원),2019년 자본(백만원),2019년 매출액(백만원),2019년 영업이익(백만원),2019년 금융비용(백만원),2019년 당기순이익(백만원),매출구조(퍼센트)_(B2B)대기업 또는 대기업그룹사 소속사,"매출구조(퍼센트)_(B2B)대기업에 납품하는 1,2차 벤더",매출구조(퍼센트)_(B2B)중소기업 및 벤처기업,매출구조(퍼센트)_(B2B)중견기업,매출구조(퍼센트)_(B2C)소비자매출,매출구조(퍼센트)_(B2G)정부 포함 공공부문 매출,매출구조퍼센트해외,연구개발(RnD)자금(출연금)_경험여부,융자정책자금경험여부,보증서지원경험여부,기타지원경험여부,합계경험여부,투자처별투자액백만원국내설비,투자처별 투자액(백만원)_국내연구개발(RnD),투자처별투자액백만원해외,투자처별투자액백만원기타,투자처별투자액백만원합계,스톡옵션활용상황,스톡옵션미활용이유,주력기술과차산업혁명관련여부,현재등록보유산업재산권건특허권,현재등록보유산업재산권건실용신안권,현재등록보유산업재산권건디자인권,현재등록보유산업재산권건상표권,현재등록보유산업재산권건해외,현재등록보유산업재산권건합계,현재출원중산업재산권건특허권,현재출원중산업재산권건실용신안권,현재출원중산업재산권건디자인권,현재출원중산업재산권건상표권,현재출원중산업재산권건해외,현재출원중산업재산권건합계,획득하고있는해외특허나국제규격,제품및서비스구조,세계유일기술보유여부,세계최고수준기업과비교시기술력수준,국내최고수준기업과비교시기술력수준,기술연구소나연구개발전담부서보유여부,경쟁사대비현황개발역량,경쟁사대비현황제조역량,경쟁사대비현황마케팅역량,경쟁전략초점원가우위수준,경쟁전략초점제품고부가가치화수준,비즈니스모델명확한정리정도,비즈니스모델혁신정도,장기적성장전망성,자체브랜드보유여부,영업및마케팅방식,주력제품국내시장점유율퍼센트,주력제품해외시장점유율퍼센트,원자재나부품수입여부,해외사업방식,해외수출 및 진출과정 애로사항(1순위),해외수출 및 진출과정 애로사항(1순위),크라우드펀딩경험여부,엔젤투자자혹은액셀러레이터투자경험여부,벤처캐피털투자조합포함투자경험여부,인수합병(MnA) 경험여부,피인수합병경험여부,다른업체를인수합병할의향여부,다른업체의인수합병에응할의향여부,인수합병 환경개선을 위한 필요사항(1순위),인수합병 환경개선을 위한 필요사항(1순위),기업간 거래시 애로사항(1순위),벤처확인제도혜택기술개발촉진효과,벤처확인제도혜택기업이미지제고등광고효과,벤처확인제도혜택세제혜택효과,벤처확인제도혜택우수인력확보에유리,벤처확인제도혜택입지선정시유리,벤처확인제도혜택자금조달및투자유인효과,벤처확인제도혜택정부지원제도참여에유리,벤처확인제도혜택창업관련규제완화효과,현재 벤처인프라 수준_인수합병(MnA) 활성화를 위한 제도개선,현재벤처인프라수준벤처관련규제완화,현재벤처인프라수준창업및기업가적능력개발을위한교육,현재벤처인프라수준기업가정신을고취하는사회분위기,현재벤처인프라수준벤처투자활성화,경영상애로사항신기술개발,경영상애로사항개발된기술의사업화,경영상애로사항국내판로개척,경영상애로사항해외시장개척,경영상애로사항필요인력의확보및유지관리,경영상애로사항자금조달운용등자금관리,경영상애로사항기술유출및디자인상표도용,경영상애로사항업계내의과당경쟁및덤핑,경영상애로사항법률회계세무관련지식부족,경영상애로사항조직관리,경영상애로사항환율변동,경영상애로사항특허분쟁,경영상애로사항각종규제,경영상애로사항산학연간협력활동,경영상애로사항불공정한시장질서,2020년 정규직 수 (남성),2020년 정규직 수 (여성),2020년 정규직 수 (합계),2020년 비정규직 수 (남성),2020년 비정규직 수 (여성),2020년 비정규직 수 (합계),2020년 총 종사자 수 (남성),2020년 총 종사자 수 (여성),2020년 총 종사자 수 (합계),신규인력수요유무,보유지분비율합계,2019년 자산(백만원),2019년 부채(백만원),2019년 자본(백만원),2019년 매출액(백만원),2019년 영업이익(백만원),2019년 금융비용(백만원),2019년 당기순이익(백만원),2020년도 - 대기업 또는 대기업그룹사 소속사,2020년도 - 대기업에 납품하는 12차 벤더 (협력업체),2020년도 - 중소기업 및 벤처기업,2020년도 - 중견기업,2020년도_(B2C)소비자매출,2020년도 - B2G (정부 포함 공공부문 매출),2020년도 - 해외-,2020년도 - 국내설비투자액,2020년도 - 국내R_D투자액,2020년도 - 해외투자액,2020년도 - 기타,2020년도 - 합계,스톡옵션에관한귀사의상황은,귀사는스마트공장을도입하셨습니까,주력기술과차산업혁명관계여부,현재등록보유특허권,현재등록보유실용신안권,현재등록보유디자인권,현재등록보유상표권,현재등록보유해외산업재산권,현재등록보유합계,현재출원중특허권,현재출원중실용신안권,현재출원중디자인권,현재출원중상표권,현재출원중해외산업재산권,현재출원중합계,획득하고있는해외특허나국제규격,제품및서비스구조,세계유일기술보유여부,세계최고수준기업과비교시기술력수준,국내최고수준기업과비교시기술력수준,기술연구소나연구개발전담부서보유여부,장기적성장전망성,자체브랜드보유여부,영업및마케팅방식,원자재나부품수입여부,2020년 기준 귀사의 해외 사업 방식은 어디에 해당되십니까
3784,16689,법인,23.576,2,4,제주,제주시,58222,J,58,582,2000,4,4,2.0,4.0,1.0,1,1,3,1.0,6,3,1.0,1,1.0,2.0,2,7,6,13,0,0,0,7,6,13,1,0,1,4,7,13,0,0,0,0,0,0,0,0,9,4,0,13,2.0,8,5,3,1,40.0,0.0,0.0,0.0,0.0,60.0,553,167,386,"1,255",-94,3,-64,0.0,0.0,90.0,0.0,0.0,10.0,0.0,2,2,2,2,2.0,0,275,0,0,275,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,0.1,0.0,2.0,4.0,3.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,14.0,2,3,4,3,3,3,3,2,2,3,3,3,2,3,4,5,5,3,5,3,3,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3785,9839,법인,8.17,5,2,서울,구로구,58222,J,58,582,2011,4,4,,3.0,1.0,1,4,1,1.0,7,1,1.0,1,3.0,20.0,2,38,17,55,0,0,0,38,17,55,3,0,4,53,0,60,0,0,0,0,0,0,1,5,46,8,0,60,,5,3,3,1,20.0,26.0,0.0,43.0,0.0,11.0,6135,2013,4122,6783,288,42,277,,,,,,,,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,4.0,3.0,3.0,4.0,4.0,,,,25.0,0.0,,,5.0,7.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,14.0,3,3,4,3,4,4,4,3,3,3,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,40.0,20.0,60.0,0.0,0.0,0.0,40.0,20.0,60.0,1.0,100.0,7308.0,3013.0,4295.0,6173.0,196.0,35.0,166.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,623.0,0.0,0.0,623.0,1.0,2.0,1.0,27.0,0.0,0.0,2.0,0.0,29.0,26.0,0.0,0.0,0.0,0.0,26.0,4.0,2.0,1.0,3.0,2.0,2.0,4.0,1.0,4.0,2.0,4.0
3786,29122,법인,45.07,1,2,충북,청주시,58222,J,58,582,2013,4,3,,4.0,1.0,2,2,3,1.0,5,3,1.0,3,3.0,5.0,2,0,1,1,0,0,0,0,1,1,1,0,1,1,2,5,0,0,0,0,0,0,0,0,3,2,0,5,,5,4,2,4,100.0,0.0,0.0,0.0,0.0,0.0,551,262,289,174,13,11,9,,,,,,,,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,10.0,0.0,,,7.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,14.0,4,3,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3.0,2.0,5.0,0.0,0.0,0.0,3.0,2.0,5.0,2.0,100.0,549.0,248.0,301.0,191.0,3.0,8.0,3.0,50.0,0.0,0.0,50.0,0.0,0.0,0.0,930.0,70.0,0.0,0.0,1000.0,4.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,3.0,2.0,4.0,5.0,2.0,1.0,1.0,4.0
3787,5716,법인,6.69,6,4,서울,강남구,58222,J,58,582,2003,4,2,,1.0,1.0,1,2,2,1.0,8,3,1.0,1,1.0,5.0,2,43,29,72,0,0,0,43,29,72,22,22,7,12,18,81,0,0,0,0,0,0,1,7,57,11,5,81,,5,8,2,3,34.5,41.0,0.1,0.0,0.0,24.4,36099,3758,32341,16148,3584,0,4510,,,,,,,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,4.0,5.0,5.0,5.0,5.0,,,,8.0,0.0,,,7.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,12.0,3,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,49.0,32.0,81.0,0.0,0.0,0.0,49.0,32.0,81.0,2.0,100.0,40001.0,7152.0,32849.0,15401.0,2371.0,63.0,1914.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,500.0,2.0,2.0,1.0,30.0,0.0,2.0,3.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,4.0
3788,38308,법인,13.84,4,2,서울,금천구,58222,J,58,582,2005,3,4,,4.0,1.0,1,2,3,1.0,7,3,1.0,1,1.0,7.0,2,12,6,18,0,0,0,12,6,18,4,0,2,2,12,20,0,0,0,0,0,0,0,1,10,7,2,20,,5,6,2,1,70.0,30.0,0.0,0.0,0.0,0.0,1861,1521,340,2561,40,33,28,,,,,,,,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,4.0,5.0,4.0,4.0,4.0,,,,10.0,0.0,,,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,12.0,3,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,5,5,3,4,3,3,3,3,3,3,3,13.0,7.0,20.0,0.0,0.0,0.0,13.0,7.0,20.0,2.0,100.0,3212.0,2574.0,638.0,4861.0,290.0,27.0,298.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,500.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,5.0,5.0,2.0,1.0,2.0,4.0
3789,3540,법인,28.68,2,2,부산,사상구,58222,J,58,582,2008,2,4,,4.0,1.0,1,3,3,1.0,6,3,1.0,1,3.0,10.0,2,6,1,7,0,0,0,6,1,7,1,0,0,0,5,6,0,0,0,0,0,0,0,1,2,2,1,6,,5,6,2,3,100.0,0.0,0.0,0.0,0.0,0.0,1229,697,532,875,7,24,3,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,4.0,5.0,4.0,4.0,4.0,,,,1.0,0.0,,,8.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,14.0,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,5.0,1.0,6.0,0.0,0.0,0.0,5.0,1.0,6.0,2.0,100.0,1214.0,630.0,584.0,715.0,53.0,11.0,52.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,3.0,2.0,6.0,4.0,2.0,1.0,2.0,4.0
3790,9715,법인,0.068,8,2,서울,구로구,58222,J,58,582,2012,4,4,2.0,3.0,1.0,1,2,3,1.0,6,3,1.0,1,3.0,5.0,1,168,112,280,0,0,0,168,112,280,41,0,102,98,39,280,0,0,0,0,0,0,2,17,120,136,5,280,1.0,3,5,2,3,90.0,10.0,0.0,0.0,0.0,0.0,"12,563","9,526","3,037","71,347","1,527",45,290,40.0,0.0,60.0,0.0,0.0,0.0,0.0,2,2,2,2,2.0,0,"10,702",0,0,"10,702",4.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,50.0,0.0,2.0,4.0,3.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,14.0,4,5,4,3,4,4,5,3,2,3,3,3,3,4,4,4,3,4,3,4,4,4,4,3,4,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3791,512,법인,12.422,3,2,경북,안동시,58222,J,58,582,2006,4,4,2.0,4.0,1.0,1,3,4,3.0,6,3,1.0,3,1.0,5.0,2,16,1,17,0,0,0,16,1,17,3,0,2,3,9,17,0,0,0,0,0,0,0,1,12,4,0,17,2.0,5,4,1,2,74.0,0.0,0.0,0.0,0.0,26.0,"1,875","1,530",345,"3,204",144,51,76,0.0,0.0,50.0,0.0,0.0,50.0,0.0,2,2,2,2,2.0,0,967,0,0,967,4.0,2.0,2.0,20.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,1.0,0.1,0.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,14.0,3,3,3,2,2,2,3,2,3,3,3,2,2,3,5,4,3,3,4,2,2,2,2,2,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3792,20862,법인,23.576,2,3,서울,강남구,58222,J,58,582,2012,4,4,2.0,4.0,1.0,1,2,1,1.0,5,3,1.0,1,1.0,1.0,2,36,24,60,0,0,0,36,24,60,12,0,5,10,33,60,0,0,0,0,0,0,1,3,28,18,10,60,2.0,5,4,1,2,45.0,53.0,0.0,0.0,0.0,2.0,"6,262","6,710",-448,"1,162","-3,579",335,"-3,963",0.0,0.0,100.0,0.0,0.0,0.0,0.0,2,2,2,2,2.0,244,352,0,"1,596","2,192",4.0,2.0,1.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1.0,1.0,0.01,0.0,2.0,4.0,2.0,6.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,14.0,3,4,3,3,2,2,2,3,3,4,5,5,3,3,4,4,5,4,4,4,4,3,3,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3793,16531,법인,12.329,4,2,서울,송파구,58222,J,58,582,2010,3,4,2.0,4.0,1.0,1,2,3,1.0,6,3,1.0,2,1.0,8.0,2,14,6,20,0,0,0,14,6,20,0,0,3,8,9,20,0,0,0,0,0,0,0,0,16,4,0,20,2.0,5,8,3,2,100.0,0.0,0.0,0.0,0.0,0.0,"3,647","2,602","1,045","5,249",210,76,378,0.0,0.0,80.0,0.0,0.0,20.0,0.0,2,2,2,2,2.0,0,183,0,0,183,4.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,0.1,0.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,14.0,2,3,3,2,2,3,3,2,3,4,4,3,3,4,5,5,5,5,5,3,3,2,2,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3794,21207,개인,12.758,1,2,충남,아산시,58222,J,58,582,2016,4,4,,,,1,2,3,1.0,6,3,,1,,6.0,2,4,0,4,0,0,0,4,0,4,0,0,1,1,2,4,0,0,0,0,0,0,0,0,2,2,0,4,2.0,5,6,3,2,,,,,,,44,15,29,326,42,0,40,0.0,0.0,100.0,0.0,0.0,0.0,0.0,2,2,1,2,1.0,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,2,4,3,3,3,4,3,3,2,3,4,4,3,3,5,5,3,5,5,4,5,2,2,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3795,21437,법인,34.894,1,4,경기,성남시 수정구,58222,J,58,582,2015,2,4,2.0,4.0,1.0,1,3,3,1.0,6,3,1.0,1,1.0,19.0,2,3,0,3,0,0,0,3,0,3,0,0,1,2,0,3,1,0,0,0,0,1,0,0,3,0,0,3,2.0,5,6,1,2,75.0,0.0,8.0,0.0,0.0,17.0,600,365,235,98,-207,4,23,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,2.0,0,80,0,0,80,4.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,0.01,0.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,14.0,2,2,3,2,2,3,2,2,2,2,3,3,2,4,5,5,3,3,5,3,3,2,2,2,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3796,29144,법인,6.69,6,2,서울,강남구,58222,J,58,582,2010,3,4,,4.0,1.0,1,2,2,1.0,8,3,1.0,1,3.0,5.0,2,11,5,16,0,0,0,11,5,16,27,0,6,8,32,73,0,0,0,0,0,0,1,3,42,19,8,73,,5,4,3,2,100.0,0.0,0.0,0.0,0.0,0.0,2696,1282,1414,5074,-9,21,32,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,5.0,0.0,,,2.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,14.0,3,4,4,3,4,3,3,3,3,3,3,3,3,4,4,4,4,5,5,3,4,3,3,3,3,3,3,3,44.0,29.0,73.0,0.0,0.0,0.0,44.0,29.0,73.0,2.0,100.0,12199.0,840.0,11359.0,8749.0,-159.0,1.0,-1006.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,400.0,0.0,0.0,400.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,3.0,3.0,2.0,5.0,2.0,1.0,2.0,4.0
3797,9276,법인,6.352,6,2,서울,강남구,58222,J,58,582,2000,3,4,2.0,4.0,1.0,1,3,3,1.0,5,3,1.0,1,3.0,2.0,2,114,29,143,0,0,0,114,29,143,11,0,8,9,115,143,0,0,0,0,0,0,0,12,82,44,5,143,2.0,5,3,2,1,50.0,40.0,10.0,0.0,0.0,0.0,"8,892","1,874","7,018","16,007",580,40,541,0.0,0.0,0.0,0.0,0.0,100.0,0.0,2,2,2,2,2.0,0,320,0,0,320,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,0.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,14.0,3,4,5,5,4,4,3,3,3,4,4,4,2,4,5,5,5,5,5,3,5,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3798,9220,개인,2.32,3,2,경기,파주,58222,J,58,582,2015,3,4,,,,1,2,3,1.0,6,3,,3,,10.0,1,1,0,1,0,0,0,1,0,1,1,0,0,3,0,4,0,0,0,2,0,2,0,0,3,1,0,4,,5,4,2,3,,,,,,,233,129,103,407,68,0,68,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,3,3,3,2,3,3,4,4,3,4,3,3,4,4,4,3,3,3,3,3,2,2,2,3,3.0,1.0,4.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,,356.0,212.0,143.0,1033.0,155.0,7.0,157.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,1.0,,
3799,22462,개인,13.64,1,2,충남,아산시,58222,J,58,582,2016,4,4,,,,1,2,3,1.0,6,3,,1,,7.0,2,3,0,3,0,0,0,3,0,3,2,0,0,2,0,4,0,0,0,0,0,0,0,0,2,1,1,4,,4,5,3,4,,,,,,,44,15,29,326,42,0,40,,,,,,,,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,2,3,3,3,2,3,2,2,3,3,4,4,4,3,3,4,3,3,3,2,3,3,2,3,3,4.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,,133.0,108.0,25.0,365.0,97.0,3.0,92.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,2.0,1.0,,
3800,38584,법인,6.69,6,2,대구,수성구,58222,J,58,582,2008,3,4,,4.0,1.0,1,2,2,1.0,8,3,1.0,1,3.0,7.0,2,28,19,47,0,0,0,28,19,47,29,0,4,11,47,91,0,0,0,0,10,10,1,4,44,28,14,91,,5,8,3,4,64.8,9.8,25.4,0.0,0.0,0.0,11982,5750,6232,10922,1599,124,1470,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,,,8.0,0.0,,,7.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,14.0,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,3,3,3,3,3,3,3,3,3,54.0,37.0,91.0,0.0,0.0,0.0,54.0,37.0,91.0,2.0,100.0,17592.0,15180.0,2412.0,14060.0,1733.0,211.0,1548.0,0.0,0.0,20.0,0.0,0.0,80.0,0.0,0.0,500.0,0.0,0.0,500.0,2.0,2.0,2.0,13.0,0.0,3.0,3.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,4.0
3801,10027,개인,3.6,3,2,인천,연수,58222,J,58,582,2014,3,4,,,,2,4,1,1.0,3,3,,3,,4.5,2,2,3,5,0,0,0,2,3,5,2,0,0,7,0,9,0,0,0,0,0,0,1,2,5,0,1,9,,5,4,2,3,,,,,,,535,207,328,684,6,9,76,,,,,,,,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,4,4,3,2,3,3,3,3,3,4,4,4,3,4,3,3,4,2,2,3,3,4,4.0,5.0,9.0,0.0,0.0,0.0,4.0,5.0,9.0,2.0,,1069.0,774.0,295.0,1502.0,221.0,13.0,216.0,0.0,0.0,60.0,30.0,0.0,10.0,0.0,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,1.0,1.0,,
3802,1754,법인,45.07,1,3,서울,중구,58222,J,58,582,2013,2,4,,4.0,1.0,1,2,2,1.0,5,3,1.0,1,1.0,3.0,2,8,6,14,0,0,0,8,6,14,2,0,2,3,7,14,0,0,0,0,0,0,0,1,10,2,1,14,,5,4,3,4,50.2,11.8,22.5,0.0,15.5,0.0,1147,339,809,427,-527,4,-534,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,1.0,0.0,,,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,14.0,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,3,3,3,8.0,6.0,14.0,0.0,0.0,0.0,8.0,6.0,14.0,2.0,100.0,722.0,317.0,405.0,351.0,-476.0,4.0,-448.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,150.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,3.0,3.0,2.0,5.0,2.0,1.0,2.0,4.0
