,가중치,벤처확인 유형,회사주소_시(도),회사주소_구(군),한국표준산업분류(KSIC)코드_10차,창업년도,기업성장단계,제조 및 비제조,상장여부 및 향후계획,대표이사_창업자여부,대표이사_이전근무지,창업자 성별,창업 당시 창업자 연령,창업 당시 창업자 최종학력,창업 당시 창업자 전공,창업 직전 근무지,창업방식,단독창업 여부,창업자 역할,창업 당시 목표시장,창업 당시 창업자 실무경험 년수(년),창업자 과거창업 경험 여부,학력별 인력구성비(고졸이하),학력별 인력구성비(전문대졸),학력별 인력구성비(대졸),학력별 인력구성비(석사),학력별 인력구성비(박사),현재 구인하기 어려운 직무(1순위),현재 구인하기 어려운 직무(2순위),현재 구인하기 어려운 직급(1순위),현재 구인하기 어려운 직급(2순위),지분구조(퍼센트)_창업자,지분구조(퍼센트)_임직원,지분구조(퍼센트)_가족,지분구조(퍼센트)_벤처캐피털 및 기관투자자,지분구조(퍼센트)_엔젤 및 액셀러레이터,지분구조(퍼센트)_개인투자자,연구개발(RnD)자금(출연금)_경험여부,융자(정책자금)_경험여부,보증서지원_경험여부,기타지원_경험여부,경쟁사 대비 현황_개발역량,경쟁사 대비 현황_제조역량,경쟁사 대비 현황_마케팅역량,경쟁전략초점_원가우위 수준,경쟁전략초점_제품 고부가가치화 수준,비즈니스 모델_명확한 정리정도,비즈니스 모델_혁신정도,주력제품 국내 시장점유율(퍼센트),주력제품 해외 시장점유율(퍼센트),해외수출 및 진출과정 애로사항(1순위),해외수출 및 진출과정 애로사항(2순위),크라우드 펀딩 경험여부,엔젤투자자 혹은 액셀러레이터 투자 경험여부,벤처캐피털(투자조합포함) 투자 경험여부,인수합병의향,인수합병응할의향,인수합병 환경개선을 위한 필요사항(1순위),인수합병 환경개선을 위한 필요사항(2순위),기업간 거래시 애로사항(1순위),벤처확인제도 혜택_기술개발 촉진효과,벤처확인제도 혜택_기업 이미지 제고 등 광고효과,벤처확인제도 혜택_세제혜택 효과,벤처확인제도 혜택_우수인력 확보에 유리,벤처확인제도 혜택_입지 선정 시 유리,벤처확인제도 혜택_자금조달 및 투자 유인효과,벤처확인제도 혜택_정부지원제도 참여에 유리,벤처확인제도 혜택_창업 관련 규제 완화 효과,현재 벤처인프라 수준_인수합병(MnA) 활성화를 위한 제도개선,현재 벤처인프라 수준_벤처관련 규제완화,현재 벤처인프라 수준_창업 및 기업가적 능력개발을 위한 교육,현재 벤처인프라 수준_기업가정신을 고취하는 사회분위기,현재 벤처인프라 수준_벤처투자 활성화,경영상 애로사항_신기술 개발,경영상 애로사항_개발된 기술의 사업화,경영상 애로사항_국내 판로개척,경영상 애로사항_해외시장 개척,경영상 애로사항_필요인력의 확보 및 유지관리,경영상 애로사항_자금조달_운용 등 자금관리,경영상 애로사항_기술유출 및 디자인_상표 도용,경영상 애로사항_업계내의 과당경쟁 및 덤핑,경영상 애로사항_법률_회계_세무 관련 지식부족,경영상 애로사항_조직관리,경영상 애로사항_환율변동,경영상 애로사항_특허분쟁,경영상 애로사항_각종규제,경영상 애로사항_산-학-연 간 협력활동,경영상 애로사항_불공정한 시장질서,매출규모,정규직합계,비정규직합계,총종사자합계,인력구성(관리),인력구성(생산),인력구성(영업),인력구성(RnD),인력구성(기타),인수합병(MnA) 경험여부,피인수합병 경험여부,인력구성(합계),학력별 인력구성_합계,매출구조비율(대기업),매출구조비율(12차벤더),매출구조비율(중소기업),매출구조비율(B2C),매출구조비율(B2G),매출구조비율(글로벌),투자액(국내설비),투자액(R&D),투자액(해외),투자액(기타),투자액(합계),스톡옵션상황,등록보유(특허권),등록보유(실용신안권),등록보유(디자인권),등록보유(상표권),등록보유(해외산업재산권),등록보유(합계),출원중(특허권),출원중(실용신안권),출원중(디자인권),출원중(상표권),출원중(해외산업재산권),출원중(합계),제품및서비스구조,세계유일기술보유여부,기술력수준비교(세계),기술력수준비교(국내),연구개발관련전담부서보유여부,장기적성장전망성,자체브랜드보유여부,영업및마케팅방식,글로벌사업방식,향후사회적책임실천할계획여부,실천하고있는사회적책임,부채비율,자기자본비율,순이익률,총자산회전율,자기자본회전율,ROE,영업이익률,이자보상배율,종사자생산성,4차산업혁명과관계여부
10,1.727,2,충남,보령시,A01231,2011,3,4,4.0,1.0,3.0,1,3,2,2.0,3,3,1.0,1,1.0,3.0,2,0.0,20.0,70.0,10.0,0.0,6.0,5.0,1.0,2.0,50.0,0.0,50.0,0.0,0.0,0.0,2,2,1,2,4.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,0.0,6.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3,3,4,3,4,4,4,3,4,4,3,4,4,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,,55.0,0.0,55.0,3.0,29.0,4.0,19.0,0.0,,,55.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1482.0,0.0,0.0,1482.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,3.0,3.0,2.0,4.0,2,3,4.0,1.0,5.0,239.387,29.465,4.652,93.771,318.248,14.805,8.49,427.304,53621.818,1
11,2.684,1,경기,광주시,A01299,2016,3,1,4.0,1.0,6.0,1,2,5,,6,3,1.0,1,3.0,10.0,2,70.0,20.0,10.0,0.0,0.0,6.0,4.0,3.0,2.0,85.0,0.0,0.0,0.0,0.0,15.0,2,2,2,2,4.0,4.0,4.0,4.0,4.0,4.0,4.0,15.0,0.0,7.0,8.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,14.0,5,4,3,4,5,3,4,2,3,3,2,3,3,5,4,4,3,4,4,4,3,4,3,3,4,4,2,3,5.0,10.0,0.0,10.0,1.0,6.0,2.0,1.0,0.0,2.0,2.0,10.0,10.0,50.0,0.0,0.0,0.0,0.0,0.0,0,201,0,0,201,4.0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,2.0,2.0,2.0,4.0,1,3,4.0,2.0,0.0,120.141,45.425,11.654,107.383,236.394,27.55,15.352,695.5,90610.0,2
12,1.98,1,충남,홍성군,A01420,2014,3,4,4.0,1.0,7.0,1,3,3,3.0,7,3,1.0,3,1.0,12.0,2,0.0,20.833333333333336,41.66666666666667,29.166666666666668,8.333333333333332,5.0,4.0,1.0,2.0,20.0,70.0,10.0,0.0,0.0,0.0,2,2,2,2,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,1.0,6.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,14.0,3,3,4,3,3,4,3,3,3,3,2,3,3,3,3,3,2,3,2,2,3,3,2,2,1,3,3,2,7.0,26.0,0.0,26.0,4.0,0.0,2.0,18.0,0.0,2.0,2.0,24.0,24.0,40.0,0.0,20.0,0.0,0.0,10.0,0,582,0,0,582,4.0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,2.0,2.0,2.0,4.0,1,3,1.0,,0.0,279.6,26.344,2.911,204.868,777.68,22.64,3.246,297.642,74776.923,2
13,18.1,3,전북,완주군,A01420,2017,1,4,4.0,1.0,6.0,1,2,3,3.0,6,3,1.0,2,1.0,0.0,2,0.0,0.0,100.0,0.0,0.0,4.0,3.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,2,2,1,2,3.0,3.0,4.0,4.0,3.0,4.0,3.0,1.0,0.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,3,3,4,3,2,3,3,3,4,4,2,3,3,3,4,3,3,4,3,2,3,4,4,3,3,3,3,3,,3.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,,,3.0,100.0,0.0,0.0,93.0,7.0,0.0,0.0,313.0,426.0,0.0,0.0,739.0,4.0,11,3,0,5,0,19,2,0,0,0,0,2,1.0,1.0,3.0,2.0,2.0,4.0,2,1,4.0,2.0,4.0,154.815,39.244,1.559,130.523,332.593,5.185,1.782,inf,14966.667,1
14,14.36,3,대전,유성구,A01420,2017,2,4,4.0,1.0,5.0,1,2,3,1.0,5,3,1.0,3,1.0,5.0,2,0.0,28.8135593220339,64.40677966101694,5.084745762711865,1.694915254237288,5.0,1.0,3.0,2.0,52.0,0.0,0.0,48.0,0.0,0.0,1,2,2,2,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,0.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,14.0,3,4,4,4,3,4,4,3,3,3,2,3,3,3,3,3,2,4,3,2,3,3,2,1,2,3,2,3,2.0,19.0,1.0,20.0,30.0,0.0,8.0,10.0,11.0,2.0,2.0,59.0,59.0,30.0,0.0,50.0,0.0,0.0,0.0,0,428,0,0,428,4.0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,2.0,2.0,2.0,4.0,2,1,4.0,1.0,0.0,103.229,49.206,-38.305,30.241,61.458,-23.542,-233.729,-5516.0,2950.0,2
15,1.925,1,경기,하남시,A01420,2017,3,4,4.0,1.0,6.0,1,3,3,2.0,6,3,1.0,1,3.0,12.0,2,56.666666666666664,26.666666666666668,16.666666666666664,0.0,0.0,4.0,2.0,2.0,1.0,50.0,0.0,0.0,0.0,0.0,50.0,2,2,2,2,4.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,0.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,14.0,4,5,4,4,5,4,5,2,2,3,3,4,2,4,5,5,3,4,4,3,4,4,3,3,4,4,3,3,7.0,30.0,0.0,30.0,2.0,0.0,5.0,3.0,20.0,2.0,2.0,30.0,30.0,0.0,0.0,80.0,0.0,0.0,20.0,760.0,970.0,0.0,0.0,1730.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,3.0,3.0,2.0,3.0,1,1,1.0,2.0,0.0,551.683,15.345,0.515,844.633,5504.327,28.365,0.69,385.366,76326.667,2
16,1.832,1,충남,홍성군,A01420,2014,3,4,4.0,1.0,10.0,1,5,3,4.0,10,3,1.0,3,3.0,3.0,2,66.66666666666666,20.0,13.333333333333334,0.0,0.0,4.0,1.0,2.0,3.0,35.0,65.0,0.0,0.0,0.0,0.0,2,2,2,2,4.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,0.01,7.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,14.0,4,5,4,4,5,4,4,2,3,3,2,3,3,4,5,5,4,3,4,4,3,4,3,3,4,4,2,3,6.0,30.0,0.0,30.0,6.0,0.0,5.0,3.0,16.0,2.0,2.0,30.0,30.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,4.0,4.0,5.0,4.0,2,3,4.0,1.0,0.0,279.6,26.344,2.911,204.868,777.68,22.64,3.246,297.642,64806.667,2
17,10.42,2,제주,제주시,A03212,2016,3,2,4.0,1.0,6.0,1,5,1,2.0,6,2,1.0,3,1.0,24.0,2,0.0,25.0,50.0,0.0,25.0,5.0,6.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.1,0.3,7.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,14.0,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,4,4,4,4,3,3,2,3,2,2,3,2,3,1.0,6.0,0.0,6.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,5.0,5.0,0.0,90.0,43.0,52.0,0.0,0.0,95.0,4.0,7,0,5,6,0,18,0,0,0,0,0,0,3.0,1.0,3.0,3.0,5.0,3.0,1,1,1.0,2.0,0.0,601.359,14.253,144.796,8.559,60.054,86.957,-165.158,-1140.625,3683.333,2
18,14.15,1,경남,거제시,A03212,2017,2,4,4.0,1.0,6.0,1,3,5,,6,3,1.0,2,1.0,13.0,2,0.0,33.33333333333333,66.66666666666666,0.0,0.0,5.0,3.0,1.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,3.0,3.0,3.0,3.0,2.0,2.0,2.0,0.1,0.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,14.0,3,3,4,3,4,4,3,3,3,3,3,4,3,3,3,2,2,3,4,3,2,2,1,2,3,2,2,1,1.0,9.0,0.0,9.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,50.0,50.0,0.0,0.0,0,42,0,0,42,4.0,4,0,0,0,0,4,0,0,0,0,0,0,3.0,2.0,3.0,2.0,2.0,4.0,2,1,4.0,,5.0,1144.97,8.029,-27.265,58.717,731.361,-199.408,-32.12,-794.0,13733.333,2
19,12.614,2,충남,부여군,A03212,2013,2,1,4.0,1.0,7.0,1,5,3,3.0,7,3,1.0,3,1.0,0.0,2,20.0,40.0,20.0,20.0,0.0,6.0,4.0,2.0,3.0,50.0,40.0,10.0,0.0,0.0,0.0,2,2,2,2,3.0,3.0,3.0,4.0,3.0,3.0,3.0,0.1,0.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,14.0,5,4,4,3,4,5,4,2,3,2,3,2,3,5,4,5,3,4,4,4,3,4,3,4,3,4,2,3,2.0,5.0,0.0,5.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,5.0,5.0,0.0,0.0,100.0,0.0,0.0,0.0,370.0,178.0,0.0,0.0,548.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,4.0,3.0,4.0,2.0,2,1,4.0,2.0,0.0,184.554,35.143,9.854,35.665,101.485,10.0,15.512,223.944,20500.0,2
20,6.839,2,경남,거제시,A03213,2003,3,1,4.0,1.0,8.0,1,3,2,2.0,8,3,1.0,1,3.0,10.0,2,0.0,37.5,37.5,12.5,12.5,4.0,6.0,2.0,3.0,59.0,0.0,41.0,0.0,0.0,0.0,2,2,2,2,4.0,3.0,3.0,3.0,3.0,3.0,3.0,0.1,0.0,8.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,14.0,4,5,4,4,5,4,5,2,3,2,2,3,3,4,5,4,3,4,3,3,4,3,3,4,3,3,2,3,1.0,8.0,0.0,8.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,8.0,8.0,0.0,0.0,0.0,100.0,0.0,0.0,0,87,0,0,87,4.0,8,0,0,4,0,12,0,0,0,0,0,0,3.0,2.0,2.0,2.0,2.0,4.0,1,4,4.0,2.0,0.0,155.118,39.198,-16.822,24.769,63.189,-10.63,-68.224,-1460.0,4012.5,2
21,10.42,3,강원,춘천시,A03220,2019,1,2,3.0,1.0,3.0,1,2,2,2.0,3,3,2.0,1,3.0,10.0,1,0.0,12.5,50.0,37.5,0.0,5.0,4.0,3.0,4.0,80.0,0.0,0.0,5.0,15.0,0.0,1,1,1,1,4.0,4.0,4.0,3.0,4.0,4.0,4.0,0.1,0.0,3.0,8.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2,4,3,2,2,4,4,3,2,2,4,4,4,3,3,3,3,4,4,3,2,2,4,2,2,2,2,2,1.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,8.0,8.0,0.0,0.0,80.0,20.0,0.0,0.0,50.0,150.0,0.0,0.0,200.0,3.0,1,0,0,0,0,1,0,0,0,5,0,5,1.0,2.0,3.0,2.0,4.0,5.0,1,3,4.0,,3.0,233.333,30.0,-1500.0,0.667,2.222,-33.333,-7200.0,-3600.0,50.0,1
22,6.839,1,경기,하남시,B06200,2013,3,2,4.0,1.0,7.0,1,3,3,1.0,7,3,1.0,1,3.0,15.0,2,25.0,25.0,50.0,0.0,0.0,4.0,6.0,2.0,3.0,70.0,0.0,30.0,0.0,0.0,0.0,2,2,2,2,3.0,3.0,3.0,4.0,3.0,4.0,3.0,0.1,0.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,14.0,5,4,4,3,4,4,5,4,3,2,3,2,3,4,4,4,4,3,4,4,3,3,4,3,4,3,3,3,1.0,4.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,100.0,0.0,0,51,0,0,51,4.0,2,0,0,0,0,2,0,0,0,0,0,0,3.0,2.0,3.0,3.0,2.0,4.0,2,1,4.0,2.0,0.0,112.346,47.093,2.647,32.946,69.959,1.852,2.941,166.667,8500.0,2
23,13.645,1,전남,나주시,B07290,2010,3,1,4.0,1.0,6.0,1,3,3,1.0,6,3,1.0,1,3.0,10.0,1,27.77777777777778,50.0,22.22222222222222,0.0,0.0,6.0,4.0,2.0,3.0,47.0,53.0,0.0,0.0,0.0,0.0,2,2,2,2,4.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,0.0,8.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,14.0,5,4,4,3,5,4,4,3,3,3,3,2,3,5,4,4,5,4,3,4,3,4,3,3,4,3,2,3,3.0,18.0,0.0,18.0,3.0,12.0,2.0,1.0,0.0,2.0,2.0,18.0,18.0,0.0,0.0,10.0,0.0,90.0,0.0,0,108,0,0,108,4.0,5,0,0,0,0,5,1,0,0,0,0,1,3.0,2.0,2.0,1.0,2.0,4.0,2,1,4.0,,5.0,105.894,48.569,5.098,89.561,184.4,9.4,7.385,276.289,20161.111,2
24,36.705,1,경기,안산시 상록구,C10121,2005,4,1,4.0,1.0,6.0,2,3,5,,6,3,1.0,1,1.0,14.0,2,9.0,18.0,73.0,0.0,0.0,6.0,7.0,2.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,2,1,1,2,3.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,7.0,3,4,4,3,3,4,4,3,3,3,4,3,4,3,3,3,4,3,3,3,3,4,4,3,3,4,3,3,,11.0,0.0,11.0,1.0,8.0,2.0,0.0,0.0,,,11.0,100.0,52.0,38.0,0.0,10.0,0.0,0.0,0.0,370.0,0.0,0.0,370.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,3.0,3.0,5.0,4.0,2,3,4.0,1.0,4.0,349.605,22.242,1.012,147.527,663.289,6.711,1.686,184.783,45827.273,2
25,11.336,2,경기,평택시,C10121,2010,3,1,4.0,1.0,6.0,1,4,5,,6,3,1.0,3,3.0,15.0,2,63.33333333333333,10.0,26.666666666666668,0.0,0.0,6.0,5.0,1.0,3.0,95.0,5.0,0.0,0.0,0.0,0.0,2,2,1,2,4.0,3.0,3.0,3.0,3.0,3.0,2.0,9.0,0.0,8.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,14.0,4,4,3,4,4,4,4,3,3,4,3,4,4,4,4,3,4,4,4,3,2,3,3,4,3,3,4,3,6.0,30.0,0.0,30.0,6.0,21.0,1.0,2.0,0.0,2.0,2.0,30.0,30.0,0.0,0.0,100.0,0.0,0.0,0.0,0,58,0,0,58,4.0,0,0,0,2,0,2,0,0,0,0,0,0,3.0,2.0,3.0,2.0,2.0,3.0,1,1,4.0,1.0,0.0,1973.671,4.822,-1.349,164.892,3419.324,-46.135,1.321,64.706,47186.667,2
26,55.41,1,경남,함안군,C10121,2014,2,1,4.0,1.0,10.0,2,3,5,,10,3,1.0,3,1.0,7.0,2,33.33333333333333,16.666666666666664,50.0,0.0,0.0,6.0,5.0,2.0,3.0,83.3,0.0,13.3,0.0,0.0,3.4,2,2,2,2,4.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,0.0,8.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,10.0,3,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,2,2,3,3,2.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,6.0,6.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,70.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.0,3.0,2.0,4.0,4.0,2,1,4.0,,3.0,164.589,37.794,7.75,86.667,229.31,17.772,10.121,673.077,86450.0,2
27,14.895,2,경기,광주시,C10122,2017,1,1,4.0,2.0,,2,4,3,3.0,6,3,1.0,2,3.0,1.0,1,28.57142857142857,14.285714285714285,57.14285714285714,0.0,0.0,6.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,100.0,2,2,2,2,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,14.0,3,4,3,3,3,4,4,3,3,4,4,4,3,4,4,4,4,4,5,3,4,3,3,3,3,4,4,3,5.0,7.0,0.0,7.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,7.0,7.0,13.0,0.0,87.0,0.0,0.0,0.0,320.0,0.0,0.0,0.0,320.0,4.0,0,0,0,1,0,1,0,0,0,0,0,0,3.0,2.0,3.0,3.0,5.0,4.0,1,3,4.0,,1.0,240.934,29.331,1.628,437.994,1493.269,24.313,2.364,414.516,155300.0,1
28,15.94,1,경기,하남시,C10122,2017,3,1,4.0,2.0,,1,3,3,3.0,6,3,1.0,2,1.0,18.0,2,70.96774193548387,6.451612903225806,22.58064516129032,0.0,0.0,3.0,4.0,3.0,2.0,0.0,0.0,0.0,100.0,0.0,0.0,2,2,2,2,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,7.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,14.0,3,3,3,3,2,3,4,3,3,3,3,3,3,4,4,4,1,4,3,3,3,3,4,4,3,3,1,3,5.0,18.0,0.0,18.0,7.0,20.0,3.0,0.0,1.0,2.0,2.0,31.0,31.0,0.0,0.0,100.0,0.0,0.0,0.0,0,52,0,0,52,4.0,0,0,0,1,0,1,0,0,0,0,0,0,3.0,2.0,4.0,3.0,4.0,3.0,1,1,4.0,1.0,5.0,32.565,75.435,10.86,324.275,429.875,46.686,11.687,4754.545,24861.111,2
29,8.55,2,경남,김해시,C10122,2004,3,1,4.0,1.0,6.0,1,2,5,,6,3,1.0,1,1.0,5.0,2,67.46987951807229,12.048192771084338,18.072289156626507,2.4096385542168677,0.0,6.0,5.0,2.0,3.0,65.0,0.0,35.0,0.0,0.0,0.0,2,2,2,2,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,7.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,11.0,4,4,3,3,3,4,4,3,4,4,3,3,3,4,4,4,4,4,4,3,4,3,3,3,3,3,3,4,7.0,82.0,0.0,82.0,10.0,53.0,5.0,5.0,10.0,2.0,2.0,83.0,83.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,200.0,4.0,4,0,0,0,0,4,0,0,0,0,0,0,1.0,1.0,2.0,2.0,4.0,4.0,2,1,4.0,,5.0,520.302,16.121,0.069,225.862,1401.029,0.96,0.72,93.631,24910.976,2
30,8.55,2,경기,계양구,C10129,2012,3,2,4.0,1.0,6.0,1,4,5,,6,3,1.0,2,1.0,10.0,2,67.44186046511628,18.6046511627907,13.953488372093023,0.0,0.0,6.0,5.0,3.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2,2,2,2,3.0,2.0,4.0,3.0,2.0,2.0,2.0,11.67,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,9.0,2,3,3,2,3,3,3,3,2,2,2,3,3,4,4,2,2,4,4,2,5,4,3,3,2,4,3,3,7.0,44.0,1.0,45.0,12.0,5.0,23.0,0.0,3.0,2.0,2.0,43.0,43.0,30.0,20.0,50.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,3000.0,4.0,0,0,0,2,0,2,0,0,0,0,0,0,3.0,2.0,3.0,4.0,5.0,4.0,1,1,4.0,1.0,0.0,148.17,40.295,3.577,298.741,741.385,26.52,3.782,1048.421,58520.0,1
31,11.067,2,전남,나주시,C10129,2016,2,1,4.0,1.0,6.0,1,3,3,4.0,6,3,1.0,3,1.0,10.0,1,71.0,0.0,20.0,9.0,0.0,7.0,6.0,2.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2,1,1,2,4.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,0.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,8.0,4,3,3,3,3,4,3,3,4,3,3,4,4,4,4,4,3,4,4,3,3,3,3,3,4,3,3,2,,35.0,0.0,35.0,6.0,25.0,4.0,0.0,0.0,,,35.0,100.0,90.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,200.0,0.0,200.0,3.0,1,0,0,0,0,1,0,0,0,0,0,0,3.0,2.0,3.0,3.0,6.0,4.0,1,1,4.0,,4.0,338.635,22.798,2.496,159.739,700.67,17.489,2.74,684.783,32851.429,2
32,11.067,2,충남,천안시 서북구,C10129,2001,3,1,4.0,1.0,10.0,1,2,3,3.0,10,3,1.0,3,1.0,0.0,2,0.0,17.0,83.0,0.0,0.0,2.0,1.0,2.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2,2,1,2,4.0,4.0,3.0,3.0,4.0,4.0,3.0,10.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,5.0,3,3,4,4,2,3,3,3,4,3,2,3,3,4,4,3,2,3,3,4,4,3,2,2,3,2,2,2,,39.0,0.0,39.0,7.0,23.0,4.0,5.0,0.0,,,39.0,100.0,50.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,2.0,2.0,2.0,6.0,5.0,2,1,4.0,,5.0,941.207,9.604,-2.963,94.019,978.937,-29.003,1.448,39.416,38253.846,2
33,52.931,2,충남,서산시,C10129,2011,3,1,4.0,1.0,6.0,1,3,3,1.0,6,3,1.0,1,1.0,14.0,2,75.0,16.666666666666664,8.333333333333332,0.0,0.0,6.0,2.0,1.0,3.0,90.0,0.0,10.0,0.0,0.0,0.0,2,2,2,2,4.0,4.0,3.0,4.0,4.0,4.0,3.0,10.0,0.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,14.0,4,4,3,3,3,3,3,3,3,4,3,3,3,4,4,5,3,4,5,4,3,3,3,2,3,3,3,3,2.0,12.0,0.0,12.0,3.0,9.0,0.0,0.0,0.0,2.0,2.0,12.0,12.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,0,0,2,0,2,0,0,0,0,0,0,3.0,2.0,5.0,5.0,6.0,3.0,1,1,4.0,,0.0,338.384,22.811,3.867,62.558,274.242,10.606,-6.446,-218.75,4525.0,2
34,8.55,2,경남,김해시,C10129,1993,4,1,4.0,1.0,10.0,1,2,5,,10,3,1.0,2,1.0,7.0,1,43.67816091954023,33.33333333333333,22.988505747126435,0.0,0.0,6.0,5.0,2.0,3.0,37.0,0.0,58.0,0.0,0.0,5.0,2,2,2,2,4.0,4.0,4.0,4.0,4.0,4.0,4.0,10.0,0.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,11.0,3,4,4,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,3,3,3,3,3,3,7.0,92.0,0.0,92.0,12.0,53.0,4.0,0.0,18.0,2.0,2.0,87.0,87.0,70.0,0.0,0.0,0.0,0.0,0.0,900,150,0,0,"1,050",4.0,9,0,0,10,0,19,0,0,0,0,0,0,3.0,2.0,3.0,3.0,2.0,4.0,2,1,4.0,,5.0,315.065,24.093,1.072,75.889,314.99,3.376,3.475,121.521,40976.087,2
