법인|개인,가중치,벤처확인 유형,회사주소_시(도),회사주소_구(군),한국표준산업분류(KSIC)코드_10차,창업년도,기업성장단계,제조 및 비제조,상장여부 및 향후계획,상장년도,상장거래소,대표이사_창업자여부,13_대표이사_연령_법인,14_대표이사_최종학력_법인,141_대표이사_전공_법인,141_대표이사_전공_기타_법인,15_대표이사_이전근무지_법인,창업자 성별,창업 당시 창업자 연령,창업 당시 창업자 최종학력,창업 당시 창업자 전공,창업 직전 근무지,창업방식,단독창업 여부,창업자 역할,창업 당시 목표시장,창업 당시 창업자 실무경험 년수(년),창업자 과거창업 경험 여부,학력별 인력구성_고졸이하,학력별 인력구성_전문대졸,학력별 인력구성_대졸,학력별 인력구성_석사,학력별 인력구성_박사,현재 구인하기 어려운 직무(1순위),현재 구인하기 어려운 직무(2순위),현재 구인하기 어려운 직급(1순위),현재 구인하기 어려운 직급(2순위),지분구조(퍼센트)_창업자,지분구조(퍼센트)_임직원,지분구조(퍼센트)_가족,지분구조(퍼센트)_벤처캐피털 및 기관투자자,지분구조(퍼센트)_엔젤 및 액셀러레이터,지분구조(퍼센트)_개인투자자,1_지분_합계_법인,21_재무상태표_2017년_자산총계_공통,21_재무상태표_2018년_자산총계_공통,22_재무상태표_2017년_부채총계_공통,22_재무상태표_2018년_부채총계_공통,23_재무상태표_2017년_자본총계_공통,23_재무상태표_2018년_자본총계_공통,31_2017년_매출액_공통,31_2018년_매출액_공통,32_2017년_영업이익_공통,32_2018년_영업이익_공통,33_2017년_금융비용_공통,33_2018년_금융비용_공통,34_2017년_당기순이익_공통,34_2018년_당기순이익_공통,매출구조(퍼센트)_(B2B)대기업 또는 대기업그룹사 소속사,매출구조(퍼센트)_(B2B)(대기업에 납품하는 1_2차 벤더),매출구조(퍼센트)_(B2B)(중소기업 및 벤처기업),매출구조(퍼센트)_(B2C)소비자 매출,매출구조(퍼센트)_(B2G)정부 포함 공공부문 매출,매출구조(퍼센트)_해외,4_매출_합계_공통,연구개발(RnD)자금(출연금)_경험여부,융자(정책자금)_경험여부,보증서지원_경험여부,기타지원_경험여부,6_신규자금조달규모_법인,6_신규자금조달_기업공개(IPO)_법인,6_신규자금조달_캐피탈_법인,6_신규자금조달_회사채_법인,6_신규자금조달_정부지원금_법인,6_신규자금조달_은행_법인,6_신규자금조달_기타_법인,6_신규자금조달_합계_법인,투자처별 투자액(백만원)_국내설비,투자처별 투자액(백만원)_국내연구개발(RnD),투자처별 투자액(백만원)_해외,투자처별 투자액(백만원)_기타,투자처별 투자액(백만원)_합계,8_스톡옵션상황_법인,주력기술과 4차 산업혁명 관련 여부,11_분야별주력제품관련성_0_공통,11_분야별주력제품관련성_1_공통,11_분야별주력제품관련성_2_공통,현재 등록보유 산업재산권(건)_특허권,현재 등록보유 산업재산권(건)_실용신안권,현재 등록보유 산업재산권(건)_디자인권,현재 등록보유 산업재산권(건)_상표권,현재 등록보유 산업재산권(건)_해외,현재 등록보유 산업재산권(건)_합계,현재 출원중 산업재산권(건)_특허권,현재 출원중 산업재산권(건)_실용신안권,현재 출원중 산업재산권(건)_디자인권,현재 출원중 산업재산권(건)_상표권,현재 출원중 산업재산권(건)_해외,현재 출원중 산업재산권(건)_합계,획득하고 있는 해외특허나 국제규격,제품 및 서비스 구조,세계 유일기술 보유여부,세계 최고수준 기업과 비교시 기술력 수준,국내 최고수준 기업과 비교시 기술력 수준,기술연구소나 연구개발 전담부서 보유여부,경쟁사 대비 현황_개발역량,경쟁사 대비 현황_제조역량,경쟁사 대비 현황_마케팅역량,경쟁전략초점_원가우위 수준,경쟁전략초점_제품 고부가가치화 수준,비즈니스 모델_명확한 정리정도,비즈니스 모델_혁신정도,4_장기적성장전망성_법인,1_자체브랜드보유여부_공통,영업 및 마케팅 방식,주력제품 국내 시장점유율(퍼센트),주력제품 해외 시장점유율(퍼센트),4_글로벌사업방식_법인,해외수출 및 진출과정 애로사항(1순위),해외수출 및 진출과정 애로사항(2순위),크라우드 펀딩 경험여부,엔젤투자자 혹은 액셀러레이터 투자 경험여부,벤처캐피털(투자조합포함) 투자 경험여부,인수합병의향,인수합병응할의향,인수합병 환경개선을 위한 필요사항(1순위),인수합병 환경개선을 위한 필요사항(2순위),기업간 거래시 애로사항(1순위),4_기업간거래시주요애로사항_2순위_법인,벤처확인제도 혜택_기술개발 촉진효과,벤처확인제도 혜택_기업 이미지 제고 등 광고효과,벤처확인제도 혜택_세제혜택 효과,벤처확인제도 혜택_우수인력 확보에 유리,벤처확인제도 혜택_입지 선정 시 유리,벤처확인제도 혜택_자금조달 및 투자 유인효과,벤처확인제도 혜택_정부지원제도 참여에 유리,벤처확인제도 혜택_창업 관련 규제 완화 효과,현재 벤처인프라 수준_인수합병(MnA) 활성화를 위한 제도개선,현재 벤처인프라 수준_벤처관련 규제완화,현재 벤처인프라 수준_창업 및 기업가적 능력개발을 위한 교육,현재 벤처인프라 수준_기업가정신을 고취하는 사회분위기,현재 벤처인프라 수준_벤처투자 활성화,31_실천하고있는사회적책임_0_법인,31_실천하고있는사회적책임_1_법인,32_향후사회적책임실천할계획여부_법인,경영상 애로사항_신기술 개발,경영상 애로사항_개발된 기술의 사업화,경영상 애로사항_국내 판로개척,경영상 애로사항_해외시장 개척,경영상 애로사항_필요인력의 확보 및 유지관리,경영상 애로사항_자금조달_운용 등 자금관리,경영상 애로사항_기술유출 및 디자인_상표 도용,경영상 애로사항_업계내의 과당경쟁 및 덤핑,경영상 애로사항_법률_회계_세무 관련 지식부족,경영상 애로사항_조직관리,경영상 애로사항_환율변동,경영상 애로사항_특허분쟁,경영상 애로사항_각종규제,경영상 애로사항_산-학-연 간 협력활동,경영상 애로사항_불공정한 시장질서,매출규모,정규직합계,비정규직합계,총종사자합계,인력구성(관리),인력구성(생산),인력구성(영업),인력구성(RnD),인력구성(기타),직종별 부족인원_관리,직종별 부족인원_생산,직종별 부족인원_영업,직종별 부족인원_연구개발(RnD),직종별 부족인원_기타,직종별 부족인원_합계,학력별 인력구성_합계,2019년 자산(백만원),2019년 부채(백만원),2019년 자본(백만원),2019년 매출액(백만원),2019년 영업이익(백만원),2019년 금융비용(백만원),2019년 당기순이익(백만원),인수합병(MnA) 경험여부,피인수합병 경험여부,인력구성(합계)
법인,45.07,4,경기,성남시,J58221,2014,2,4,4.0,,,1.0,,,,,5.0,1,2,3,1.0,5,3,1.0,1,1.0,5.0,2,1.0,1.0,5.0,1.0,0.0,5.0,4.0,2.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,1.0,0.0,,4.0,3.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,14.0,,3,4,3,4,3,3,4,4,4,4,4,4,4,,,,4,4,4,4,5,5,3,4,3,3,3,3,3,3,3,1.0,6.0,0.0,6.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,286,20,265,340,-98,0,73,2.0,2.0,8.0
법인,8.379,4,서울,금천구,J58221,1991,4,4,4.0,,,2.0,67.0,1.0,3.0,,4.0,1,2,3,2.0,6,1,1.0,1,1.0,3.0,2,5.0,11.0,73.0,11.0,0.0,5.0,3.0,2.0,1.0,0.0,93.0,0.0,0.0,0.0,8.0,100.0,6265.0,7215.0,5033.0,5866.0,1232.0,1349.0,7906.0,6418.0,-456.0,335.0,177.0,219.0,57.0,117.0,40.0,0.0,0.0,0.0,60.0,0.0,100.0,2,2,1,2,600.0,0.0,0.0,0.0,30.0,70.0,0.0,100.0,0.0,1250.0,0.0,0.0,1250.0,4.0,1.0,4.0,,,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,0.0,4.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,12.0,3,3,4,4,3,3,3,4,3,4,3,3,4,5.0,,1.0,3,3,4,3,3,3,4,4,3,3,2,3,3,4,3,,70.0,4.0,74.0,23.0,9.0,0.0,30.0,12.0,,,,,,,,,,,,,,,,,74.0
법인,34.316,1,경기,부천시,J58221,2014,2,4,4.0,,,1.0,,,,,6.0,1,2,3,1.0,6,3,1.0,3,1.0,0.0,2,36.0,9.0,46.0,9.0,0.0,5.0,4.0,1.0,2.0,93.0,0.0,7.0,0.0,0.0,0.0,100.0,1449.0,1623.0,941.0,916.0,508.0,707.0,5954.0,5800.0,93.0,141.0,3.0,6.0,153.0,149.0,0.0,0.0,17.0,82.0,1.0,0.0,100.0,2,1,2,2,170.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,205.0,0.0,0.0,205.0,4.0,1.0,5.0,12.0,15.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,10.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,9.0,11.0,2,3,3,2,4,4,4,2,3,3,3,2,3,7.0,,2.0,5,5,5,4,1,2,2,2,2,1,1,3,3,3,2,,14.0,0.0,14.0,2.0,0.0,1.0,9.0,2.0,,,,,,,,,,,,,,,,,14.0
법인,3.294,4,서울,강남구,J58221,2013,4,4,1.0,2014.0,2.0,1.0,,,,,6.0,1,2,2,1.0,6,3,1.0,1,1.0,5.0,2,0.0,0.0,97.0,3.0,0.0,4.0,3.0,1.0,3.0,0.0,34.0,0.0,0.0,1.0,65.0,100.0,71381.0,68350.0,24187.0,16825.0,47194.0,51525.0,25753.0,21203.0,-3181.0,2755.0,349.0,253.0,-3749.0,-49.0,0.0,20.0,78.0,0.0,0.0,2.0,100.0,2,2,1,2,113.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,2466.0,0.0,0.0,2466.0,1.0,1.0,16.0,,,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,1.0,3.0,10.0,0.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,3.0,3,3,4,3,3,3,3,4,3,3,4,3,4,5.0,,2.0,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,,93.0,7.0,100.0,83.0,7.0,5.0,0.0,5.0,,,,,,,,,,,,,,,,,100.0
법인,6.69,2,서울,구로구,J58221,2001,4,2,4.0,,,2.0,,,,,,1,3,2,1.0,5,3,1.0,1,3.0,10.0,2,14.0,26.0,36.0,3.0,0.0,5.0,3.0,2.0,3.0,93.9,0.0,6.1,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,5.0,4.0,4.0,4.0,,,,8.0,0.0,,7.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,14.0,,3,4,4,4,3,4,4,3,4,4,4,4,4,,,,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,6.0,60.0,0.0,60.0,21.0,25.0,6.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,6423,817,5607,12392,1018,0,1078,2.0,2.0,79.0
법인,8.379,2,서울,영등포구,J58221,2005,3,3,4.0,,,1.0,,,,,6.0,1,2,3,1.0,6,3,1.0,3,1.0,3.0,2,0.0,0.0,86.0,14.0,0.0,5.0,3.0,1.0,2.0,44.0,7.0,0.0,0.0,0.0,49.0,100.0,22980.0,24762.0,9481.0,9413.0,13499.0,15349.0,8008.0,8041.0,1758.0,2017.0,190.0,240.0,1466.0,1910.0,0.0,86.0,14.0,0.0,0.0,0.0,100.0,2,2,2,2,480.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,15.0,517.0,0.0,0.0,532.0,4.0,2.0,,,,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,1.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,12.0,3,4,3,3,3,4,4,3,3,3,4,3,4,5.0,,2.0,3,3,3,3,4,4,3,4,2,3,2,3,4,4,4,,51.0,2.0,53.0,27.0,4.0,0.0,22.0,0.0,,,,,,,,,,,,,,,,,53.0
법인,13.84,2,경기,성남시,J58221,1999,4,1,4.0,,,1.0,,,,,5.0,1,5,2,1.0,5,3,1.0,2,1.0,5.0,2,0.0,4.0,14.0,2.0,1.0,5.0,3.0,1.0,3.0,60.0,0.0,0.0,0.0,0.0,40.0,,,,,,,,,,,,,,,,,,,,,,,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,2.0,3.0,3.0,2.0,3.0,,,,3.0,0.0,,8.0,3.0,2.0,2.0,2.0,2.0,2.0,6.0,4.0,4.0,,4,4,3,3,4,5,5,4,3,4,2,3,4,,,,3,5,4,3,5,4,1,1,3,2,1,1,1,1,1,4.0,21.0,0.0,21.0,2.0,2.0,4.0,5.0,8.0,0.0,1.0,0.0,1.0,1.0,3.0,21.0,2603,866,1736,3741,151,35,121,2.0,2.0,21.0
법인,3.294,2,경기,성남시 분당구,J58221,2011,4,1,1.0,2011.0,2.0,1.0,,,,,6.0,1,3,3,3.0,6,3,1.0,3,1.0,3.0,2,0.0,10.0,87.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,0.0,0.0,5.0,24.0,67.0,100.0,127626.0,148301.0,36753.0,46763.0,90873.0,101538.0,67235.0,66605.0,8092.0,10560.0,966.0,1347.0,8649.0,10805.0,65.0,10.0,10.0,0.0,10.0,5.0,100.0,2,1,2,2,21200.0,0.0,0.0,85.0,8.0,7.0,0.0,100.0,0.0,8361.0,0.0,0.0,8361.0,3.0,1.0,11.0,13.0,15.0,96.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,10.0,1.0,1.0,5.0,7.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,4.0,3,4,4,3,3,3,4,3,4,4,3,3,3,2.0,5.0,2.0,3,4,4,3,3,4,4,4,3,3,4,5,4,5,4,,334.0,48.0,382.0,32.0,62.0,0.0,277.0,11.0,,,,,,,,,,,,,,,,,382.0
법인,62.606,2,서울,송파구,J58221,2001,3,1,4.0,,,1.0,,,,,5.0,1,2,3,1.0,5,1,1.0,1,1.0,0.0,2,0.0,0.0,100.0,0.0,0.0,5.0,2.0,2.0,1.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,634.0,656.0,436.0,407.0,198.0,249.0,363.0,378.0,50.0,57.0,8.0,11.0,47.0,51.0,80.0,3.0,12.0,0.0,5.0,0.0,100.0,2,2,1,2,280.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,328.0,0.0,0.0,328.0,4.0,1.0,11.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,0.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,2.0,4.0,4,3,3,4,4,3,3,3,3,4,3,4,4,7.0,,1.0,3,3,4,3,3,4,3,3,3,4,3,3,4,4,3,,5.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,5.0
법인,8.379,4,서울,구로구,J58221,2000,3,4,4.0,,,1.0,,,,,8.0,1,2,1,1.0,8,3,1.0,1,1.0,8.0,1,0.0,0.0,94.0,4.0,2.0,3.0,5.0,1.0,2.0,53.0,0.0,0.0,0.0,25.0,22.0,100.0,14005.0,15214.0,1061.0,1101.0,12944.0,14113.0,5333.0,5516.0,2028.0,1210.0,105.0,177.0,2028.0,1187.0,0.0,10.0,85.0,0.0,0.0,5.0,100.0,2,2,2,2,60.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,2045.0,0.0,0.0,2045.0,4.0,2.0,,,,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,5.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,3,3,4,4,3,4,4,3,3,4,4,3,4,4.0,,2.0,3,3,4,3,3,4,4,3,3,3,4,3,4,3,3,,57.0,0.0,57.0,7.0,0.0,0.0,50.0,0.0,,,,,,,,,,,,,,,,,57.0
법인,3.294,4,경기,성남시 분당구,J58221,1999,4,4,4.0,,,2.0,49.0,3.0,1.0,,6.0,1,2,3,1.0,5,3,1.0,1,1.0,9.0,2,10.0,16.0,71.0,3.0,0.0,4.0,3.0,2.0,1.0,7.0,16.0,0.0,0.0,52.0,25.0,100.0,21205.0,24358.0,2819.0,3022.0,18386.0,21336.0,15313.0,14642.0,700.0,1836.0,74.0,416.0,556.0,2960.0,30.0,3.0,6.0,0.0,60.0,1.0,100.0,2,1,2,2,1874.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,821.0,0.0,0.0,821.0,4.0,1.0,11.0,13.0,15.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,40.0,20.0,1.0,3.0,5.0,2.0,1.0,2.0,2.0,2.0,3.0,4.0,12.0,3.0,3,4,4,4,3,3,4,4,4,4,4,3,3,4.0,,2.0,3,3,3,4,3,3,3,3,4,4,4,4,3,3,3,,180.0,5.0,185.0,15.0,25.0,135.0,0.0,10.0,,,,,,,,,,,,,,,,,185.0
법인,11.37,2,서울,영등포구,J58221,2000,4,4,4.0,,,1.0,,,,,4.0,1,2,2,1.0,4,3,1.0,1,3.0,9.0,2,6.0,13.0,67.0,8.0,6.0,5.0,1.0,2.0,1.0,55.0,0.0,6.0,0.0,0.0,40.0,100.0,6155.0,6409.0,4300.0,4793.0,1855.0,1616.0,4958.0,5872.0,297.0,-159.0,110.0,123.0,219.0,-238.0,40.0,0.0,47.0,1.0,6.0,6.0,100.0,1,1,2,2,1127.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,189.0,0.0,0.0,189.0,1.0,1.0,5.0,7.0,13.0,4.0,0.0,0.0,6.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,1.0,3.0,30.0,0.0,1.0,4.0,6.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,11.0,12.0,2,2,2,2,2,2,2,2,2,2,2,2,2,7.0,,2.0,2,2,4,4,3,4,3,4,2,3,3,3,3,3,4,,49.0,0.0,49.0,7.0,0.0,5.0,19.0,18.0,,,,,,,,,,,,,,,,,49.0
법인,34.316,4,경기,용인시 수지구,J58221,2003,3,4,4.0,,,1.0,,,,,6.0,1,3,3,3.0,6,3,1.0,4,1.0,2.0,2,10.0,10.0,80.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,3247.0,3513.0,788.0,1005.0,2459.0,2509.0,1473.0,2125.0,49.0,164.0,22.0,20.0,245.0,160.0,20.0,0.0,80.0,0.0,0.0,0.0,100.0,2,2,2,2,35.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,20.0,298.0,0.0,0.0,318.0,4.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,1.0,10.0,0.0,4.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,4.0,4,4,3,3,3,3,3,3,3,3,3,3,3,7.0,,1.0,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,,17.0,0.0,17.0,0.0,6.0,4.0,7.0,0.0,,,,,,,,,,,,,,,,,17.0
법인,11.37,2,서울,송파구,J58221,2003,4,4,4.0,,,1.0,,,,,4.0,1,2,1,1.0,4,2,1.0,1,1.0,8.0,2,0.0,0.0,70.0,10.0,20.0,5.0,2.0,1.0,2.0,0.0,0.0,65.0,0.0,20.0,15.0,100.0,4909.0,5226.0,2965.0,3194.0,1944.0,2032.0,5748.0,5154.0,309.0,165.0,46.0,68.0,116.0,88.0,0.0,50.0,30.0,0.0,20.0,0.0,100.0,1,1,2,2,720.0,0.0,46.0,0.0,54.0,0.0,0.0,100.0,0.0,180.0,0.0,0.0,180.0,3.0,1.0,19.0,,,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,1.0,7.0,0.0,4.0,4.0,8.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,3.0,4,4,4,4,4,4,4,3,4,4,4,4,3,4.0,3.0,1.0,3,3,4,3,3,4,4,3,3,4,3,3,3,4,4,,35.0,0.0,35.0,21.0,3.0,11.0,0.0,0.0,,,,,,,,,,,,,,,,,35.0
법인,3.294,2,서울,송파구,J58221,2014,3,1,1.0,2017.0,2.0,1.0,,,,,5.0,1,2,3,3.0,5,3,2.0,4,3.0,1.0,2,0.0,5.0,85.0,7.0,3.0,5.0,2.0,2.0,1.0,50.0,10.0,0.0,0.0,0.0,40.0,100.0,21838.0,24698.0,2905.0,1925.0,18933.0,22773.0,20574.0,24951.0,379.0,2790.0,131.0,3.0,-2226.0,2738.0,20.0,31.0,10.0,20.0,18.0,1.0,100.0,2,2,2,2,,,,,,,,,100.0,1500.0,0.0,0.0,1600.0,4.0,1.0,5.0,12.0,18.0,10.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,1.0,3.0,33.0,1.0,1.0,8.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,11.0,9.0,2,4,4,3,2,2,4,3,2,2,3,1,2,3.0,4.0,2.0,3,5,4,5,5,3,3,4,3,3,2,2,2,2,4,,190.0,0.0,190.0,150.0,7.0,13.0,10.0,10.0,,,,,,,,,,,,,,,,,190.0
법인,62.606,2,대전,서구,J58221,2015,1,2,3.0,,,1.0,,,,,5.0,1,4,2,1.0,5,3,2.0,3,3.0,10.0,1,0.0,25.0,25.0,25.0,25.0,2.0,4.0,2.0,1.0,99.0,1.0,0.0,0.0,0.0,0.0,100.0,230.0,408.0,151.0,314.0,79.0,93.0,52.0,100.0,-106.0,-226.0,2.0,4.0,11.0,14.0,0.0,0.0,80.0,20.0,0.0,0.0,100.0,1,2,1,1,100.0,0.0,0.0,0.0,31.0,35.0,34.0,100.0,0.0,231.0,0.0,40.0,271.0,3.0,2.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,0.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,4.0,2.0,3,2,3,3,2,2,3,3,3,4,3,3,3,7.0,,1.0,4,5,3,4,4,3,2,3,3,4,3,4,4,4,4,,4.0,0.0,4.0,1.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,4.0
법인,3.294,2,서울,구로구,J58221,2002,3,4,4.0,,,1.0,,,,,5.0,1,2,3,4.0,5,3,1.0,1,1.0,0.0,2,0.0,0.0,90.0,10.0,0.0,3.0,7.0,1.0,2.0,70.0,23.0,0.0,0.0,7.0,0.0,100.0,9556.0,10248.0,8830.0,8957.0,726.0,1291.0,13128.0,15680.0,511.0,641.0,284.0,291.0,229.0,366.0,65.0,0.0,25.0,0.0,10.0,0.0,100.0,2,1,1,2,430.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,1927.0,0.0,0.0,1927.0,4.0,1.0,11.0,13.0,15.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,0.0,4.0,3.0,6.0,2.0,1.0,2.0,2.0,2.0,3.0,5.0,4.0,2.0,3,3,3,3,4,4,3,4,3,3,4,3,3,3.0,,2.0,3,3,4,4,3,4,3,4,4,3,3,3,4,3,3,,93.0,9.0,102.0,21.0,8.0,0.0,37.0,36.0,,,,,,,,,,,,,,,,,102.0
법인,62.606,2,서울,성동구,J58221,2011,2,1,4.0,,,1.0,,,,,7.0,1,3,3,1.0,7,3,2.0,1,1.0,10.0,1,0.0,0.0,100.0,0.0,0.0,4.0,5.0,2.0,1.0,74.0,0.0,0.0,0.0,2.0,24.0,100.0,930.0,1064.0,716.0,846.0,214.0,218.0,712.0,408.0,24.0,23.0,16.0,21.0,9.0,4.0,0.0,70.0,0.0,0.0,30.0,0.0,100.0,1,2,2,2,10.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,161.0,0.0,0.0,161.0,3.0,2.0,,,,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,5.0,0.0,4.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,8.0,11.0,3,4,3,3,3,4,4,4,1,1,1,1,1,7.0,,1.0,4,5,5,5,5,5,2,4,3,4,1,1,3,4,5,,6.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,6.0
법인,11.37,2,서울,금천구,J58221,2004,4,4,4.0,,,1.0,,,,,6.0,1,2,3,1.0,6,3,1.0,1,1.0,2.0,2,0.0,27.0,73.0,0.0,0.0,4.0,3.0,2.0,1.0,0.0,69.0,0.0,0.0,0.0,31.0,100.0,3429.0,3634.0,2337.0,2494.0,1092.0,1140.0,2628.0,2045.0,160.0,268.0,71.0,74.0,88.0,48.0,65.0,0.0,15.0,0.0,20.0,0.0,100.0,2,2,2,2,450.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,441.0,0.0,0.0,441.0,3.0,1.0,11.0,13.0,15.0,5.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,3.0,1.0,0.0,4.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,3.0,5.0,12.0,3.0,3,3,3,3,4,4,4,4,3,3,4,4,4,5.0,,1.0,3,3,4,4,4,3,3,4,3,4,3,4,4,4,3,,42.0,3.0,45.0,8.0,5.0,5.0,24.0,3.0,,,,,,,,,,,,,,,,,45.0
