주력제품 해외 시장점유율(퍼센트),주력제품 국내 시장점유율(퍼센트),매출구조비율(중소기업),매출구조비율(글로벌),총자산회전율,자기자본비율,부채비율,순이익률,등록보유(특허권),창업 당시 창업자 최종학력,창업 당시 목표시장,기업성장단계,해외수출 및 진출과정 애로사항,Exit
0.0,10.0,100.0,0.0,346.734,28.894,246.087,3.333,0,3,1,2,2,0
0.0,3.0,70.0,30.0,60.277,32.016,212.346,-41.639,7,3,3,3,7,0
0.0,0.1,0.0,88.0,132.994,22.122,352.042,2.618,28,2,1,4,5,0
0.0,50.0,20.0,20.0,66.98,40.317,148.036,5.036,13,5,1,4,1,0
1.0,10.0,50.0,50.0,113.803,42.124,137.397,2.276,6,3,3,4,2,0
0.0,0.5,100.0,0.0,157.147,51.028,95.97,4.008,0,3,1,4,1,0
0.01,1.0,80.0,20.0,76.678,20.46,388.752,2.342,4,3,1,4,3,0
0.1,5.0,70.0,30.0,17.928,90.513,10.482,-254.158,8,1,3,3,1,1
0.3,5.0,64.0,36.0,7.333,43.923,127.672,-154.888,11,1,3,3,3,0
1.0,5.0,0.0,85.0,137.763,-0.833,-6045.455,-3.605,12,2,1,3,4,1
5.0,10.0,61.0,24.0,33.026,42.396,135.869,-68.987,116,1,1,4,2,1
0.1,5.0,90.0,10.0,26.635,1.313,7515.094,-447.442,15,1,3,2,4,0
1.0,20.0,50.0,50.0,119.286,41.421,141.422,1.857,3,3,3,4,2,0
0.1,5.0,37.0,20.0,98.039,27.276,266.624,3.13,41,1,3,3,2,0
5.0,10.0,50.0,50.0,44.269,22.846,337.715,24.591,1,3,3,2,3,0
1.0,5.0,15.0,85.0,138.931,22.553,343.402,5.374,47,3,3,3,4,0
1.0,5.0,0.0,85.0,160.3,17.199,481.43,11.209,25,2,1,3,4,0
0.5,10.0,61.0,24.0,37.604,49.291,102.875,-33.73,117,1,1,4,2,1
0.01,5.0,32.0,22.0,77.966,38.112,162.387,0.743,25,1,3,3,3,0
0.0,2.0,64.0,0.0,57.561,20.929,377.812,3.615,8,3,3,3,2,0
0.1,5.0,0.0,55.0,48.828,61.042,63.821,1.548,40,1,3,4,3,1
0.01,1.0,55.0,15.0,60.722,13.354,648.832,-13.852,9,3,3,3,2,0
2.0,10.0,80.0,20.0,3.188,97.247,2.831,-764.625,5,1,3,3,4,1
3.0,30.0,5.0,35.0,117.93,29.258,241.783,2.004,5,2,3,3,1,0
0.1,1.0,0.0,0.0,51.601,19.579,410.755,10.005,10,3,3,4,5,0
5.0,20.0,38.0,32.0,55.673,72.088,38.719,14.404,1,5,1,3,5,0
0.0,0.01,100.0,0.0,4.372,79.884,25.181,-465.419,47,1,3,3,4,1
0.0,10.0,100.0,0.0,251.899,34.684,188.321,2.211,0,3,1,2,3,0
0.0,30.0,60.0,0.0,106.5,12.46,702.562,0.876,9,1,3,3,7,1
0.1,5.0,35.0,22.0,78.445,30.18,231.344,-13.32,27,1,3,3,2,0
5.0,10.0,61.0,24.0,28.312,49.068,103.798,-28.625,116,2,1,3,2,1
1.0,5.0,32.0,68.0,92.129,81.704,22.393,24.355,34,2,2,3,7,0
0.0,0.01,100.0,0.0,9.96,63.577,57.29,-376.095,47,1,3,3,5,1
0.0,11.0,100.0,0.0,166.117,22.843,337.778,3.285,0,3,1,2,3,0
0.01,5.0,23.0,67.0,10.811,59.985,66.707,-109.73,20,1,3,3,7,1
1.0,3.0,100.0,0.0,52.282,56.655,76.507,9.335,8,2,3,4,4,1
0.0,0.1,60.0,0.0,10.685,-55.555,-280.003,-367.328,12,1,3,3,2,0
5.0,20.0,25.0,15.0,89.661,30.933,223.282,-17.454,2,1,3,3,7,0
0.05,0.5,80.0,0.0,29.881,-167.53,-159.68,-306.162,5,1,3,2,3,0
20.0,10.0,46.3,22.5,124.904,40.645,146.013,5.257,7,3,3,3,7,0
0.0,3.4,82.0,18.0,121.211,34.552,189.416,7.744,0,3,3,4,2,0
1.0,2.0,70.0,0.0,3.288,-161.317,-161.99,-1739.26,4,1,3,4,2,0
1.0,5.0,45.0,30.0,143.904,40.978,144.031,12.161,1,3,3,4,8,0
0.01,10.0,50.0,50.0,83.072,65.458,52.769,3.001,2,2,3,3,3,0
0.0,12.0,5.0,95.0,11.96,41.425,141.396,-327.08,53,1,3,3,3,1
0.0,10.0,0.0,10.0,92.828,40.799,145.103,6.533,5,3,2,3,7,0
0.0,10.0,70.0,5.0,100.206,45.742,118.619,10.212,96,3,1,3,7,0
0.01,1.0,40.0,30.0,78.11,9.448,958.454,-20.46,188,3,1,4,3,0
0.02,7.0,76.0,19.0,143.904,40.978,144.031,12.161,37,1,3,3,3,0
0.0,45.0,0.0,0.0,15.427,93.75,6.671,-76.547,2,1,3,2,2,0
0.0,2.0,43.0,48.0,81.286,15.232,556.508,2.261,8,1,1,4,1,0
0.01,3.0,19.4,19.8,62.339,92.403,8.221,5.754,17,1,3,4,5,1
0.0,1.0,20.0,0.0,59.234,61.124,63.603,7.512,2,1,1,4,2,0
0.01,5.0,21.05,78.45,126.827,72.936,37.107,7.553,37,3,3,4,7,0
5.0,20.0,0.0,0.0,47.902,71.383,40.09,19.293,5,5,1,3,3,0
10.0,1.0,20.0,20.0,64.812,78.375,27.591,19.721,7,1,3,4,7,1
1.0,10.0,20.0,0.0,124.912,40.648,146.013,5.257,1,3,3,4,3,0
0.0,10.0,42.0,58.0,15.805,52.395,90.857,25.171,70,1,3,3,8,0
0.1,0.5,5.0,10.0,19.393,49.6,101.611,-5.495,14,1,3,2,8,0
0.0,10.0,20.0,80.0,1.407,33.089,202.218,-1739.26,25,1,3,2,5,0
0.1,1.0,80.0,5.0,21.36,11.62,760.581,0.226,0,3,3,4,2,0
0.1,10.0,100.0,0.0,29.678,35.793,179.384,-56.159,12,1,3,3,2,1
0.0,5.0,40.0,20.0,28.093,37.5,166.667,-308.257,8,1,3,2,4,0
0.01,0.1,100.0,0.0,122.703,42.465,135.486,6.194,3,2,3,3,3,0
0.0,11.0,45.0,28.0,204.485,18.781,432.463,1.576,9,3,1,2,3,0
0.1,25.0,50.0,0.0,66.98,40.317,148.036,5.036,4,5,3,4,8,0
0.0,2.53,100.0,0.0,4.903,83.415,19.882,-944.363,0,1,3,4,2,1
0.0,7.0,10.0,60.0,157.747,17.383,475.155,-15.868,26,2,1,4,4,0
1.0,3.0,55.0,15.0,109.852,85.136,17.459,12.97,8,1,3,3,6,0
3.0,10.0,40.0,60.0,23.335,47.388,111.025,-79.608,6,1,3,3,8,1
0.1,7.76,70.0,30.0,38.266,26.386,278.995,4.613,14,3,3,4,5,0
0.1,20.0,100.0,0.0,83.072,65.458,52.769,3.001,3,3,3,4,7,0
0.0,1.0,10.0,0.0,163.907,70.09,42.673,1.927,1,3,3,3,8,0
1.0,5.0,57.5,42.3,63.945,77.945,28.296,18.361,54,3,2,4,7,0
5.0,10.0,37.0,20.0,45.597,61.61,62.311,23.407,0,2,3,4,5,1
1.0,45.0,60.0,20.0,50.664,51.257,95.094,16.584,26,2,3,3,7,0
0.0,0.01,0.0,60.0,0.147,98.821,1.193,-1739.26,6,1,1,1,2,0
0.0,5.0,0.0,85.0,126.827,72.936,37.107,7.553,96,3,3,4,7,0
0.01,1.0,100.0,0.0,65.643,16.619,501.717,1.945,2,3,3,3,7,0
0.01,3.0,50.0,30.0,121.828,42.551,135.012,2.817,2,3,3,4,3,0
0.1,0.1,70.0,25.0,121.828,42.551,134.992,2.817,2,3,3,4,4,0
0.0,0.1,100.0,0.0,57.83,32.18,210.752,2.767,5,2,3,4,2,0
0.0,30.0,61.0,0.0,65.15,26.165,282.191,2.351,6,5,1,3,3,0
0.01,2.0,0.0,40.0,152.394,45.84,118.151,7.221,8,3,3,4,3,0
0.0,0.03,50.0,0.0,83.185,26.453,278.025,4.923,8,2,1,4,2,0
0.0,0.1,10.0,0.0,94.952,37.195,168.854,15.73,0,5,1,3,2,0
0.0,0.3,50.0,0.0,93.653,31.623,216.223,3.136,8,2,1,4,3,0
0.0,0.1,10.0,0.0,52.676,24.751,304.027,18.01,1,5,1,3,2,0
0.0,10.0,20.0,0.0,139.79,66.467,50.43,9.076,0,4,1,4,1,0
1.0,7.0,60.0,22.0,208.715,61.011,63.904,22.889,10,1,3,3,8,0
1.0,30.0,5.0,70.0,110.79,63.84,56.614,3.827,8,5,1,3,6,0
0.0,1.0,0.0,30.0,136.592,40.782,145.205,17.791,2,3,1,2,3,0
0.01,1.0,20.0,30.0,120.801,26.048,283.906,-0.023,1,3,3,4,2,0
5.0,50.0,100.0,0.0,163.611,35.749,179.727,10.478,11,4,3,3,3,0
10.0,70.0,0.0,3.0,146.549,24.051,315.786,0.741,0,3,3,4,1,0
0.0,32.0,0.0,80.0,172.236,69.266,44.371,2.476,9,3,1,4,2,0
0.0,60.0,25.0,0.0,82.921,35.651,180.563,3.32,22,5,1,3,4,0
0.0,20.0,40.0,0.0,137.237,76.142,31.334,1.152,3,1,1,4,2,0
0.0,4.0,80.0,0.0,122.895,50.361,98.567,3.025,5,3,3,3,6,0
0.3,10.0,0.0,30.0,65.459,31.165,220.875,3.381,0,3,3,3,4,0
0.0,0.01,100.0,0.0,37.29,15.417,548.652,-65.371,15,2,1,4,2,0
0.5,20.0,90.0,8.0,196.765,58.715,70.315,8.346,15,3,3,4,2,0
0.0,0.01,100.0,0.0,59.388,26.0,284.615,4.674,0,5,3,3,3,0
10.0,35.0,0.0,10.0,97.031,39.688,151.966,4.328,6,1,3,3,2,0
0.0,1.0,93.51,6.49,95.033,39.545,152.875,2.761,22,3,3,3,1,0
0.0,0.01,0.0,0.0,125.443,33.285,200.435,2.644,22,3,3,3,4,0
0.0,6.72,30.0,20.0,85.619,57.213,74.787,5.633,4,5,1,3,2,0
0.1,3.0,100.0,0.0,144.345,43.141,131.796,1.147,1,2,3,3,3,0
0.05,5.0,0.0,10.0,165.512,43.708,128.789,4.996,7,1,3,3,4,0
0.0,0.01,100.0,0.0,49.024,24.151,314.06,5.195,0,5,3,3,3,0
10.0,35.0,0.0,10.0,97.69,44.431,125.069,1.462,4,1,3,3,2,0
0.0,4.0,100.0,0.0,83.547,26.221,281.373,9.424,0,3,3,3,3,0
0.0,20.0,26.0,0.0,52.241,34.19,192.48,0.831,3,3,3,4,1,0
0.0,8.0,0.0,0.0,264.359,43.59,129.412,5.335,3,4,3,3,1,0
0.0,8.0,0.0,0.0,145.787,32.584,206.897,0.963,4,4,3,3,3,0
0.0,15.0,0.0,0.0,102.895,74.182,34.804,8.254,4,5,3,4,1,1
0.0,5.0,70.0,0.0,134.194,57.512,73.877,3.445,14,5,1,4,2,0
0.0,5.0,10.0,0.0,120.427,26.677,274.857,0.506,7,3,3,3,8,0
0.0,20.0,26.0,0.0,72.946,30.942,223.187,4.614,1,3,3,3,3,0
0.0,0.5,100.0,0.0,59.835,23.289,329.393,1.677,3,3,1,4,3,0
2.0,10.0,50.0,20.0,76.303,36.274,175.683,1.415,11,3,1,4,4,0
0.0,15.0,0.0,0.0,100.601,72.792,37.378,9.571,4,5,3,4,1,1
0.0,4.0,100.0,0.0,77.048,34.701,188.179,7.049,10,3,3,4,5,0
0.0,5.0,20.0,0.0,204.795,49.795,100.825,6.355,9,5,1,4,3,0
0.0,5.0,20.0,0.0,129.298,52.04,92.159,2.638,9,5,1,4,3,0
0.01,0.5,65.0,25.0,69.453,24.387,310.053,4.559,3,3,1,4,3,0
0.0,4.0,100.0,0.0,75.344,29.21,242.344,8.379,0,3,3,3,1,0
0.0,20.0,26.0,0.0,54.896,32.031,212.198,0.36,1,3,3,4,4,0
0.01,20.0,60.0,20.0,80.647,38.922,156.924,3.751,3,5,1,4,3,0
0.0,10.0,27.0,48.0,90.027,53.767,85.988,13.788,6,3,1,4,2,0
2.0,10.0,100.0,0.0,58.881,38.314,160.999,1.202,4,3,1,4,3,0
0.0,2.0,30.0,0.0,63.996,22.509,344.262,3.926,0,5,1,3,2,0
0.0,3.0,0.0,0.0,101.896,33.621,197.433,0.811,0,3,1,3,1,0
0.0,5.0,0.0,12.8,65.171,25.432,293.203,1.515,0,4,1,4,3,0
0.01,7.0,70.0,0.0,31.618,63.014,58.694,3.202,4,3,1,4,7,1
0.0,0.1,47.0,33.0,277.766,72.618,37.707,0.237,3,5,1,4,3,0
0.0,7.0,60.0,20.0,178.453,64.191,55.78,4.035,10,5,1,4,7,0
0.5,2.0,100.0,0.0,78.283,35.116,184.772,1.139,9,3,3,3,2,0
0.0,2.0,80.0,0.0,0.198,57.026,75.358,-1739.26,4,3,3,2,1,0
0.0,10.0,0.0,10.0,142.066,32.034,212.171,0.332,1,4,1,4,3,0
0.0,7.0,0.0,0.0,53.416,86.106,16.136,11.12,0,5,1,4,7,0
0.0,10.0,20.0,0.0,62.91,57.988,72.45,4.049,1,1,3,3,3,0
3.0,6.0,100.0,0.0,113.032,1.468,6712.546,-5.012,5,3,3,3,3,1
0.0,0.2,100.0,0.0,311.943,64.474,55.102,2.044,0,5,1,4,1,1
0.0,5.0,100.0,0.0,49.072,18.204,449.321,5.318,2,4,1,3,5,0
0.0,5.0,50.0,0.0,84.73,54.121,84.77,7.303,18,3,3,4,2,0
0.0,0.01,10.0,0.0,339.211,25.658,289.744,6.594,0,2,1,2,3,0
0.0,5.0,50.0,0.0,79.094,51.996,92.324,7.303,18,2,3,4,1,0
0.0,10.0,50.0,0.0,93.727,12.921,673.913,5.345,7,2,3,3,3,0
0.0,7.0,30.0,0.0,124.041,55.157,81.301,-1.596,2,4,1,4,7,0
0.0,5.0,25.0,0.0,135.142,41.785,139.318,3.458,4,5,1,4,3,0
0.01,1.0,50.0,50.0,189.289,24.408,309.7,1.275,2,3,3,4,2,0
0.0,5.0,33.0,0.0,229.759,37.856,164.162,4.333,2,2,3,2,3,0
2.0,10.0,25.0,5.0,76.353,16.965,489.443,2.89,2,3,3,3,7,0
1.0,10.0,72.0,15.0,87.106,15.766,534.257,4.659,1,3,1,2,3,0
2.0,10.0,65.0,5.0,107.084,20.064,398.395,3.645,2,3,3,3,8,0
0.0,5.0,40.0,0.0,65.436,22.893,336.821,0.427,0,4,1,4,3,0
0.0,3.0,12.0,0.0,147.499,35.186,184.206,2.994,4,5,3,3,4,0
10.0,20.0,33.0,17.0,57.659,0.687,12300.0,-32.36,2,3,3,3,4,0
0.0,10.0,50.0,0.0,75.705,54.063,84.969,8.676,1,1,3,3,3,0
0.0,0.3,73.0,0.0,174.321,54.403,83.812,1.458,3,3,1,4,7,0
0.01,0.5,10.0,90.0,53.822,-2.892,-3557.787,-20.832,0,3,1,3,3,0
0.0,5.0,40.0,0.0,94.395,16.984,488.788,1.148,0,4,1,4,7,0
0.0,5.0,40.0,0.0,69.176,19.002,426.267,-5.851,0,4,1,4,2,0
0.0,5.0,50.0,0.0,69.267,56.009,78.542,0.825,18,2,3,4,2,0
0.01,5.0,30.0,1.0,238.555,35.551,181.288,4.528,2,2,3,2,3,0
0.0,10.0,30.0,0.0,74.613,48.58,105.846,9.573,1,1,3,3,3,0
0.01,0.01,10.0,90.0,65.066,7.251,1279.06,1.905,0,5,1,3,3,0
0.0,0.01,100.0,0.0,364.059,56.832,75.958,1.496,0,5,1,4,5,0
2.0,4.0,70.0,0.0,48.052,56.142,78.119,-12.178,6,1,1,4,2,1
0.01,10.0,45.0,5.0,113.93,35.357,182.829,-1.283,9,3,1,4,7,0
0.1,1.0,40.0,5.0,220.868,37.795,164.583,4.173,4,3,3,4,4,0
0.1,1.0,50.0,50.0,217.895,27.247,267.016,2.249,2,3,3,4,3,0
0.0,0.1,100.0,0.0,334.475,73.858,35.394,0.375,0,5,1,4,1,1
0.1,2.0,5.0,2.0,227.361,35.953,178.138,2.083,11,2,3,4,4,0
1.0,10.0,90.0,10.0,151.047,13.926,618.075,3.682,7,3,3,2,5,0
1.0,10.0,85.0,15.0,128.142,17.002,488.172,3.188,7,3,3,3,5,0
2.0,20.0,15.0,80.0,78.14,88.73,12.701,7.386,6,3,2,4,3,1
1.0,10.0,85.0,15.0,97.974,17.188,481.787,1.387,7,3,3,3,4,0
0.0,10.0,5.0,0.0,117.921,34.54,189.518,7.616,3,2,3,4,3,0
0.0,25.0,10.0,0.0,87.779,19.689,407.907,4.094,9,3,1,3,4,0
0.0,5.0,10.0,0.0,102.997,24.294,311.62,4.54,10,3,1,3,4,0
1.0,30.0,10.0,1.0,97.082,27.882,258.648,4.446,9,3,3,3,4,0
1.0,10.0,50.0,20.0,95.018,27.254,266.914,3.992,4,3,3,4,3,0
0.0,14.48,3.0,1.0,157.953,46.425,115.379,3.214,6,3,1,4,3,0
0.01,5.0,20.0,80.0,162.45,69.733,43.404,14.179,7,5,3,4,1,0
0.01,0.15,60.0,20.0,102.607,45.122,121.622,5.428,3,5,3,3,8,0
0.0,20.0,100.0,0.0,131.859,34.726,187.972,5.776,4,3,1,3,2,0
0.0,3.0,100.0,0.0,119.341,33.739,196.394,2.021,2,5,3,3,4,0
0.0,3.0,100.0,0.0,71.219,32.388,208.757,8.192,2,5,3,3,4,0
0.0,3.0,100.0,0.0,116.548,41.623,140.252,12.047,2,5,3,3,4,0
0.0,20.0,100.0,0.0,80.289,40.928,144.33,19.144,6,3,1,3,3,0
0.0,10.0,100.0,0.0,67.325,42.729,134.034,3.111,8,3,1,3,3,0
0.0,0.5,100.0,0.0,124.319,35.942,178.228,5.77,0,3,3,2,1,0
0.0,10.0,0.0,0.0,137.5,73.122,36.758,11.624,5,3,3,2,4,0
0.0,0.01,100.0,0.0,123.726,19.219,420.331,4.357,0,3,1,2,4,0
0.01,10.0,20.0,10.0,328.395,52.402,90.832,1.491,21,3,3,3,5,0
0.01,10.0,20.0,10.0,165.361,41.209,142.665,2.103,21,3,3,4,5,0
0.5,0.01,15.0,85.0,111.085,25.775,287.979,1.519,2,3,1,3,3,0
0.01,10.0,20.0,10.0,244.354,40.129,149.198,1.047,32,3,3,4,5,0
0.0,3.0,90.0,0.0,100.215,21.871,357.232,5.396,0,3,3,4,4,0
0.0,1.0,24.0,0.0,116.12,15.027,565.455,15.529,20,3,3,2,4,0
1.0,20.0,34.0,2.0,182.951,53.41,87.232,6.898,4,3,1,4,4,0
0.0,0.01,0.0,0.0,287.36,29.698,236.723,6.87,1,3,3,1,3,0
0.0,10.0,100.0,0.0,287.093,20.698,383.146,5.994,1,3,3,1,3,0
0.0,5.0,0.0,0.0,221.969,42.097,137.643,5.228,17,5,1,3,1,0
0.1,3.0,47.0,3.0,87.943,20.818,380.357,0.144,11,3,1,4,2,0
0.0,3.0,100.0,0.0,99.669,34.125,193.042,2.438,16,5,1,2,2,0
0.01,30.0,80.0,10.0,254.371,39.95,150.313,3.515,1,3,3,3,3,0
0.1,5.0,92.0,8.0,127.835,48.848,104.718,2.396,2,3,3,4,2,0
0.1,10.0,80.0,10.0,270.826,45.59,119.347,2.798,2,3,3,3,3,0
1.0,50.0,24.0,6.0,38.424,11.936,737.783,-43.247,11,2,3,3,3,0
1.0,50.0,24.0,6.0,64.449,28.349,252.744,4.272,11,2,3,3,3,0
1.0,50.0,24.0,6.0,49.226,25.357,294.364,-1.895,11,2,3,3,3,0
0.0,3.0,0.0,95.0,43.174,13.918,618.471,0.821,5,2,3,2,2,0
0.01,7.0,15.0,0.0,96.949,54.262,84.289,6.526,0,3,3,4,7,0
1.0,0.1,20.0,0.0,123.284,19.941,401.491,1.88,2,3,3,3,3,0
0.01,0.5,100.0,0.0,116.133,56.893,75.768,13.853,38,3,3,2,3,0
0.0,10.0,98.0,0.0,319.923,38.814,157.724,1.159,52,2,1,4,5,0
1.0,5.0,90.0,10.0,75.314,51.071,95.806,5.571,10,3,3,3,8,0
5.0,20.0,48.0,40.0,168.983,34.246,192.003,1.251,6,4,3,3,5,0
0.01,0.2,10.0,20.0,55.281,20.894,378.599,-8.525,18,2,3,4,1,0
5.0,20.0,48.0,40.0,166.405,39.553,152.823,3.255,6,4,3,3,5,0
0.8,5.0,50.0,50.0,173.934,50.337,98.662,9.602,21,5,1,4,3,0
15.0,0.01,2.0,98.0,192.828,46.06,117.109,8.357,11,3,2,4,3,0
0.0,0.3,30.0,0.0,133.067,19.136,422.578,3.381,15,2,3,3,1,0
0.1,0.5,0.0,80.0,130.684,53.054,88.488,10.904,27,3,3,2,1,0
0.01,10.0,40.0,10.0,125.023,39.792,151.31,3.961,7,3,3,4,5,0
0.1,5.0,58.0,42.0,80.397,50.719,97.165,1.316,2,3,3,3,7,0
0.9,0.1,2.0,98.0,208.275,56.535,76.88,4.774,14,3,2,4,5,0
0.0,10.0,60.0,20.0,7.211,23.265,329.825,-66.038,17,1,3,1,3,0
0.01,0.3,100.0,0.0,103.31,27.494,263.71,3.139,9,2,3,3,5,0
0.0,3.0,30.0,0.0,132.477,19.73,406.854,4.459,15,2,3,3,1,0
0.0,20.0,30.0,0.0,143.788,40.802,145.088,1.544,6,4,3,3,2,0
0.0,20.0,40.0,10.0,83.529,83.393,19.914,47.12,0,2,1,4,7,0
0.1,0.6,0.0,9.0,161.409,64.752,54.436,6.768,21,5,1,4,5,0
0.1,8.0,28.0,33.0,126.921,33.623,197.416,4.416,54,3,1,4,7,0
0.0,50.0,35.0,5.0,182.531,42.413,135.602,-28.021,18,2,1,2,3,0
0.0,10.0,8.0,92.0,112.186,24.703,304.807,9.231,56,3,1,3,7,0
0.5,8.0,100.0,0.0,72.105,55.28,80.898,8.305,9,3,3,3,4,0
0.5,2.0,0.0,0.0,77.537,47.771,109.334,4.872,11,2,3,4,5,0
0.1,1.0,20.0,10.0,71.506,43.5,129.888,3.694,14,3,3,3,3,0
0.01,8.0,40.0,10.0,161.409,64.752,54.436,6.768,0,3,1,4,7,0
0.0,16.0,0.0,0.0,121.448,53.655,86.377,-2.187,5,2,3,3,4,0
0.0,0.05,64.0,0.0,124.838,47.938,108.604,2.341,0,5,1,4,2,0
0.0,0.05,100.0,0.0,179.684,44.067,126.93,0.851,3,3,1,5,7,0
0.0,0.01,100.0,0.0,129.815,10.113,888.864,0.995,2,3,1,4,3,0
0.0,0.5,0.0,0.0,181.929,63.378,57.783,2.813,2,3,3,4,3,1
0.0,30.0,0.0,0.0,135.979,31.714,215.323,2.317,5,4,1,4,4,0
0.0,30.0,0.0,0.0,118.815,31.444,218.022,1.65,7,4,1,4,3,0
0.0,0.05,64.0,0.0,142.266,42.705,134.166,1.393,0,5,1,4,3,0
4.0,10.0,55.0,15.0,51.497,10.555,847.442,-95.462,15,2,1,4,2,0
0.0,22.0,100.0,0.0,334.631,15.897,529.056,0.891,3,3,1,3,5,0
0.0,10.0,50.0,0.0,107.958,23.841,319.443,3.616,2,3,1,4,2,0
0.0,10.0,0.0,0.0,162.065,27.753,260.315,0.983,6,4,3,3,5,0
0.0,5.0,0.0,0.0,68.202,-8.807,-1235.42,-35.626,0,3,3,4,5,0
0.0,0.03,100.0,0.0,110.114,10.114,888.701,-9.441,1,3,1,3,2,0
0.0,10.0,0.0,0.0,128.707,37.809,164.486,1.272,8,4,3,3,1,0
4.0,10.0,55.0,15.0,59.363,37.16,169.106,2.563,15,2,1,4,5,0
0.0,0.03,100.0,0.0,113.632,14.011,613.717,3.691,0,3,1,4,2,0
0.0,5.0,100.0,0.0,83.021,29.761,236.009,6.221,1,5,3,2,4,0
0.0,10.0,50.0,0.0,95.249,26.369,279.233,2.317,2,3,1,4,3,0
4.0,10.0,55.0,15.0,46.423,35.468,181.944,60.625,15,2,1,4,3,0
0.0,10.0,50.0,0.0,97.474,25.761,288.188,2.713,2,3,1,4,3,0
0.0,30.0,0.0,0.0,120.896,34.162,192.719,2.4,7,4,1,4,3,0
0.0,0.05,64.0,0.0,108.564,38.893,157.112,-5.441,1,5,1,4,3,0
0.0,0.5,0.0,0.0,129.817,63.419,57.681,-11.176,2,3,3,4,3,1
0.0,0.01,100.0,0.0,124.697,19.897,402.598,4.299,1,3,1,4,2,0
5.0,40.0,0.0,0.0,136.456,85.344,17.134,10.84,0,3,1,3,3,0
0.2,5.0,80.0,20.0,308.952,36.197,176.27,2.646,3,3,3,3,5,0
0.0,8.0,30.0,0.0,111.81,37.48,166.811,8.626,8,3,1,3,7,0
2.0,10.0,0.0,15.0,72.096,62.954,58.845,-23.648,54,3,3,3,7,0
0.0,7.0,0.0,10.0,67.113,62.797,59.244,1.826,4,3,1,4,7,0
1.0,9.0,80.0,0.0,176.738,42.554,135.0,3.431,4,3,1,4,7,0
0.6,25.0,10.0,10.0,76.578,36.448,174.362,9.556,4,2,3,4,8,0
0.0,0.01,2.0,0.0,207.659,16.991,488.564,2.731,0,3,1,2,2,0
0.01,0.2,70.0,30.0,109.879,41.451,141.251,9.858,47,3,3,4,2,0
0.5,10.0,5.0,63.0,69.573,69.465,43.958,13.51,13,5,3,4,3,0
0.0,0.2,100.0,0.0,62.718,15.336,552.046,3.877,2,5,1,3,1,1
0.0,0.01,100.0,0.0,199.041,34.324,191.341,3.854,2,5,1,3,1,0
0.01,0.2,70.0,30.0,103.368,49.218,103.179,10.463,47,3,3,4,3,0
0.0,10.0,10.0,0.0,39.088,16.955,489.796,3.205,2,3,3,4,2,0
0.0,10.0,10.0,0.0,54.313,17.627,467.325,2.269,2,3,3,4,2,0
0.0,20.0,100.0,0.0,111.063,58.65,70.504,6.059,35,3,1,4,5,1
0.0,30.0,60.0,0.0,51.542,20.92,378.016,5.005,6,3,3,3,1,0
0.01,10.0,20.0,40.0,102.104,39.0,156.413,1.85,8,3,1,4,4,0
0.01,20.0,46.0,4.0,99.64,33.144,201.711,3.319,11,2,3,4,1,0
5.0,20.0,47.0,18.0,87.004,49.941,100.235,3.059,10,5,3,4,5,0
5.0,25.0,47.0,18.0,63.105,48.434,106.465,4.06,10,5,3,4,5,0
0.01,10.0,20.0,40.0,92.574,39.241,154.835,1.585,8,3,1,4,4,0
0.0,30.0,0.0,0.0,33.453,12.185,720.682,5.546,8,3,3,4,4,0
0.01,30.0,46.0,4.0,104.987,34.915,186.413,1.571,11,2,3,4,1,0
0.0,10.0,50.0,0.0,68.195,8.622,1059.829,-22.531,5,3,1,3,1,0
5.0,20.0,47.0,18.0,72.256,52.143,91.78,5.281,10,5,3,4,1,0
0.01,10.0,20.0,40.0,85.642,39.49,153.23,1.781,8,2,1,4,2,0
0.0,0.1,0.0,1.0,396.783,29.57,238.18,1.731,0,3,3,3,8,0
0.0,30.0,44.0,49.0,80.42,65.394,52.914,3.638,8,5,1,4,3,0
0.0,10.0,10.0,0.0,43.795,17.532,470.38,2.665,2,3,3,4,6,0
0.0,1.0,50.0,0.0,155.311,8.277,1108.213,0.609,30,3,1,4,4,0
0.0,1.0,10.0,20.0,80.455,64.587,54.83,3.161,74,3,1,4,3,0
0.01,0.01,100.0,0.0,156.304,54.457,83.633,0.939,2,3,3,4,2,0
0.0,0.01,0.0,0.0,151.028,75.816,31.899,7.957,1,3,1,4,8,0
0.0,2.0,30.0,0.0,167.423,32.266,209.923,5.883,0,3,3,4,3,0
0.0,0.01,40.0,0.0,124.666,53.546,86.757,7.128,0,3,3,4,4,0
0.0,0.01,100.0,0.0,68.39,32.644,206.335,27.106,1,5,1,4,1,0
1.0,5.0,0.0,5.0,127.396,25.339,294.652,-0.439,14,2,3,4,1,0
0.0,0.01,100.0,0.0,93.61,52.377,90.922,7.775,4,3,3,4,4,0
0.01,0.2,70.0,30.0,95.616,50.681,97.313,8.491,62,3,3,4,3,0
1.0,2.0,100.0,0.0,126.132,34.743,187.83,0.808,2,2,3,4,5,0
0.01,1.0,60.0,40.0,88.391,21.465,365.864,7.977,2,3,1,3,2,0
0.0,10.0,0.0,0.0,68.076,33.38,199.582,3.048,13,2,3,4,2,0
0.0,0.01,100.0,0.0,141.123,51.833,92.928,13.688,16,3,3,3,4,0
