주력제품 해외 시장점유율(퍼센트),주력제품 국내 시장점유율(퍼센트),매출구조비율(중소기업),매출구조비율(글로벌),총자산회전율,자기자본비율,부채비율,순이익률,등록보유(특허권),창업 당시 창업자 최종학력,창업 당시 목표시장,기업성장단계,해외수출 및 진출과정 애로사항,Exit
0.0,12.0,0.0,0.0,181.226,57.14,75.008,7.397,5,3,1,4,3,0
0.0,1.0,20.0,0.0,176.592,26.483,277.602,1.551,2,3,3,3,8,0
0.0,0.5,40.0,0.0,75.067,48.794,104.945,13.827,6,3,1,3,2,0
0.0,4.0,30.0,0.0,79.139,52.048,92.123,-2.952,1,3,1,4,3,0
0.0,1.0,80.0,0.0,208.527,29.383,240.334,0.672,4,3,1,3,8,0
0.0,0.7,0.0,0.0,290.925,66.266,50.907,3.326,5,3,1,3,3,0
0.01,15.0,5.0,0.0,181.219,57.142,75.003,7.397,8,3,3,4,7,0
0.0,1.0,0.0,0.0,261.099,63.084,58.54,10.981,1,3,1,2,4,0
0.0,3.0,16.0,0.0,210.342,58.92,69.722,0.3,0,5,3,4,3,0
0.0,1.0,0.0,15.0,92.381,57.718,73.255,4.275,10,3,3,4,8,0
0.0,0.5,70.0,0.0,142.264,54.219,84.437,1.934,6,3,1,4,4,0
5.0,25.0,60.0,0.0,159.602,53.9,85.528,5.861,0,4,1,4,5,0
0.0,5.0,15.0,0.0,159.602,53.9,85.528,5.861,3,2,3,4,8,0
0.0,0.01,30.0,0.0,209.235,80.718,23.887,7.673,9,3,3,3,3,0
0.0,5.0,20.0,0.0,147.248,39.819,151.134,5.051,6,2,3,5,3,0
2.0,10.0,0.0,25.0,230.802,38.92,156.934,0.93,0,3,3,4,6,0
0.0,0.01,0.0,0.0,70.798,40.966,144.103,0.593,14,3,3,2,3,0
0.0,0.1,0.0,0.0,47.633,40.552,146.599,-126.707,11,1,3,3,8,0
0.0,1.0,10.0,0.0,454.746,44.177,126.362,2.616,0,3,1,3,2,0
0.0,12.0,0.0,0.0,178.605,34.724,187.983,3.632,9,2,1,3,4,0
0.0,1.0,5.0,0.0,138.125,51.167,95.44,4.796,25,3,3,3,8,0
0.0,10.0,0.0,100.0,218.943,36.54,173.67,0.478,13,5,1,5,3,0
0.0,2.0,1.0,0.0,178.605,34.724,187.983,3.632,19,2,3,4,7,0
2.91,0.0,35.0,0.0,139.839,65.826,51.884,15.553,0,3,1,3,4,0
0.0,0.2,40.0,0.0,157.57,89.311,11.98,13.977,5,3,1,3,3,0
0.0,20.0,50.0,0.0,155.739,26.672,274.926,4.483,2,3,3,4,8,0
0.0,0.2,100.0,0.0,263.453,74.216,34.742,3.587,7,3,1,4,3,0
0.0,1.0,0.0,0.0,97.828,66.388,50.629,7.187,2,5,3,4,8,0
0.0,1.0,20.0,0.0,347.897,70.399,42.048,6.164,7,4,3,3,3,0
0.0,0.2,100.0,0.0,88.377,50.475,98.117,7.822,9,3,1,3,3,0
0.0,0.1,50.0,0.0,47.196,53.497,86.926,2.136,3,4,1,4,8,0
0.0,0.1,20.0,0.0,118.513,70.175,42.478,10.693,4,3,1,3,7,0
0.0,2.0,0.0,0.0,139.656,73.378,36.28,8.157,5,3,3,3,8,0
0.0,0.1,0.0,0.0,51.185,24.645,305.769,2.963,7,3,1,1,3,0
0.0,0.1,100.0,0.0,254.256,57.903,72.733,4.817,1,3,1,3,3,0
0.0,0.2,10.0,0.0,258.865,27.072,269.202,0.349,4,3,1,2,3,0
0.0,20.77,10.0,0.0,266.596,45.216,121.161,5.384,4,4,1,2,2,0
0.0,0.3,90.0,0.0,540.258,39.456,153.396,6.72,0,3,1,3,4,0
0.0,3.0,95.0,0.0,485.516,70.045,42.764,3.751,0,3,3,4,3,0
0.0,0.5,0.0,0.0,97.828,66.388,50.629,7.187,8,3,1,4,4,0
0.0,1.0,100.0,0.0,75.989,37.907,163.804,7.232,6,3,3,3,8,0
0.0,0.2,70.0,0.0,315.237,57.84,72.89,12.764,22,4,1,2,2,0
0.0,1.0,25.0,0.0,171.959,44.624,124.093,0.058,2,3,3,3,8,0
0.0,1.0,0.0,0.0,176.194,62.666,59.575,4.809,7,3,3,4,7,0
0.0,3.0,65.0,0.0,88.377,50.475,98.117,7.822,2,3,1,3,8,0
0.0,1.0,30.0,0.0,413.659,44.739,123.52,1.595,4,5,3,4,8,0
0.0,0.5,66.0,0.0,196.897,6.167,1521.472,-8.724,12,3,3,2,8,0
0.0,3.0,50.0,0.0,540.364,39.464,153.396,6.72,15,3,3,3,8,0
0.0,5.0,70.0,0.0,332.27,77.691,28.715,19.101,1,2,3,3,7,0
0.0,2.0,45.0,0.0,254.211,57.893,72.733,4.817,0,3,3,4,8,0
0.0,1.0,1.0,0.0,194.422,30.527,227.575,5.66,0,3,3,2,8,0
0.0,0.1,0.0,0.0,27.043,61.608,62.316,0.24,1,3,3,5,8,0
0.0,3.0,49.0,0.0,134.858,72.33,38.255,7.973,7,3,3,4,8,0
0.0,1.0,45.0,0.0,123.995,33.171,201.466,3.844,6,3,1,5,2,0
0.0,0.1,100.0,0.0,315.237,57.84,72.89,12.764,3,2,3,3,8,0
0.0,0.1,50.0,0.0,345.389,57.927,72.63,2.4,1,3,3,3,2,0
0.0,20.0,8.0,0.0,68.556,85.516,16.937,5.185,8,3,3,4,4,0
0.0,0.7,100.0,0.0,378.908,79.496,25.792,8.481,5,3,1,3,4,0
0.0,0.1,0.0,0.0,87.907,76.731,30.326,-9.171,0,4,3,4,8,0
0.0,20.0,40.0,0.0,134.858,72.33,38.255,7.973,0,2,1,4,2,0
0.0,5.0,0.0,0.0,226.792,58.152,71.964,7.692,0,3,1,2,2,0
0.0,10.0,10.0,0.0,124.871,98.582,1.438,-0.103,0,3,1,3,1,0
0.0,10.0,50.0,0.0,282.243,79.543,25.718,5.408,0,3,1,3,2,0
0.0,10.0,50.0,0.0,211.394,75.03,33.279,3.498,0,3,1,3,4,0
0.0,5.0,0.0,0.0,244.319,58.114,72.076,14.136,0,3,1,2,2,0
0.0,24.0,45.0,0.0,185.618,25.096,298.47,1.245,2,3,1,4,2,0
0.0,24.0,45.0,0.0,166.65,30.335,229.654,2.016,2,3,1,4,1,0
0.0,2.0,66.0,0.0,195.023,71.812,39.253,10.82,5,3,3,3,2,0
0.0,3.0,0.0,0.0,166.091,60.065,66.487,4.533,1,3,1,2,2,0
0.0,5.0,0.0,0.0,143.697,79.121,26.389,4.568,0,3,3,4,2,0
0.0,1.0,0.0,0.0,382.191,83.102,20.334,4.862,1,3,1,3,2,0
0.0,5.0,20.0,0.0,86.92,58.515,70.898,8.775,0,2,1,4,2,0
0.0,0.2,48.0,0.0,84.746,66.806,49.727,3.969,1,3,1,3,4,0
0.0,15.0,58.0,0.0,113.29,60.859,64.314,3.577,6,4,1,5,1,0
0.0,10.0,0.0,0.0,90.13,73.099,36.8,5.0,7,3,1,3,4,0
0.0,1.0,0.0,0.0,72.4,87.087,14.828,6.448,6,3,1,4,4,0
0.0,0.2,47.0,0.0,82.16,17.672,465.854,2.915,21,3,1,2,4,0
0.0,2.0,5.0,0.0,86.935,58.515,70.898,8.774,8,1,3,4,8,0
0.0,10.0,0.0,0.0,106.351,78.579,27.26,7.009,7,3,1,3,4,0
0.0,15.5,20.0,0.0,137.543,54.608,83.125,2.605,1,3,1,2,1,0
0.0,0.1,30.0,0.0,155.791,48.747,105.142,9.098,4,4,1,3,8,0
0.0,0.01,0.0,0.0,245.263,85.789,16.564,0.858,5,2,3,2,8,0
0.0,18.65,40.0,0.0,66.693,63.958,56.352,7.117,5,5,1,3,7,0
0.0,8.6,0.0,0.0,164.023,66.808,49.684,2.729,2,2,2,3,3,0
0.0,2.0,0.0,0.0,174.858,75.791,31.942,6.818,6,3,3,4,8,0
0.0,17.42,8.0,0.0,128.886,82.151,21.727,5.484,1,3,1,4,6,0
0.0,10.0,30.0,65.0,144.786,75.056,33.233,12.047,3,3,3,3,7,0
0.0,2.0,0.0,0.0,97.283,88.474,13.027,5.018,4,1,3,4,8,0
0.0,5.0,25.0,0.0,220.999,52.876,89.149,5.521,1,3,1,4,7,0
0.0,3.0,100.0,0.0,164.023,66.808,49.684,2.729,3,3,1,4,7,0
0.0,50.0,30.0,0.0,264.269,15.588,541.538,-0.907,0,4,1,1,2,0
0.0,0.1,10.0,0.0,47.068,69.679,43.515,-6.975,4,3,1,3,4,0
0.0,30.0,20.0,0.0,109.063,73.379,36.279,5.946,4,3,1,4,3,0
0.0,1.0,0.0,0.0,201.374,49.811,100.759,4.555,15,2,3,4,7,0
0.0,1.0,0.0,0.0,197.371,68.984,44.962,10.684,17,2,2,4,8,0
0.0,0.2,30.0,0.0,390.549,61.319,63.082,2.926,4,4,3,3,8,0
0.0,5.0,0.0,0.0,181.764,70.663,41.517,2.932,2,3,1,3,8,0
0.0,0.01,70.0,0.0,274.26,67.456,48.246,1.402,1,4,3,2,6,0
0.0,0.01,0.0,0.0,59.489,46.128,116.79,5.436,0,5,3,2,3,0
0.0,3.0,0.0,0.0,59.441,92.774,7.788,4.559,1,3,1,3,2,0
0.0,0.2,75.0,0.0,237.349,70.482,41.88,0.888,1,4,3,2,2,0
0.0,3.0,0.0,0.0,76.158,93.372,7.098,12.91,1,3,1,3,2,0
0.0,10.0,90.0,0.0,205.845,69.582,43.715,12.968,2,3,1,4,3,0
0.0,5.0,20.0,0.0,152.719,35.146,184.527,1.589,6,2,3,5,3,0
0.0,0.5,0.0,0.0,187.778,30.93,223.31,2.384,0,3,1,3,1,0
0.0,0.1,30.0,0.0,84.135,60.697,64.752,3.286,15,3,1,2,4,0
0.0,0.01,0.0,0.0,75.0,57.167,74.925,15.586,0,5,3,3,3,0
0.0,5.0,5.0,0.0,193.611,72.185,38.533,8.35,3,3,1,3,3,0
0.0,0.5,0.0,0.0,108.171,31.683,215.628,3.027,2,3,1,3,2,0
0.0,0.01,18.0,0.0,75.605,47.413,110.913,4.346,12,3,1,2,2,0
0.0,3.0,0.0,0.0,129.516,93.889,6.508,15.773,1,3,1,3,3,0
0.0,0.2,60.0,0.0,287.868,66.544,50.276,-6.897,1,4,3,2,2,0
0.0,10.0,20.0,0.0,213.64,58.904,69.767,10.123,2,3,1,4,3,0
0.0,10.0,100.0,0.0,236.819,53.051,88.497,4.175,2,3,1,4,3,0
0.0,10.0,60.0,0.0,6.97,28.22,254.355,-906.25,0,3,1,4,1,0
0.0,0.01,20.0,0.0,85.422,27.744,260.441,0.937,2,4,1,4,1,0
0.0,1.0,35.0,0.0,273.482,94.409,6.091,10.164,0,3,1,1,1,0
0.0,0.01,18.0,0.0,189.927,44.158,126.46,-10.72,12,3,1,2,1,0
0.0,10.0,26.0,0.0,390.549,61.319,63.082,2.926,0,4,1,3,2,0
0.0,20.77,70.0,0.0,174.858,75.791,31.942,6.818,1,3,3,4,4,0
0.0,1.0,100.0,0.0,212.424,48.896,104.515,3.184,0,3,3,3,7,0
0.0,0.3,10.0,0.0,266.186,44.558,124.429,1.869,12,3,1,3,2,0
0.0,0.1,20.0,0.0,116.99,34.203,192.375,8.854,10,3,3,2,8,0
0.0,5.0,10.0,0.0,148.594,45.071,121.874,1.919,8,3,3,4,8,0
0.0,5.0,40.0,0.0,147.714,66.354,50.707,1.19,0,4,3,3,3,1
0.0,2.0,50.0,0.0,243.641,33.837,195.536,2.164,3,2,3,3,8,0
0.0,1.0,0.0,0.0,119.288,79.084,26.448,-4.693,0,3,1,4,4,0
0.0,5.0,20.0,0.0,148.228,80.624,24.032,44.595,0,5,1,4,7,0
0.0,0.3,100.0,0.0,76.326,35.758,179.655,0.0,0,3,1,3,4,0
0.0,5.0,40.0,0.0,238.129,79.281,26.134,2.598,0,4,3,2,6,0
0.0,2.0,10.0,0.0,157.345,67.534,48.073,-12.539,6,3,3,3,3,1
0.0,0.01,100.0,0.0,96.575,70.635,41.573,5.104,5,4,1,4,3,0
0.0,0.2,20.0,0.0,135.23,82.557,21.129,23.41,4,3,1,4,1,1
0.0,15.0,100.0,0.0,373.847,58.015,72.368,1.989,2,3,1,3,3,0
0.0,0.2,20.0,0.0,181.055,93.896,6.5,6.257,5,4,1,4,1,1
0.0,5.0,10.0,0.0,94.143,43.199,131.489,2.779,8,3,3,4,5,0
0.0,0.01,0.0,0.0,130.667,42.815,133.564,0.227,0,3,1,1,3,0
0.0,10.0,10.0,0.0,170.684,81.228,23.11,11.677,2,5,1,4,6,1
0.0,0.3,0.0,0.0,101.543,40.673,145.862,0.138,0,3,1,3,4,0
0.0,1.0,70.0,0.0,76.89,70.035,42.785,0.551,4,4,3,4,8,0
0.0,15.0,5.0,0.0,337.119,58.881,69.834,0.738,7,3,1,3,8,0
0.0,0.1,0.0,0.0,170.684,81.228,23.11,11.677,5,4,3,3,8,0
0.0,1.0,70.0,0.0,129.969,57.88,72.772,10.244,0,4,3,4,8,0
0.0,0.1,42.19,0.0,78.811,86.069,16.186,12.587,2,3,3,4,8,0
0.0,0.3,46.0,0.0,120.392,49.77,100.926,0.957,0,3,1,3,8,0
0.0,1.0,0.0,0.0,182.957,57.959,72.535,3.098,9,2,3,4,7,0
0.0,60.0,10.0,0.0,106.187,85.911,16.364,0.721,0,5,1,4,7,0
0.0,0.2,10.0,0.0,220.952,75.344,32.725,4.071,6,3,1,3,4,0
0.0,12.15,10.0,0.0,120.531,49.827,100.926,0.957,4,3,3,3,7,0
0.0,5.0,100.0,0.0,121.243,68.6,45.772,5.057,2,5,1,4,1,0
0.0,0.1,70.0,0.0,202.508,80.878,23.643,12.848,12,3,1,2,8,0
0.0,0.2,5.0,0.0,129.969,57.88,72.772,10.244,0,3,1,4,3,0
0.0,15.0,43.0,0.0,191.588,59.912,66.912,2.026,6,3,1,3,4,0
0.0,0.1,2.0,0.0,50.131,51.305,94.911,23.724,14,3,1,4,7,0
0.0,0.01,100.0,0.0,27.181,85.57,16.863,2.469,12,3,1,2,1,0
0.0,18.0,0.0,0.0,290.313,36.477,174.144,-2.465,0,3,1,4,4,0
0.0,10.0,20.0,0.0,106.107,36.989,170.349,0.659,4,3,1,4,8,0
0.0,1.0,70.0,0.0,131.784,44.888,122.778,4.954,0,3,1,4,1,0
0.0,1.0,70.0,0.0,158.527,52.881,89.104,4.338,3,3,1,4,1,0
0.0,0.1,50.0,0.0,103.181,33.08,202.298,2.592,5,3,1,4,1,0
0.0,5.0,50.0,0.0,321.215,22.317,348.089,3.253,0,3,3,3,8,0
0.0,2.0,10.0,0.0,290.313,36.477,174.144,-2.465,3,4,3,4,4,0
0.0,1.0,0.0,0.0,187.755,74.14,34.88,1.468,2,3,3,3,8,0
0.0,1.0,10.0,0.0,124.392,38.011,163.079,6.286,6,3,3,4,8,0
0.0,50.0,50.0,0.0,141.084,43.74,128.625,-12.793,0,5,3,3,2,0
0.0,1.0,30.0,0.0,229.632,41.58,140.502,2.076,7,3,3,3,8,0
0.0,1.0,22.0,3.0,230.173,25.281,295.549,-8.617,17,3,1,3,3,0
0.0,2.0,0.0,0.0,238.834,73.738,35.616,1.816,3,5,1,4,3,0
0.0,1.0,0.0,0.0,265.164,71.225,40.4,4.134,2,5,3,4,8,0
0.0,10.0,80.0,0.0,127.727,63.702,56.982,2.8,4,5,1,4,2,0
0.0,1.0,48.0,0.0,265.164,71.225,40.4,4.134,6,3,1,4,4,0
0.0,1.0,10.0,0.0,308.582,48.352,106.815,0.956,6,3,3,4,8,0
0.0,70.0,5.0,0.0,308.582,48.352,106.815,0.956,0,3,1,4,3,1
0.0,0.01,90.0,0.0,178.516,56.845,75.917,2.933,22,2,1,3,2,0
0.0,1.0,0.0,0.0,258.606,73.548,35.966,2.268,7,4,3,4,8,0
0.0,0.01,0.0,0.0,153.512,56.781,76.115,1.639,22,2,1,3,2,0
0.0,3.0,25.0,0.0,273.807,70.177,42.496,0.635,23,2,1,4,3,0
0.0,2.0,85.0,0.0,254.704,66.902,49.473,1.083,21,3,1,3,1,0
0.0,4.0,100.0,0.0,356.532,53.061,88.462,1.739,0,3,1,3,4,0
0.0,7.0,20.0,0.0,315.535,63.525,57.417,1.092,3,3,1,4,3,0
0.0,1.0,40.0,0.0,216.475,58.076,72.188,4.238,1,2,1,3,8,0
0.0,3.0,5.0,0.0,315.535,63.525,57.417,1.092,44,2,1,4,8,0
0.0,5.0,40.0,0.0,100.231,77.408,29.167,22.598,23,3,1,4,2,0
0.0,0.01,0.0,0.0,172.095,58.752,70.206,0.499,10,2,1,3,3,0
0.0,10.0,80.0,0.0,104.239,77.091,29.718,1.309,22,3,1,4,7,0
0.0,30.0,25.0,0.0,232.997,68.279,46.458,1.389,28,2,1,4,5,0
0.0,1.0,0.0,1.0,288.579,76.886,30.062,8.127,2,2,3,3,8,0
0.0,0.2,0.0,0.0,177.375,72.184,38.535,7.896,9,3,1,3,4,0
0.0,5.0,70.0,0.0,107.759,42.457,135.533,3.58,7,3,1,3,2,0
0.0,0.5,40.0,0.0,242.154,82.339,21.449,12.793,9,3,1,3,8,0
0.01,1.0,10.0,5.0,160.256,53.44,87.127,3.512,4,3,3,3,8,0
0.0,20.0,5.0,0.0,407.779,-10.545,-1048.361,-6.825,0,4,1,2,4,0
0.0,0.01,49.0,0.0,266.716,11.509,768.897,-11.188,0,5,1,4,1,0
0.0,2.0,70.0,0.0,370.937,22.044,353.632,0.292,0,3,1,2,2,0
0.0,0.01,100.0,0.0,76.074,-33.947,-394.578,0.134,0,3,1,1,3,0
1.0,10.0,30.0,2.0,108.092,40.344,147.869,1.155,0,3,3,3,7,0
0.0,20.0,100.0,0.0,773.418,0.0,12300.0,-5.81,0,2,1,2,3,0
0.0,10.0,100.0,0.0,846.0,-49.0,-304.082,-5.201,0,2,1,2,3,0
0.0,5.0,0.0,0.0,503.13,32.467,208.004,0.696,2,5,3,4,1,0
0.0,3.63,0.0,0.0,419.06,15.21,557.32,1.657,0,2,3,3,4,0
0.0,10.0,0.0,0.0,297.948,32.05,212.008,2.224,0,5,1,4,5,0
0.0,35.0,100.0,0.0,143.527,41.236,142.505,6.505,3,3,3,3,3,0
0.0,5.0,65.0,25.0,181.495,54.121,84.771,1.673,3,3,3,4,5,0
0.0,20.0,80.0,0.0,244.353,45.339,120.56,2.903,0,2,1,4,4,1
0.0,20.0,80.0,0.0,285.817,42.064,137.732,1.982,0,2,1,4,4,0
0.0,20.0,80.0,0.0,209.979,48.928,104.381,4.313,0,2,1,4,4,1
0.0,10.0,30.0,0.0,158.387,26.89,271.887,-11.405,0,2,3,3,7,1
0.0,10.0,50.0,0.0,153.372,58.635,70.546,2.894,1,5,3,2,4,1
0.3,0.0,0.0,100.0,86.77,68.565,45.846,34.354,2,2,3,3,5,0
0.0,0.1,10.0,0.0,136.339,36.981,170.407,2.682,3,5,1,2,3,0
0.0,0.1,10.0,0.0,174.71,47.485,110.593,3.08,0,5,1,2,3,0
0.0,1.0,10.0,0.0,504.537,33.718,196.579,2.469,3,3,1,2,2,0
0.0,0.01,0.0,0.0,208.97,23.212,330.809,7.222,0,3,1,3,4,0
0.0,0.1,100.0,0.0,685.191,51.149,95.507,2.695,0,3,1,2,1,0
0.0,10.0,100.0,0.0,649.111,38.811,157.656,1.737,2,2,1,2,3,0
0.0,15.0,20.0,0.0,166.862,20.846,379.703,-56.153,0,3,1,3,2,0
0.0,1.0,0.0,0.0,869.754,31.488,217.578,1.036,2,3,1,2,3,0
0.0,0.1,100.0,0.0,228.692,27.295,266.364,3.615,0,5,3,3,2,0
0.0,0.01,100.0,0.0,202.697,25.136,297.833,2.528,0,5,3,3,4,0
0.0,10.0,0.0,0.0,203.405,60.242,65.998,2.943,0,5,1,4,6,0
0.1,0.03,0.0,0.0,284.65,41.304,142.107,14.923,3,3,3,1,4,0
0.1,5.0,100.0,0.0,123.967,56.358,77.437,11.93,1,3,3,3,7,0
0.0,3.0,90.0,0.0,119.262,28.522,250.605,4.442,0,3,1,4,2,0
0.0,30.0,0.0,10.0,103.715,40.886,144.582,-13.286,0,3,3,2,3,0
0.0,10.0,80.0,0.0,344.153,18.801,431.877,-5.173,0,3,1,3,3,0
0.0,5.0,60.0,0.0,101.104,35.581,181.053,5.424,6,3,1,4,2,0
0.4,6.0,50.0,10.0,61.22,72.655,37.637,2.651,4,3,3,4,5,0
0.1,10.0,30.0,5.0,92.942,20.975,376.764,4.292,1,3,1,4,7,0
0.0,60.0,0.0,0.0,129.888,43.642,129.131,-3.075,0,3,3,3,7,0
0.0,0.01,0.0,0.0,407.825,13.235,655.586,0.354,0,3,1,4,2,0
0.0,30.0,30.0,0.0,136.498,58.147,72.012,0.932,3,5,1,4,3,0
0.0,5.0,40.0,0.0,103.638,51.423,94.491,2.198,10,2,1,3,4,0
10.0,5.0,0.0,90.0,173.625,25.164,297.395,2.407,12,2,3,2,7,0
0.0,1.0,0.0,0.0,725.488,35.117,184.763,1.555,0,3,3,2,1,0
0.0,10.0,100.0,0.0,84.672,29.147,243.088,4.35,0,2,3,3,3,0
10.0,5.0,0.0,90.0,167.854,27.371,265.355,2.34,12,2,3,3,2,0
0.0,0.01,30.0,0.0,136.187,75.175,33.024,17.06,0,3,1,3,3,0
0.0,3.0,0.0,0.0,653.372,25.818,287.323,1.538,2,2,3,2,4,0
0.0,3.0,100.0,0.0,591.829,34.234,192.104,2.205,1,3,1,3,2,0
0.0,39.27,50.0,0.0,80.529,21.515,364.79,-6.533,9,3,1,4,4,0
0.0,7.0,100.0,0.0,591.829,34.234,192.104,2.205,0,3,3,4,2,0
0.0,9.44,100.0,0.0,96.476,9.698,931.097,-2.698,2,1,3,1,4,0
0.0,4.0,0.0,0.0,409.327,34.192,192.462,1.074,0,3,3,4,6,0
0.0,20.0,47.0,0.0,193.393,50.989,96.121,3.657,4,2,1,3,5,0
0.0,20.0,100.0,0.0,65.0,48.609,105.725,-10.962,21,2,1,3,3,0
0.01,2.0,90.0,10.0,496.7,22.2,350.225,-1.138,1,3,1,2,3,0
1.0,5.0,0.0,10.0,573.154,-21.572,-563.57,-3.856,1,3,3,3,4,0
0.1,0.0,0.0,100.0,312.119,23.454,326.375,-0.9,0,3,3,3,4,0
1.0,10.29,30.0,40.0,1301.287,92.758,7.78,2.193,0,3,3,3,1,0
0.01,8.0,20.0,80.0,192.993,85.798,16.553,6.675,0,3,1,4,3,1
0.0,10.0,100.0,0.0,611.675,41.92,138.55,3.048,1,3,1,2,3,0
0.0,0.2,100.0,0.0,631.507,98.63,1.389,-10.629,0,4,3,2,1,0
1.0,10.0,0.0,5.0,107.973,1.782,5513.115,-30.592,0,3,3,3,8,0
0.1,0.6,100.0,0.0,72.084,88.227,13.344,9.888,0,3,3,4,3,0
0.2,5.0,0.1,99.9,115.231,85.31,17.22,-7.783,0,3,3,4,5,0
0.0,3.0,0.0,0.0,113.5,42.001,138.088,7.912,0,3,1,2,3,0
0.0,13.34,30.0,70.0,205.769,48.373,107.034,3.81,0,3,1,3,3,0
3.34,4.0,20.0,30.0,52.728,92.809,7.749,-12.035,7,3,3,3,7,0
1.0,1.0,30.0,0.0,83.312,57.549,73.765,-4.463,1,3,3,3,3,1
0.01,1.0,0.0,10.0,121.505,-4.926,-2129.963,6.783,0,3,3,4,8,0
0.1,0.01,40.0,60.0,312.119,23.454,326.375,-0.9,0,3,3,2,5,0
10.0,1.0,60.0,10.0,115.462,29.922,234.201,-5.01,0,3,1,2,2,0
0.0,3.0,50.0,0.0,147.931,25.389,293.873,12.788,0,3,3,3,6,0
0.0,1.0,80.0,0.0,147.931,25.389,293.873,12.788,0,3,3,2,3,0
0.0,7.0,50.0,0.0,166.81,66.483,50.415,0.377,1,2,1,3,7,0
0.1,7.0,30.0,0.0,178.581,10.248,875.812,0.336,1,3,3,3,2,0
0.0,3.0,15.0,15.0,149.75,85.138,17.457,10.646,4,3,3,4,2,0
0.01,30.0,60.5,0.5,139.293,24.413,309.618,-6.174,3,3,1,4,7,0
0.0,0.5,0.0,0.0,356.404,25.616,290.385,0.069,0,3,1,4,7,0
0.0,0.01,25.0,0.0,252.114,20.628,384.775,0.792,0,3,1,3,5,0
0.0,0.05,100.0,0.0,90.12,48.537,106.028,6.093,0,3,1,3,4,0
0.0,0.01,25.0,0.0,239.892,23.226,330.558,1.379,0,3,1,3,7,0
0.0,0.5,100.0,0.0,338.158,42.212,136.901,2.151,0,3,3,3,1,0
0.0,0.5,100.0,0.0,341.147,42.251,136.68,0.352,3,3,3,3,1,0
0.01,30.0,60.5,0.5,147.707,25.728,288.689,-1.284,2,3,1,4,7,0
0.0,5.0,60.0,0.0,102.577,35.011,185.621,1.47,0,3,1,4,4,0
0.0,2.0,0.0,0.0,284.762,17.568,469.202,0.116,1,3,3,3,2,0
0.0,0.1,100.0,0.0,233.848,26.631,275.501,5.878,3,4,3,4,3,0
0.0,0.05,100.0,0.0,116.809,46.236,116.281,10.802,0,3,1,3,5,0
0.0,0.5,0.0,0.0,215.373,16.304,513.333,0.072,0,3,1,4,1,0
0.0,0.5,100.0,0.0,112.536,9.981,901.932,3.599,0,3,1,2,1,1
0.0,3.0,60.0,0.0,320.245,25.052,299.167,1.574,2,3,1,2,2,0
0.0,0.04,100.0,0.0,94.914,48.997,104.093,3.158,0,3,1,3,2,0
0.0,0.5,10.0,0.0,298.143,29.355,240.663,-3.711,3,3,1,2,7,0
0.0,1.0,26.0,0.0,161.763,2.761,3520.8,-8.207,0,5,1,4,1,0
0.0,0.03,69.0,1.0,610.955,53.321,87.544,2.604,4,3,1,1,6,0
0.0,10.0,15.0,15.0,236.201,35.946,178.195,2.271,0,3,1,3,2,0
0.0,10.0,60.0,0.0,287.384,45.583,119.379,3.533,3,2,1,3,5,0
0.3,10.0,10.0,0.0,45.663,14.717,579.484,16.198,4,3,3,4,5,1
0.0,80.0,65.0,0.0,87.533,57.268,74.617,4.673,0,3,3,4,4,0
0.0,0.1,100.0,0.0,133.36,-52.435,-290.712,-14.912,0,3,1,3,1,0
1.0,21.0,5.0,5.0,185.571,48.804,104.902,-4.075,2,1,1,3,5,1
0.0,2.0,99.0,0.5,247.492,85.382,17.12,-4.959,6,1,3,3,4,0
0.0,20.0,50.0,0.0,267.889,27.895,258.489,1.788,0,3,3,4,2,0
0.0,40.0,0.0,0.0,589.025,51.895,92.698,6.406,0,3,1,4,7,0
0.0,1.0,10.0,0.0,250.906,29.193,242.548,0.921,0,3,1,3,4,0
0.0,10.0,15.0,0.0,133.469,4.022,2385.974,-16.885,9,3,1,3,3,1
0.0,0.1,75.0,1.0,349.43,29.658,237.322,1.814,4,3,1,3,2,0
1.0,10.0,20.0,0.0,138.685,21.921,356.234,0.363,2,5,3,3,8,0
0.0,1.0,0.0,0.0,436.629,15.677,537.882,2.382,6,2,1,3,3,0
0.0,6.0,30.0,0.0,82.164,27.477,263.943,-0.724,0,3,3,4,1,0
0.0,5.0,0.0,0.0,23.154,37.658,165.548,4.209,4,3,1,4,3,0
0.0,10.0,50.0,0.0,356.96,65.628,52.375,3.026,1,1,1,4,3,0
0.0,30.0,10.0,0.0,389.168,27.683,261.238,0.846,5,3,3,4,6,0
0.0,5.0,0.0,0.0,139.421,33.829,195.602,0.677,4,3,1,4,2,0
0.0,8.0,8.0,0.0,130.197,28.698,248.458,17.754,1,2,3,4,2,0
0.01,0.01,20.0,80.0,133.665,22.112,352.252,7.228,1,5,2,1,2,0
0.0,0.03,30.0,0.0,121.525,57.659,73.434,3.798,0,3,1,2,5,0
0.0,0.01,30.0,0.0,475.739,72.422,38.079,1.932,0,5,1,4,2,0
0.0,0.5,100.0,0.0,117.797,45.702,118.809,13.353,0,3,3,3,2,0
20.0,60.0,60.0,1.0,125.343,29.47,239.286,3.779,3,3,3,3,6,0
0.0,0.01,10.0,10.0,130.297,66.822,49.651,3.13,2,3,1,4,4,1
0.01,0.01,0.0,35.0,144.747,41.957,138.338,3.372,8,3,3,4,2,0
