iter	Logloss
441	0.3002043978
442	0.2998587917
443	0.299541202
444	0.2992845908
445	0.2990656332
446	0.2988568379
447	0.2987297931
448	0.2984292062
449	0.2981445125
450	0.2979511098
451	0.2977878925
452	0.2976264705
453	0.2974394669
454	0.2971836644
455	0.296838478
456	0.2965372838
457	0.2963664291
458	0.2961592692
459	0.2958252714
460	0.2957537408
461	0.2955576522
462	0.2952866501
463	0.2950727386
464	0.294733195
465	0.2945450448
466	0.2943003229
467	0.2940949272
468	0.2939262118
469	0.2937238153
470	0.2934691156
471	0.2932309484
472	0.2929920391
473	0.2926949082
474	0.2924501935
475	0.2921526321
476	0.2919609041
477	0.291797112
478	0.2914555531
479	0.2911688307
480	0.2909053376
481	0.2906814264
482	0.2905314031
483	0.2902154946
484	0.2899252982
485	0.2895709464
486	0.2893248149
487	0.2891030446
488	0.2888097323
489	0.2885375026
490	0.2882637314
491	0.2879028494
492	0.2877072173
493	0.287409534
494	0.2871577863
495	0.2869479485
496	0.2865996556
497	0.2864857033
498	0.2862738891
499	0.2860790525
500	0.2858775578
501	0.2856476019
502	0.2855327307
503	0.2852095877
504	0.2849994764
505	0.2848062818
506	0.2845789897
507	0.284381563
508	0.2841202231
509	0.2838508667
510	0.2836480214
511	0.2834674188
512	0.2831918532
513	0.2830065079
514	0.2828122591
515	0.2824693792
516	0.2823362164
517	0.2820809829
518	0.281865198
519	0.2817832843
520	0.2815449473
521	0.2813505574
522	0.2812113473
523	0.2810368149
524	0.2806626788
525	0.2803444896
526	0.2801158943
527	0.2798148414
528	0.2795742045
529	0.2794691323
530	0.2792429701
531	0.2790087089
532	0.2787118888
533	0.2784678556
534	0.2782020911
535	0.2780001741
536	0.2777950621
537	0.2775372361
538	0.277394756
539	0.2771251969
540	0.2768715007
541	0.2766476868
542	0.2764020823
543	0.2762115217
544	0.2758466648
545	0.2755508351
546	0.2753374599
547	0.2750182361
548	0.2747772938
549	0.2746074304
550	0.2743900944
551	0.2741813531
552	0.2739102962
553	0.2737005287
554	0.273476319
555	0.2733179695
556	0.2731340396
557	0.2730380393
558	0.2727833736
559	0.2725363377
560	0.2724617963
561	0.2722574563
562	0.2720716107
563	0.2719109398
564	0.2717129632
565	0.2714990005
566	0.2712254228
567	0.2709972692
568	0.2708362312
569	0.2705794412
570	0.2704541394
571	0.2702056026
572	0.2700656012
573	0.2698632427
574	0.2695412463
575	0.2692891903
576	0.2691324852
577	0.2689484345
578	0.2686156997
579	0.2684934207
580	0.2682757471
581	0.2680305267
582	0.2677860786
583	0.2675008541
584	0.267352204
585	0.2671066971
586	0.2668143189
587	0.2665098867
588	0.266325171
589	0.2661948704
590	0.2660536026
591	0.2658287515
592	0.2656353827
593	0.2653632777
594	0.265056432
595	0.2648468136
596	0.2647530311
597	0.2646362525
598	0.2645136122
599	0.2642836706
600	0.264139418
601	0.2639043743
602	0.2637551769
603	0.2636340823
604	0.2634727736
605	0.2633089726
606	0.2631660862
607	0.2628230236
608	0.2626462417
609	0.2623551942
610	0.2621032496
611	0.2619445313
612	0.2617472126
613	0.2615401222
614	0.2612893204
615	0.2610591902
616	0.2609110892
617	0.2607092252
618	0.2605329482
619	0.2604415272
620	0.2602297306
621	0.2600297176
622	0.2599076128
623	0.2597196544
624	0.2595309951
625	0.2593039301
626	0.259124785
627	0.2587251642
628	0.2585053777
629	0.258350057
630	0.2581650137
631	0.2579468418
632	0.2578226161
633	0.2575813895
634	0.2574186112
635	0.2572532672
636	0.2570891227
637	0.2569177288
638	0.2566845483
639	0.2565277477
640	0.2563873646
641	0.2562057034
642	0.2560060236
643	0.2558452765
644	0.2556705222
645	0.255461046
646	0.2552228976
647	0.255039936
648	0.2548846846
649	0.2546857149
650	0.2545104475
651	0.2542403161
652	0.2540268
653	0.253843778
654	0.2536786292
655	0.2534890136
656	0.2532698261
657	0.2529324613
658	0.2527966371
659	0.2525275477
660	0.2523677831
661	0.2521707634
662	0.251937235
663	0.2517325892
664	0.2515472155
665	0.251435573
666	0.2512493732
667	0.2511267728
668	0.2509269696
669	0.2507529235
670	0.2505599156
671	0.2503226498
672	0.2501157983
673	0.2499586651
674	0.2496773978
675	0.2494877297
676	0.2492738585
677	0.2490051688
678	0.2488088676
679	0.2486391352
680	0.2484498632
681	0.2482285451
682	0.2480202099
683	0.2477743164
684	0.2474950095
685	0.2473139584
686	0.2471758553
687	0.2470116053
688	0.2468534796
689	0.2466727451
690	0.2464873843
691	0.2463414293
692	0.2461999138
693	0.2460489876
694	0.2459463292
695	0.2456454076
696	0.2454948997
697	0.2453195672
698	0.2451500889
699	0.2449639942
700	0.2447732902
701	0.2445731088
702	0.2443598397
703	0.2441683406
704	0.2440142632
705	0.2439031553
706	0.243794075
707	0.2436630587
708	0.2434181761
709	0.2432146449
710	0.2429455227
711	0.2427756712
712	0.2426595565
713	0.2425244956
714	0.2423051923
715	0.2421719413
716	0.2419386471
717	0.2417277464
718	0.2415064037
719	0.2412123815
720	0.2409881248
721	0.2407146054
722	0.2405338226
723	0.24038176
724	0.2401923037
725	0.2400490336
726	0.2398703428
727	0.2396936229
728	0.2394386831
729	0.2392429618
730	0.2390387086
731	0.2389118564
732	0.238804486
733	0.2385971615
734	0.238409492
735	0.2382513503
736	0.2380513224
737	0.237834992
738	0.237692806
739	0.23747813
740	0.2373246618
741	0.2372462295
742	0.2370825721
743	0.2369926335
744	0.2368580417
745	0.2366975219
746	0.2364424833
747	0.2362612952
748	0.2360371696
749	0.2357628107
750	0.2355842876
751	0.2354104544
752	0.2352413086
753	0.2350689865
754	0.2349201369
755	0.234745521
756	0.2345545497
757	0.2344234181
758	0.2341811658
759	0.2340323579
760	0.233932292
761	0.2337605852
762	0.2335927455
763	0.2334080992
764	0.2332138389
765	0.2329456931
766	0.23267268
767	0.2325925216
768	0.2323756926
769	0.232184521
770	0.23208337
771	0.2319678461
772	0.231738072
773	0.2315703914
774	0.2313737498
775	0.231192322
776	0.2310507527
777	0.2309003273
778	0.2307363148
779	0.2306176193
780	0.2304868402
781	0.2302984116
782	0.2301693746
783	0.2300106581
784	0.2298137787
785	0.2296218086
786	0.2293904618
787	0.2292360793
788	0.229115953
789	0.2288761909
790	0.2286996101
791	0.2283771135
792	0.2282494827
793	0.2281138975
794	0.2279498263
795	0.2278660053
796	0.2277466523
797	0.2276459316
798	0.2275145786
799	0.2273471189
800	0.2271542008
801	0.2270362444
802	0.2268977259
803	0.2267465894
804	0.2265966871
805	0.2264687617
806	0.2263945456
807	0.2263327438
808	0.226182128
809	0.2260554868
810	0.2259002074
811	0.22574
812	0.2255965457
813	0.2254777997
814	0.2253425892
815	0.2251318157
816	0.2248423358
817	0.2247318104
818	0.2245019716
819	0.2243209748
820	0.2241776152
821	0.2239792009
822	0.2238530184
823	0.2236890705
824	0.2235458682
825	0.2233663795
826	0.2232163613
827	0.2230390282
828	0.2229017858
829	0.2227581173
830	0.2224557351
831	0.2223130157
832	0.2221621068
833	0.2218694651
834	0.2217430681
835	0.2215992692
836	0.2215401081
837	0.2214144363
838	0.2211851427
839	0.2210514913
840	0.220857542
841	0.2206959465
842	0.2204142718
843	0.2202047965
844	0.2201121394
845	0.2199505276
846	0.2198493779
847	0.2197109474
848	0.219528974
849	0.2193421116
850	0.2191704772
851	0.2190148365
852	0.2188763698
853	0.2188062912
854	0.2186588773
855	0.2185930795
856	0.2184715828
857	0.2182879825
858	0.2181861763
859	0.2180433074
860	0.2178533718
861	0.2177685393
862	0.2176036874
863	0.2173911676
864	0.2172548632
865	0.2168750063
866	0.2167190844
867	0.2166015954
868	0.2164632661
869	0.2162521338
870	0.2161454578
871	0.2160392125
872	0.2158159182
873	0.2157159356
874	0.215508221
875	0.2153556083
876	0.2152693764
877	0.2150671437
878	0.2149403847
879	0.2147972631
880	0.2146147754
881	0.2145025386
882	0.2144477638
883	0.2143209511
884	0.2141847741
885	0.2139986283
886	0.213863975
887	0.2136785731
888	0.2135446198
889	0.2134770097
890	0.2133444463
891	0.2132433531
892	0.2130626064
893	0.2129460284
894	0.2127630816
895	0.2125977257
896	0.2124732075
897	0.2123451546
898	0.2121828656
899	0.2120882973
900	0.2119614941
901	0.2117819024
902	0.2116772853
903	0.211531234
904	0.211441106
905	0.2113787478
906	0.2112335689
907	0.2111191774
908	0.2110320596
909	0.2109597305
910	0.2108656122
911	0.2108148796
912	0.2106318836
913	0.2104080562
914	0.2102025642
915	0.2100820386
916	0.2099330666
917	0.2097967203
918	0.209584586
919	0.2093822092
920	0.2092805271
921	0.2091242535
922	0.2090380463
923	0.2088551366
924	0.2086644784
925	0.2085711753
926	0.208459665
927	0.2082762844
928	0.2081382696
929	0.2079869775
930	0.2077719669
931	0.2075916204
932	0.2074712413
933	0.2073424432
934	0.2072492501
935	0.2071668892
936	0.2070341856
937	0.2069204134
938	0.2068164723
939	0.2067402882
940	0.2066168755
941	0.2064914795
942	0.2063776327
943	0.206256047
944	0.2061518102
945	0.2060188408
946	0.2058826697
947	0.2057532027
948	0.2056670174
949	0.205491363
950	0.205312945
951	0.2051668138
952	0.2050429278
953	0.2049681055
954	0.2048712234
955	0.2047423473
956	0.2046294881
957	0.2045195098
958	0.2043999393
959	0.204259288
960	0.204090227
961	0.2039809185
962	0.20381645
963	0.2037166134
964	0.2035778619
965	0.2034196183
966	0.2032511642
967	0.2031105777
968	0.2029386009
969	0.2028522557
970	0.2027445691
971	0.2025786781
972	0.2024492005
973	0.2023680239
974	0.2022181566
975	0.2021094008
976	0.2019803307
977	0.2018314633
978	0.2016712992
979	0.2015426652
980	0.2014199049
981	0.2012739197
982	0.2011874063
983	0.2010694996
984	0.2009821921
985	0.2008974063
986	0.2007739635
987	0.2006955251
988	0.2005437405
989	0.2004746625
990	0.2003037111
991	0.2001649991
992	0.2000190371
993	0.1998548566
994	0.1997305496
995	0.1996274568
996	0.1994987337
997	0.1993679113
998	0.1992615421
999	0.1991436941
