회사주소_시(도),한국표준산업분류(KSIC)코드_10차,상장여부,인수합병(MnA) 경험여부,가중치,벤처확인 유형,기업성장단계,제조 및 비제조,대표이사_창업자여부,창업 당시 창업자 연령,창업 당시 창업자 최종학력,창업 직전 근무지,창업방식,단독창업 여부,창업 당시 목표시장,창업자 과거창업 경험 여부,융자(정책)_경험여부,장기적성장전망성,자체브랜드보유여부,영업및마케팅방식,전공과 업종 일치 여부,연구개발관련전담부서보유여부,엔젤투자자 혹은 액셀러레이터 투자 경험여부,해외수출 및 진출과정 애로사항,제품및서비스구조,기술력수준비교(세계),기술력수준비교(국내),주력제품 국내 시장점유율(퍼센트),주력제품 해외 시장점유율(퍼센트),정규직비율,학력별 인력구성비(고졸이하),학력별 인력구성비(전문대졸),학력별 인력구성비(대졸),학력별 인력구성비(석사),학력별 인력구성비(박사),부서별_인력구성(관리),부서별_인력구성(생산),부서별_인력구성(영업),부서별_인력구성(RnD),매출구조비율(대기업),매출구조비율(12차벤더),매출구조비율(중소기업),매출구조비율(B2C),매출구조비율(B2G),매출구조비율(글로벌),투자액비(국내설비),투자액비(RnD),투자액비(해외),투자액비(기타),부채비율,자기자본비율,순이익률,총자산회전율,자기자본회전율,ROE,영업이익률,이자보상배율,종사자생산성,창업 당시 창업자 실무경험 년수(년),벤처확인제도 혜택(평균),벤처인프라 수준(평균),등록보유(합계),출원중(합계),경영상 애로사항(개수),벤처캐피털(투자조합포함) 투자 경험여부
경기,J63999,2,2.0,0.962,3,2,4,1.0,2,3,6,3,1.0,3.0,1,2.0,3.0,1,1,2.0,1.0,2,4.0,1.0,5.0,4.0,5.0,0.0,1.0,4.545454545454546,6.8181818181818175,86.36363636363636,2.272727272727273,0.0,95.455,0.0,0.0,0.0,0.0,0.0,20.0,0.0,60.0,0.0,0.0,100.0,0.0,0.0,83.768,54.417,6.275,650.832,1196.019,75.046,7.755,56500.0,132459.091,9.0,3.833,3.5,0,0,5,0
대전,J63999,2,2.0,29.283,2,3,4,1.0,3,3,6,3,1.0,1.0,2,2.0,3.0,2,1,2.0,2.0,2,3.0,1.0,5.0,4.0,0.5,0.0,1.0,0.0,0.0,85.71428571428571,14.285714285714285,0.0,14.286,0.0,0.0,85.714,0.0,0.0,70.0,0.0,0.0,0.0,0.0,78.378,0.0,21.622,2140.0,4.464,7.634,58.482,1310.0,100.0,6.87,300.0,3742.857,15.0,3.333,3.5,3,0,5,0
서울,J63999,2,2.0,14.673,4,3,4,1.0,3,1,3,3,1.0,3.0,2,2.0,4.0,2,1,1.0,1.0,2,3.0,3.0,3.0,3.0,5.0,0.0,1.0,0.0,0.0,80.0,10.0,10.0,20.0,0.0,30.0,50.0,30.0,0.0,40.0,0.0,30.0,0.0,0.0,100.0,0.0,0.0,-176.684,-130.405,-0.769,263.514,-202.073,1.554,-1.154,-36650.0,7800.0,13.0,3.333,3.25,0,0,5,0
서울,J63999,2,2.0,41.37,2,2,4,1.0,3,3,7,2,1.0,1.0,2,2.0,4.0,2,3,2.0,1.0,2,1.0,2.0,3.0,3.0,0.1,0.0,1.0,0.0,0.0,100.0,0.0,0.0,25.0,0.0,0.0,0.0,70.0,0.0,25.0,0.0,5.0,0.0,0.0,100.0,0.0,0.0,866.071,10.351,-18.124,86.691,837.5,-151.786,-19.403,-606.667,5862.5,16.0,2.833,2.25,0,0,2,0
경기,J63999,2,3.0,21.833,3,2,4,1.0,3,1,7,3,1.0,3.0,1,2.0,4.0,1,3,1.0,1.0,2,4.0,3.0,3.0,3.0,12.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,14.286,0.0,42.857,42.857,83.0,0.0,17.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.2,49.9,-78.035,34.6,69.339,-54.108,-95.665,-33100.0,2471.429,15.0,3.0,3.0,0,0,6,1
서울,J63999,2,2.0,14.673,2,2,4,1.0,2,3,6,3,1.0,3.0,2,2.0,4.0,1,1,1.0,2.0,2,3.0,3.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,87.5,12.5,0.0,12.5,0.0,0.0,50.0,0.0,0.0,0.0,0.0,85.0,15.0,0.0,100.0,0.0,0.0,34.956,74.098,36.257,153.279,206.858,75.0,35.401,11033.333,11687.5,10.0,3.333,3.75,45,0,3,0
서울,J63999,2,2.0,14.673,2,2,4,1.0,3,3,3,3,2.0,3.0,2,2.0,4.0,2,1,1.0,1.0,2,3.0,2.0,5.0,3.0,3.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,8.333,0.0,0.0,75.0,10.0,60.0,0.0,0.0,10.0,0.0,0.0,63.441,0.0,36.559,367.778,21.378,-6.597,136.817,640.0,-42.222,-6.424,-925.0,4800.0,0.0,3.5,3.75,3,0,4,0
서울,J63999,2,3.0,21.833,1,3,4,1.0,2,3,5,3,1.0,1.0,2,2.0,4.0,2,3,1.0,1.0,2,4.0,2.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,85.714,7.143,0.0,0.0,0.0,0.0,50.0,40.0,10.0,0.0,0.0,100.0,0.0,0.0,144.816,40.833,-12.655,41.277,101.087,-12.793,-7.444,-152.542,8635.714,7.0,3.5,3.5,3,0,3,0
경기,J63999,2,3.0,54.391,1,2,4,1.0,4,3,7,3,1.0,1.0,2,2.0,4.0,2,1,2.0,1.0,2,2.0,2.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,75.0,0.0,25.0,25.0,25.0,50.0,0.0,70.0,30.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,7.986,92.605,36.015,595.498,643.056,231.597,2.754,268.421,46300.0,25.0,3.5,3.5,5,0,5,0
경기,J63999,2,3.0,21.833,1,3,2,1.0,2,3,6,3,1.0,3.0,2,2.0,4.0,2,1,2.0,1.0,2,4.0,3.0,3.0,2.0,4.0,0.0,0.462,0.0,0.0,92.0,8.0,0.0,15.385,0.0,7.692,15.385,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,432.27,18.787,53.561,44.903,239.007,128.014,43.917,1057.143,5184.615,0.0,2.167,2.0,3,3,5,0
서울,J63999,2,3.0,1.707,2,4,4,1.0,2,3,6,3,1.0,1.0,2,2.0,4.0,2,1,1.0,3.0,2,4.0,1.0,3.0,2.0,3.0,0.0,0.981,0.0,0.0,90.0,5.0,5.0,96.774,3.226,0.0,0.0,80.0,0.0,20.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,10.78,90.269,80.0,0.127,0.14,0.112,71.439,147600.0,3.226,8.0,3.5,3.5,0,0,6,0
서울,J63999,2,3.0,8.182,2,4,4,2.0,2,3,5,3,1.0,1.0,2,1.0,4.0,2,1,1.0,1.0,2,7.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,95.0,5.0,0.0,46.667,6.667,23.333,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,5.385,94.891,7.621,395.864,417.179,31.795,10.326,700.0,5423.333,10.0,3.833,3.75,13,12,6,1
서울,J63999,2,2.0,20.75,2,2,4,1.0,2,3,6,3,1.0,1.0,2,2.0,4.0,2,1,1.0,1.0,2,5.0,1.0,4.0,3.0,6.0,0.0,1.0,12.5,12.5,68.75,6.25,0.0,12.5,0.0,12.5,18.75,0.0,0.0,70.0,30.0,0.0,0.0,0.0,100.0,0.0,0.0,13.736,87.923,45.429,123.81,140.816,63.972,40.691,147600.0,8542.857,8.0,2.833,3.0,0,0,5,0
서울,J63999,2,3.0,1.707,2,2,2,1.0,2,3,7,3,1.0,3.0,2,2.0,4.0,1,4,2.0,1.0,2,6.0,3.0,5.0,5.0,7.0,0.0,0.914,0.0,10.0,80.0,10.0,0.0,0.0,16.19,5.714,69.524,0.0,0.0,0.0,80.0,0.0,20.0,0.0,1.0,0.0,99.0,126.128,44.223,4.2,140.882,318.574,13.38,5.556,599.32,30203.81,4.0,3.333,3.0,5,0,4,0
서울,J63999,2,2.0,2.29,3,4,4,1.0,3,1,5,3,1.0,3.0,2,2.0,3.0,1,1,1.0,1.0,2,5.0,2.0,4.0,3.0,19.23,30.0,1.0,13.347022587268995,16.01642710472279,55.85215605749486,9.856262833675563,4.928131416837783,18.275,0.0,5.544,10.678,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,80.183,55.499,0.252,112.138,202.054,0.509,2.072,713.265,7415.165,14.0,4.167,4.25,3,1,1,1
서울,J63999,2,2.0,3.933,3,2,4,2.0,1,5,6,3,1.0,3.0,2,2.0,3.0,2,3,2.0,1.0,2,3.0,3.0,2.0,2.0,1.0,0.0,1.0,8.0,38.0,52.0,2.0,0.0,74.0,0.0,0.0,26.0,40.0,0.0,55.0,0.0,0.0,5.0,0.0,100.0,0.0,0.0,47.908,67.609,7.088,129.026,190.84,13.527,5.104,31900.0,12500.0,0.0,3.167,3.25,4,0,7,0
서울,J63999,2,1.0,1.34,3,3,4,1.0,2,3,5,3,1.0,1.0,2,2.0,4.0,2,1,2.0,1.0,1,8.0,3.0,5.0,3.0,37.46,0.0,0.73,3.125,6.25,85.0,5.0,0.625,11.875,0.0,9.375,43.75,60.0,0.0,0.0,0.0,40.0,0.0,0.0,90.0,0.0,10.0,97.624,50.601,-16.485,94.396,186.549,-30.753,-15.515,-36650.0,22772.0,0.0,2.333,3.0,4,0,3,1
인천,J63999,2,2.0,1.707,2,3,4,2.0,3,3,6,3,1.0,3.0,2,2.0,4.0,1,1,1.0,1.0,2,7.0,2.0,3.0,2.0,8.0,0.5,1.0,5.376344086021505,9.67741935483871,81.72043010752688,3.225806451612903,0.0,12.903,0.0,21.505,16.129,80.0,0.0,20.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,92.521,51.942,-2.971,159.048,306.202,-9.099,-5.652,-3506.522,30686.022,8.0,3.333,3.5,10,1,7,0
서울,J63999,2,2.0,25.425,3,3,4,2.0,3,3,6,3,1.0,3.0,2,2.0,4.0,1,1,1.0,1.0,2,3.0,3.0,3.0,2.0,2.0,0.0,1.0,6.976744186046512,11.627906976744184,79.06976744186046,2.3255813953488373,0.0,18.605,48.837,9.302,23.256,20.0,0.0,20.0,0.0,60.0,0.0,5.037,94.963,0.0,0.0,38.437,72.235,-38.524,73.774,102.131,-39.345,-37.944,-4091.667,6018.605,11.0,3.333,3.25,99,14,5,0
서울,J63999,2,2.0,1.34,2,3,4,1.0,3,3,7,1,1.0,1.0,2,1.0,4.0,2,1,2.0,1.0,2,5.0,3.0,4.0,2.0,31.0,0.0,1.0,20.192307692307693,17.307692307692307,54.80769230769232,3.8461538461538463,3.8461538461538463,30.769,0.0,10.577,25.962,80.0,0.0,0.0,20.0,0.0,0.0,0.0,100.0,0.0,0.0,153.972,39.373,6.487,141.988,360.621,23.395,7.391,746.56,32145.255,20.0,3.833,3.0,8,0,9,0
서울,J63999,2,2.0,20.75,1,2,4,1.0,2,3,6,3,1.0,1.0,2,2.0,4.0,2,3,1.0,1.0,2,1.0,3.0,3.0,2.0,8.0,0.0,1.0,13.333333333333334,26.666666666666668,60.0,0.0,0.0,13.333,0.0,13.333,26.667,57.0,20.0,7.0,0.0,16.0,0.0,0.0,100.0,0.0,0.0,243.59,29.159,13.412,174.206,597.436,80.128,14.7,2740.0,15533.333,10.0,3.5,2.5,2,0,8,0
서울,J63999,2,2.0,2.29,3,3,4,1.0,2,1,4,2,1.0,3.0,2,2.0,5.0,1,1,1.0,1.0,2,5.0,2.0,2.0,1.0,18.0,0.0,1.0,16.43835616438356,19.17808219178082,52.05479452054794,5.47945205479452,6.849315068493151,28.767,0.0,10.959,23.288,0.0,0.0,0.0,20.0,0.0,80.0,0.0,100.0,0.0,0.0,73.35,57.687,-6.7,245.53,425.627,-28.517,-7.433,-36650.0,29196.491,8.0,3.5,3.5,18,11,4,1
서울,J63999,2,2.0,6.43,4,3,4,1.0,2,3,5,3,1.0,1.0,2,2.0,4.0,2,1,1.0,1.0,2,5.0,3.0,3.0,2.0,50.0,0.0,1.0,0.0,29.411764705882355,70.58823529411765,0.0,0.0,58.824,0.0,17.647,23.529,0.0,0.0,70.0,0.0,30.0,0.0,2.268,97.732,0.0,0.0,40.766,71.04,19.358,90.304,127.118,24.608,23.272,1736.842,29852.632,7.0,3.0,1.75,6,7,5,0
경기,J63999,2,2.0,5.736,3,3,4,1.0,3,3,6,3,1.0,3.0,1,2.0,4.0,2,1,2.0,1.0,2,2.0,1.0,3.0,2.0,5.0,0.0,1.0,0.0,26.08695652173913,65.21739130434783,6.521739130434782,2.1739130434782608,10.87,0.0,6.522,15.217,0.0,0.0,0.0,0.0,100.0,0.0,0.0,75.0,0.0,25.0,312.724,24.229,2.096,25.79,106.44,2.231,1.22,39.744,22095.652,12.0,3.333,3.0,4,1,2,0
경기,J63999,2,2.0,29.283,2,2,4,1.0,2,3,6,3,1.0,3.0,2,2.0,4.0,1,1,2.0,4.0,2,3.0,3.0,3.0,2.0,5.0,0.0,1.0,0.0,0.0,87.5,12.5,0.0,25.0,0.0,0.0,50.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,73.913,57.5,3.523,57.656,100.272,3.533,0.271,16.667,4612.5,3.0,3.333,3.25,28,4,3,0
서울,J63999,2,2.0,29.21,3,1,2,1.0,3,2,7,3,1.0,3.0,2,2.0,3.0,1,3,2.0,1.0,2,3.0,2.0,3.0,3.0,15.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,22.222,0.0,22.222,22.222,72.0,0.0,10.0,0.0,18.0,0.0,1.397,98.603,0.0,0.0,157.825,38.786,-101.282,56.173,144.828,-146.684,-92.125,-1047.917,5460.0,10.0,2.5,2.5,0,0,1,1
서울,J63999,2,2.0,29.21,2,3,4,1.0,3,2,5,3,1.0,1.0,2,2.0,3.0,2,1,1.0,1.0,2,3.0,2.0,4.0,3.0,0.5,0.0,1.0,0.0,33.33333333333333,58.333333333333336,4.166666666666666,4.166666666666666,20.833,0.0,4.167,20.833,0.0,0.0,26.0,0.0,74.0,0.0,1.809,98.191,0.0,0.0,95.908,51.064,18.731,76.064,148.958,27.902,11.738,839.286,6903.448,15.0,3.667,3.75,11,10,4,0
서울,J63999,2,2.0,3.933,4,2,4,1.0,2,3,6,3,1.0,3.0,2,2.0,4.0,2,1,1.0,1.0,2,3.0,1.0,3.0,3.0,12.0,0.0,1.0,0.0,0.0,94.44444444444444,5.555555555555555,0.0,11.111,0.0,16.667,50.0,0.0,0.0,0.0,5.0,0.0,95.0,0.0,100.0,0.0,0.0,40.766,71.04,19.358,90.304,127.118,24.608,23.272,1736.842,31511.111,4.0,3.5,3.25,0,0,7,0
서울,J63999,2,2.0,5.448,3,4,4,2.0,5,3,6,3,1.0,3.0,2,2.0,4.0,1,1,2.0,1.0,2,3.0,2.0,3.0,2.0,3.0,0.0,1.0,42.22222222222222,26.666666666666668,28.88888888888889,1.6666666666666667,0.5555555555555556,26.667,0.0,2.778,6.667,20.0,0.0,20.0,0.0,0.0,60.0,0.0,99.252,0.0,0.748,110.931,47.409,-4.767,51.815,109.295,-5.211,-2.111,-85.36,9054.444,0.0,3.333,3.5,4,2,7,0
서울,J63999,2,3.0,1.707,2,3,4,1.0,2,3,5,3,1.0,1.0,2,2.0,3.0,2,1,2.0,1.0,1,2.0,2.0,5.0,4.0,15.0,0.0,1.0,0.0,10.0,80.0,10.0,0.0,7.353,10.294,74.265,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,292.84,25.455,0.368,47.916,188.234,0.692,0.212,153.846,27796.324,0.0,3.0,2.75,9,0,2,0
서울,J63999,2,2.0,20.75,2,2,1,2.0,5,1,1,2,1.0,3.0,2,2.0,4.0,2,3,1.0,1.0,2,4.0,1.0,5.0,4.0,30.0,0.0,1.0,0.0,0.0,36.36363636363637,45.45454545454545,18.181818181818183,18.182,0.0,0.0,81.818,0.0,0.0,60.0,40.0,0.0,0.0,9.219998380566802,84.36011457489879,40.549,5.921700404858299,366.667,21.378,-6.597,136.817,640.0,-42.222,-6.424,-925.0,3840.0,20.0,4.167,3.25,0,0,1,0
서울,J63999,2,2.0,9.02,1,4,4,1.0,3,2,6,3,1.0,1.0,2,1.0,4.0,2,1,2.0,1.0,2,3.0,1.0,4.0,3.0,0.1,0.0,1.0,0.0,16.666666666666664,70.83333333333334,8.333333333333332,4.166666666666666,12.5,0.0,8.333,33.333,0.0,0.0,20.0,0.0,80.0,0.0,0.0,100.0,0.0,0.0,93.66,51.637,1.375,104.423,202.225,2.781,1.155,116.667,9568.421,20.0,3.0,2.75,7,0,6,0
강원,J63999,2,2.0,41.37,3,2,2,1.0,2,2,5,1,2.0,3.0,2,2.0,3.0,1,1,1.0,1.0,1,7.0,1.0,4.0,3.0,5.0,1.0,1.0,25.0,0.0,50.0,25.0,0.0,12.5,0.0,0.0,87.5,15.0,0.0,60.0,0.0,25.0,0.0,0.0,100.0,0.0,0.0,3.376,96.735,-16.667,1.224,1.266,-0.211,-1245.946,-36650.0,150.0,0.0,4.0,2.0,4,0,6,1
서울,J63999,2,2.0,1.34,2,4,4,1.0,3,4,6,1,1.0,1.0,2,2.0,4.0,2,3,2.0,1.0,1,6.0,1.0,3.0,3.0,55.0,0.0,1.0,13.333333333333334,19.25925925925926,63.70370370370371,2.9629629629629632,0.7407407407407408,40.0,0.0,13.333,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,333.298,23.079,0.993,53.759,232.935,2.313,-1.639,-1578.0,36745.038,21.0,3.833,3.0,0,0,3,0
서울,J63999,2,2.0,29.21,1,2,4,1.0,2,2,7,3,1.0,1.0,2,2.0,4.0,2,1,2.0,1.0,2,2.0,1.0,3.0,3.0,5.0,50.0,1.0,7.142857142857142,21.428571428571427,64.28571428571429,7.142857142857142,0.0,14.286,0.0,14.286,71.429,0.0,0.0,6.0,94.0,0.0,0.0,0.0,100.0,0.0,0.0,39.243,71.939,-360.726,51.531,71.631,-258.392,-377.228,-36650.0,2020.0,10.0,3.0,3.0,0,0,6,0
서울,J63999,1,2.0,2.29,3,4,4,1.0,2,1,5,3,1.0,3.0,2,2.0,3.0,2,1,1.0,2.0,2,8.0,1.0,5.0,4.0,70.0,0.0,1.0,14.007782101167315,18.67704280155642,52.14007782101168,9.72762645914397,5.447470817120623,18.677,0.0,7.393,17.899,100.0,0.0,0.0,0.0,0.0,0.0,9.219998380566802,84.36011457489879,40.549,5.921700404858299,110.931,47.41,-4.767,51.817,109.295,-5.211,-2.111,-85.36,8669.149,8.0,3.833,2.75,0,0,7,1
서울,J63999,2,2.0,1.707,3,3,4,1.0,1,3,6,3,1.0,3.0,1,2.0,4.0,1,1,1.0,1.0,2,5.0,3.0,3.0,2.0,5.0,0.0,1.0,2.727272727272727,4.545454545454546,87.27272727272727,4.545454545454546,0.9090909090909092,14.545,0.0,5.455,10.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,21.801,0.0,78.199,257.455,27.976,-11.529,123.977,443.163,-51.093,-12.402,-36650.0,18238.182,1.0,3.667,3.5,7,3,5,0
서울,J63999,2,2.0,5.736,2,5,4,1.0,1,3,6,3,1.0,3.0,2,2.0,5.0,1,1,1.0,1.0,2,3.0,3.0,4.0,1.0,3.0,0.0,1.0,61.90476190476191,9.523809523809524,28.57142857142857,0.0,0.0,4.762,61.905,9.524,23.81,60.0,20.0,5.0,0.0,7.0,0.0,0.0,100.0,0.0,0.0,214.264,31.82,4.807,113.81,357.665,17.193,1.18,32.362,44776.19,0.0,3.667,3.75,35,0,6,0
서울,J63999,2,1.0,4.96,2,4,4,2.0,3,3,5,1,1.0,1.0,2,1.0,4.0,2,4,1.0,4.0,2,1.0,1.0,3.0,2.0,18.0,0.0,1.0,6.666666666666667,20.0,65.83333333333333,3.333333333333333,4.166666666666666,22.5,0.0,10.0,20.833,100.0,0.0,0.0,0.0,0.0,0.0,0.0,78.378,0.0,21.622,209.031,32.359,-2.63,78.754,243.373,-6.401,-1.219,-77.039,19544.86,16.0,3.5,3.5,8,4,5,0
서울,J63999,2,2.0,9.02,1,2,4,1.0,3,2,5,3,1.0,3.0,1,1.0,4.0,1,4,1.0,1.0,2,1.0,2.0,3.0,1.0,5.0,0.0,1.0,2.631578947368421,26.31578947368421,65.78947368421053,5.263157894736842,0.0,10.526,63.158,5.263,21.053,0.0,0.0,0.0,100.0,0.0,0.0,5.456,3.001,0.0,91.543,266.059,27.318,4.536,179.714,657.859,29.841,2.909,365.217,7805.405,25.0,3.5,3.0,49,15,9,0
경기,J63999,2,2.0,29.283,2,2,4,1.0,4,3,6,3,1.0,3.0,1,2.0,4.0,2,1,2.0,1.0,2,3.0,3.0,4.0,2.0,10.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,50.0,0.0,0.0,50.0,80.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-386.207,-34.94,-32.981,284.94,-815.517,268.966,-32.558,-5133.333,11825.0,2.0,3.333,3.25,15,0,4,0
서울,J63999,2,3.0,8.182,3,4,4,1.0,2,3,6,3,1.0,1.0,1,2.0,4.0,2,1,2.0,1.0,2,3.0,2.0,3.0,2.0,3.0,0.0,0.865,0.0,0.0,90.0,7.0,3.0,94.595,5.405,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,4.65,95.557,12.878,100.67,105.35,13.567,6.046,500.0,4470.27,4.0,3.333,3.25,0,0,7,0
서울,J63999,2,3.0,21.833,2,3,4,1.0,2,3,6,3,1.0,1.0,2,2.0,3.0,2,1,1.0,2.0,2,8.0,2.0,4.0,3.0,12.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,55.556,3.704,22.222,0.0,0.0,20.0,0.0,0.0,40.0,0.0,0.0,100.0,0.0,0.0,106.363,48.458,3.186,175.797,362.778,11.559,3.859,455.172,12670.37,0.0,3.667,3.75,3,0,6,0
대구,J63999,2,2.0,32.765,1,3,4,1.0,2,4,6,3,1.0,1.0,2,1.0,3.0,2,1,1.0,1.0,2,3.0,2.0,3.0,3.0,1.0,0.0,1.0,0.0,60.0,40.0,0.0,0.0,44.444,44.444,0.0,11.111,0.0,50.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,476.786,17.337,0.261,118.576,683.929,1.786,2.089,88.889,4255.556,10.0,3.5,3.75,0,0,5,0
서울,J63999,2,2.0,17.302,2,4,4,2.0,3,3,6,3,1.0,1.0,2,2.0,4.0,2,1,1.0,1.0,2,8.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,30.0,50.0,20.0,0.0,13.043,13.043,13.043,21.739,30.0,20.0,50.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,51.413,66.044,-11.924,70.306,106.453,-12.693,-13.727,-944.828,8678.261,22.0,3.333,3.0,5,0,4,0
서울,J63999,2,2.0,1.278,2,4,4,1.0,3,3,6,3,1.0,3.0,2,1.0,4.0,2,1,1.0,2.0,2,2.0,1.0,3.0,2.0,2.0,0.0,1.0,25.0,18.0,45.0,12.0,0.0,15.19,2.532,11.392,13.291,61.0,13.0,15.0,0.0,11.0,0.0,0.0,100.0,0.0,0.0,14.129,87.62,4.215,292.259,333.551,14.06,3.958,38400.0,6141.139,12.0,4.5,3.25,0,0,10,0
서울,J63999,2,2.0,2.878,3,4,4,1.0,2,2,3,3,1.0,3.0,2,1.0,3.0,2,1,2.0,1.0,2,1.0,2.0,2.0,2.0,3.0,0.0,0.983,0.0,9.0,83.0,8.0,0.0,13.333,8.333,8.333,15.0,0.0,0.0,17.0,0.0,83.0,0.0,32.143,67.857,0.0,0.0,291.559,25.539,2.835,85.793,335.932,9.525,6.116,199.148,19103.333,0.0,3.333,3.25,34,0,7,0
경기,J63999,2,2.0,17.302,3,2,4,1.0,2,3,6,3,1.0,1.0,2,2.0,4.0,1,1,1.0,1.0,2,4.0,1.0,4.0,4.0,10.0,0.0,1.0,0.0,30.0,70.0,0.0,0.0,8.696,4.348,13.043,0.0,30.0,0.0,70.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,78.947,55.882,-88.462,107.958,193.189,-170.898,-88.462,-36650.0,2713.043,8.0,3.333,3.0,1,0,1,1
서울,J63999,2,2.0,1.44,2,4,4,1.0,3,3,6,3,1.0,3.0,2,2.0,4.0,2,1,1.0,1.0,2,2.0,3.0,3.0,2.0,2.0,0.0,1.0,20.0,23.0,45.0,12.0,0.0,75.159,20.382,0.0,4.459,70.0,0.0,15.0,0.0,15.0,0.0,9.219998380566802,84.36011457489879,40.549,5.921700404858299,10.806,90.248,9.138,192.376,213.163,19.478,9.151,147600.0,4837.58,12.0,3.667,2.75,18,6,2,0
서울,J63999,2,3.0,8.182,3,3,2,1.0,2,3,5,3,1.0,1.0,2,2.0,5.0,1,3,1.0,4.0,1,2.0,3.0,4.0,4.0,10.0,0.0,0.804,0.0,10.0,85.0,5.0,0.0,91.304,4.348,0.0,0.0,50.0,0.0,10.0,0.0,40.0,0.0,0.0,100.0,0.0,0.0,129.089,43.651,-11.061,80.625,184.702,-20.43,-11.808,-7109.091,28793.478,0.0,3.333,3.25,3,0,6,1
대전,J63999,2,2.0,32.395,2,3,4,1.0,3,3,6,3,1.0,1.0,2,2.0,3.0,2,1,2.0,1.0,2,3.0,2.0,4.0,3.0,5.0,0.0,1.0,0.0,0.0,86.0,14.0,0.0,50.0,12.5,0.0,37.5,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1093.75,8.377,175.477,21.466,256.25,525.0,-526.829,-7200.0,512.5,15.0,3.667,2.75,3,0,1,0
서울,J63999,2,2.0,2.878,2,4,4,1.0,1,3,6,3,2.0,3.0,2,2.0,4.0,2,1,1.0,3.0,2,1.0,2.0,2.0,2.0,3.0,0.0,1.0,5.0,8.0,80.0,7.0,0.0,20.968,6.452,24.194,22.581,0.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,380.025,20.832,2.591,118.476,568.716,14.734,3.512,206.838,22225.806,0.0,3.5,3.0,7,0,6,0
서울,J63999,2,2.0,14.915,2,4,4,2.0,3,3,6,3,1.0,1.0,2,2.0,4.0,2,1,1.0,1.0,2,2.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,30.0,50.0,20.0,0.0,36.364,18.182,9.091,36.364,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,58.42,63.123,1.5,58.466,92.622,1.389,3.702,175.556,9700.0,22.0,2.5,3.0,5,0,9,0
서울,J63999,2,2.0,3.684,2,2,4,1.0,2,3,4,3,1.0,3.0,2,2.0,4.0,1,1,2.0,1.0,2,1.0,2.0,3.0,2.0,0.2,0.0,1.0,0.0,10.0,85.0,5.0,0.0,9.091,5.195,7.792,23.377,0.0,0.0,70.0,0.0,30.0,0.0,1.198,98.802,0.0,0.0,65.586,60.392,2.341,106.635,176.572,4.134,2.429,368.333,11814.286,0.0,3.5,3.0,4,0,2,0
서울,J63999,2,2.0,5.452,1,3,4,1.0,2,1,5,3,1.0,1.0,2,1.0,4.0,1,1,1.0,4.0,2,3.0,2.0,4.0,3.0,2.2,0.0,1.0,0.0,25.0,53.0,20.0,2.0,21.739,0.0,6.522,26.087,20.0,60.0,20.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,247.97,28.738,-148.136,87.239,303.567,-449.692,-147.083,-12964.286,5365.217,1.0,3.333,3.25,12,2,5,1
